Time (msec),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),** Lambda Multiplicative Adaptation - Bank 2 (%),** Lambda Multiplicative Adaptation - Bank 1 (%),** Lambda Additive Adaptation - Bank 2 (ms),** Lambda Additive Adaptation - Bank 1 (ms),* Battery voltage (V),* Coolant Temperature (°C),* Engine Load (mg/stroke),* Electric fan (%),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Intake Air Temperature (°C),* Oil Temperature (°C),* Vehicle Speed (km/h)
176923,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,55.12,0,2318,1.588,51.8,105.6,72
177123,0.00,0.00,0.00,0.00,0.00,0.00,13.5,105.8,54.80,0,2306,1.584,51.8,105.6,72
177283,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,53.91,0,2292,1.576,52.5,105.6,72
177444,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,55.54,0,2275,1.568,52.5,105.6,72
177643,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,53.86,0,2268,1.560,52.5,105.6,72
177843,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,54.33,0,2249,1.556,52.5,106.4,70
178004,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,53.99,0,2237,1.552,52.5,106.4,70
178203,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,53.19,0,2219,1.544,52.5,106.4,70
178364,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,54.10,0,2207,1.552,52.5,106.4,70
178524,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,53.97,0,2187,1.548,52.5,106.4,70
178723,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,54.25,0,2124,1.552,52.5,106.4,70
178925,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,54.69,0,1853,1.508,52.5,106.4,67
179123,0.00,0.00,0.00,0.00,0.00,0.00,13.5,105.8,46.30,0,1589,1.452,52.5,106.4,67
179284,0.00,0.00,0.00,0.00,0.00,0.00,13.4,105.8,48.46,0,1375,0.856,52.5,106.4,67
179483,0.00,0.00,0.00,0.00,0.00,0.00,13.4,105.8,51.24,0,1328,1.188,52.5,106.4,67
179684,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,46.02,0,1448,1.800,52.5,106.4,67
179883,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,38.52,0,1694,1.460,53.2,106.4,65
180044,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,41.64,0,1934,1.408,53.2,106.4,65
180243,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,52.28,0,2258,1.512,53.2,106.4,65
180443,3.10,3.16,0.00,0.00,0.00,0.00,13.6,105.8,85.67,0,2723,2.140,53.2,106.4,65
180643,4.65,4.71,0.00,0.00,0.00,0.00,13.6,105.8,147.57,0,2663,4.072,53.2,106.4,65
180843,4.92,5.18,0.00,0.00,0.00,0.00,13.6,105.8,193.87,0,2679,5.332,53.2,106.4,62
181044,4.92,5.18,0.00,0.00,0.00,0.00,13.6,105.8,285.32,0,2745,7.852,53.2,106.4,62
181203,4.92,5.18,0.00,0.00,0.00,0.00,13.6,105.8,260.30,0,2726,8.104,53.2,106.4,62
181363,4.92,5.18,0.00,0.00,0.00,0.00,13.6,105.8,260.62,0,2744,8.128,53.2,106.4,62
181564,6.37,6.47,0.00,0.00,0.00,0.00,13.6,105.8,250.15,0,2770,8.084,53.2,106.4,62
181764,9.15,9.10,0.00,0.00,0.00,0.00,13.6,105.8,223.64,0,2788,7.584,53.2,106.4,62
181924,9.15,9.10,0.00,0.00,0.00,0.00,13.6,105.8,205.80,0,2807,7.112,53.2,106.4,61
182124,9.15,9.10,0.00,0.00,0.00,0.00,13.6,105.8,183.99,0,2815,6.216,53.2,106.4,61
182324,9.15,9.10,0.00,0.00,0.00,0.00,13.6,105.8,188.97,0,2829,6.188,53.2,106.4,61
182525,5.81,5.49,0.00,0.00,0.00,0.00,13.6,105.8,187.47,0,2837,5.832,53.2,106.4,61
182723,3.07,2.74,0.00,0.00,0.00,0.00,13.6,105.8,183.23,0,2842,5.548,53.2,106.4,61
182922,4.97,5.45,0.00,0.00,0.00,0.00,13.6,105.8,182.11,0,2852,5.592,53.2,106.4,63
183083,7.10,7.57,0.00,0.00,0.00,0.00,13.5,105.8,152.57,0,2858,5.364,53.2,106.4,63
183284,7.62,7.84,0.00,0.00,0.00,0.00,13.6,105.8,58.68,0,2840,3.040,52.5,106.4,63
183483,7.62,7.84,0.00,0.00,0.00,0.00,13.6,105.8,61.28,0,2855,2.496,52.5,106.4,63
183643,7.62,7.84,0.00,0.00,0.00,0.00,13.6,105.8,64.42,0,2824,2.272,52.5,106.4,63
183804,7.62,7.84,0.00,0.00,0.00,0.00,13.6,105.8,63.44,0,2801,2.132,52.5,106.4,63
184003,4.72,4.74,0.00,0.00,0.00,0.00,13.6,105.8,62.93,0,2802,2.008,52.5,106.4,63
184164,3.62,3.64,0.00,0.00,0.00,0.00,13.6,105.8,62.68,0,2791,1.964,52.5,106.4,63
184363,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,62.70,0,2768,1.636,52.5,106.4,63
184565,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,61.79,0,2741,1.624,52.5,106.4,63
184764,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,62.34,0,2717,1.604,52.5,106.4,63
184964,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,61.87,0,2693,1.596,52.5,106.4,62
185163,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,61.81,0,2673,1.592,52.5,106.4,62
185363,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,60.73,0,2652,1.580,52.5,106.4,62
185564,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,60.24,0,2627,1.572,52.5,106.4,62
185764,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,60.22,0,2605,1.560,52.5,106.4,62
185963,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,59.23,0,2579,1.700,52.5,106.4,59
186123,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,59.25,0,2554,1.684,52.5,106.4,59
186322,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,58.84,0,2525,1.680,53.2,106.4,59
186483,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,59.35,0,2503,1.672,53.2,106.4,59
186683,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,58.82,0,2478,1.660,53.2,106.4,59
186882,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,58.40,0,2449,1.660,53.2,106.4,57
187043,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,58.74,0,2435,1.656,53.2,106.4,57
187203,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,57.72,0,2405,1.648,53.2,106.4,57
187363,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,56.73,0,2399,1.640,53.2,106.4,57
187523,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,56.85,0,2369,1.636,53.2,106.4,57
187684,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,56.81,0,2346,1.632,53.2,106.4,57
187843,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,55.98,0,2331,1.624,53.2,106.4,54
188004,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,55.88,0,2311,1.616,53.2,106.4,54
188203,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,55.43,0,2279,1.604,53.2,106.4,54
188404,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,58.84,0,2265,1.876,53.2,106.4,54
188603,3.04,2.98,0.00,0.00,0.00,0.00,13.6,105.8,138.56,0,2255,3.212,53.2,106.4,54
188765,4.16,4.10,0.00,0.00,0.00,0.00,13.6,105.8,139.43,0,2231,3.904,53.2,106.4,54
188964,4.31,4.39,0.00,0.00,0.00,0.00,13.6,105.8,138.12,0,2242,4.116,53.2,106.4,50
189123,4.31,4.39,0.00,0.00,0.00,0.00,13.6,105.8,161.76,0,2249,4.584,53.2,106.4,50
189285,4.31,4.39,0.00,0.00,0.00,0.00,13.6,105.8,240.19,0,2278,6.412,54.0,106.4,50
189485,4.31,4.39,0.00,0.00,0.00,0.00,13.6,105.8,235.93,0,2266,7.144,54.0,106.4,50
189684,1.28,1.85,0.00,0.00,0.00,0.00,13.6,105.8,224.11,0,2274,6.984,54.0,106.4,50
189883,4.21,3.59,0.00,0.00,0.00,0.00,13.6,105.8,214.19,0,2295,6.888,54.0,106.4,50
190084,6.55,5.93,0.00,0.00,0.00,0.00,13.5,105.8,188.12,0,2303,6.496,54.0,106.4,50
190283,7.89,7.71,0.00,0.00,0.00,0.00,13.6,105.8,179.59,0,2312,6.076,54.0,106.4,50
190444,7.89,7.71,0.00,0.00,0.00,0.00,13.6,105.0,176.49,0,2329,5.788,54.0,106.4,50
190644,7.89,7.71,0.00,0.00,0.00,0.00,13.6,105.0,169.50,0,2343,5.400,54.0,106.4,50
190844,7.89,7.71,0.00,0.00,0.00,0.00,13.6,105.0,52.64,0,2321,3.624,54.0,106.4,52
191044,5.52,5.47,0.00,0.00,0.00,0.00,13.6,105.0,54.84,0,2329,2.500,54.0,106.4,52
191244,4.29,4.23,0.00,0.00,0.00,0.00,13.6,105.0,55.22,0,2288,2.100,54.0,106.4,52
191443,3.10,3.04,0.00,0.00,0.00,0.00,13.6,105.0,55.81,0,2289,1.908,54.0,106.4,52
191604,2.14,2.09,0.00,0.00,0.00,0.00,13.6,105.0,54.78,0,2281,1.816,54.0,106.4,52
191805,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.0,54.65,0,2261,1.636,53.2,106.4,52
192004,0.00,0.00,0.00,0.00,0.00,0.00,13.3,105.0,53.99,0,2237,1.608,53.2,106.4,52
192164,0.00,0.00,0.00,0.00,0.00,0.00,13.5,105.0,54.35,0,2222,1.600,53.2,106.4,52
192324,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.0,54.50,0,2191,1.584,54.0,106.4,52
192484,0.00,0.00,0.00,0.00,0.00,0.00,13.4,105.0,54.48,0,2166,1.576,54.0,106.4,52
192642,0.00,0.00,0.00,0.00,0.00,0.00,13.5,105.0,53.29,0,2162,1.724,54.0,106.4,52
192804,2.29,2.35,0.00,0.00,0.00,0.00,13.6,105.0,86.58,0,2149,2.328,54.0,106.4,49
192963,3.26,3.32,0.00,0.00,0.00,0.00,13.6,105.0,245.87,0,2197,5.436,54.0,106.4,49
193123,4.02,4.19,0.00,0.00,0.00,0.00,13.3,105.0,356.29,0,2132,9.156,54.0,106.4,49
193324,4.02,4.19,0.00,0.00,0.00,0.00,13.5,105.0,341.05,0,2158,10.704,54.0,106.4,49
193524,4.02,4.19,0.00,0.00,0.00,0.00,13.6,105.0,328.17,0,2192,10.764,54.0,106.4,49
193683,4.02,4.19,0.00,0.00,0.00,0.00,13.6,105.0,327.05,0,2225,10.600,54.0,106.4,49
193844,0.95,0.55,0.00,0.00,0.00,0.00,13.4,105.0,357.31,0,2258,10.916,54.0,106.4,49
194044,4.35,4.85,0.00,0.00,0.00,0.00,13.5,105.0,390.07,0,2307,12.504,54.0,106.4,49
194204,6.91,7.42,0.00,0.00,0.00,0.00,13.6,105.0,382.20,0,2329,12.816,54.0,106.4,49
194364,7.23,7.90,0.00,0.00,0.00,0.00,13.5,105.0,380.00,0,2368,12.712,53.2,106.4,49
194524,7.23,7.90,0.00,0.00,0.00,0.00,13.4,105.0,377.56,0,2398,12.588,53.2,106.4,49
194723,7.23,7.90,0.00,0.00,0.00,0.00,13.6,105.0,377.84,0,2433,12.608,53.2,106.4,49
194924,3.33,3.67,0.00,0.00,0.00,0.00,13.6,105.0,375.55,0,2459,12.072,51.8,106.4,53
195124,3.35,5.04,0.00,0.00,0.00,0.00,13.4,105.0,383.05,0,2505,12.104,51.8,106.4,53
195284,6.10,7.44,0.00,0.00,0.00,0.00,13.5,105.0,379.98,0,2540,12.352,51.0,106.4,53
195484,4.97,7.44,0.00,0.00,0.00,0.00,13.6,105.0,383.33,0,2583,12.232,51.0,106.4,53
195684,1.44,7.44,0.00,0.00,0.00,0.00,13.4,105.0,378.43,0,2620,11.792,51.0,106.4,53
195883,3.46,4.22,0.00,0.00,0.00,0.00,13.5,105.0,416.81,0,2662,12.748,49.5,106.4,57
196044,6.49,3.89,0.00,0.00,0.00,0.00,13.6,105.0,419.99,0,2708,13.644,49.5,106.4,57
196203,8.26,7.04,0.00,0.00,0.00,0.00,13.6,105.0,418.18,0,2733,13.916,49.5,106.4,57
196364,4.58,7.63,0.00,0.00,0.00,0.00,13.4,105.0,414.71,0,2776,13.360,48.8,106.4,57
196525,1.36,7.63,0.00,0.00,0.00,0.00,13.4,105.0,405.96,0,2805,12.856,48.8,106.4,57
196724,3.72,5.40,0.00,0.00,0.00,0.00,13.5,105.0,411.19,0,2847,13.164,48.8,106.4,57
196884,7.02,2.11,0.00,0.00,0.00,0.00,13.6,105.0,416.40,0,2878,13.604,48.0,106.4,61
197085,5.42,3.15,0.00,0.00,0.00,0.00,13.5,105.0,417.13,0,2913,13.452,48.0,106.4,61
197284,1.21,7.36,0.00,0.00,0.00,0.00,13.6,105.0,417.95,0,2967,12.876,47.2,106.4,61
197443,3.45,6.27,0.00,0.00,0.00,0.00,13.6,105.0,416.64,0,3003,13.224,47.2,106.4,61
197643,7.75,1.97,0.00,0.00,0.00,0.00,13.5,105.0,418.29,0,3041,13.796,47.2,106.4,61
197803,7.13,4.24,0.00,0.00,0.00,0.00,13.6,105.0,416.91,0,3071,13.736,45.8,106.4,67
197963,3.62,7.76,0.00,0.00,0.00,0.00,13.6,105.0,423.61,0,3111,13.240,45.8,106.4,67
198123,2.32,5.38,0.00,0.00,0.00,0.00,13.6,105.0,413.16,0,3146,13.020,45.8,106.4,67
198284,5.89,1.81,0.00,0.00,0.00,0.00,13.5,105.0,383.64,0,3178,12.908,45.0,106.4,67
198484,4.57,-0.13,0.00,0.00,0.00,0.00,13.5,105.0,372.10,0,3232,11.904,45.0,106.4,67
198683,1.95,4.00,0.00,0.00,0.00,0.00,13.5,105.0,364.89,0,3250,11.252,45.0,106.4,67
198844,4.56,6.35,0.00,0.00,0.00,0.00,13.6,105.0,168.19,0,3253,7.936,45.0,106.4,71
199043,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.0,68.78,0,3270,2.740,45.0,106.4,71
199243,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.0,71.39,0,3015,2.076,45.0,106.4,71
199443,2.04,0.00,0.00,0.00,0.00,0.00,13.6,105.0,78.74,0,2857,2.580,44.2,106.4,71
199603,3.07,2.81,0.00,0.00,0.00,0.00,13.5,105.0,228.77,0,2683,5.436,44.2,106.4,71
199765,3.07,2.81,0.00,0.00,0.00,0.00,13.6,105.0,343.53,0,2482,8.860,44.2,106.4,71
199963,3.07,2.81,0.00,0.00,0.00,0.00,13.6,105.0,311.03,0,2402,9.960,44.2,106.4,73
200124,3.07,2.81,0.00,0.00,0.00,0.00,13.6,105.0,296.32,0,2390,9.480,44.2,106.4,73
200284,3.07,2.81,0.00,0.00,0.00,0.00,13.6,105.0,262.08,0,2395,8.708,44.2,106.4,73
200445,-0.12,-0.66,0.00,0.00,0.00,0.00,13.6,105.0,223.70,0,2396,7.576,44.2,106.4,73
200644,0.04,-0.00,0.00,0.00,0.00,0.00,13.6,105.0,190.67,0,2396,6.560,44.2,106.4,73
200844,2.30,2.14,0.00,0.00,0.00,0.00,13.6,105.0,151.25,0,2396,5.668,45.0,106.4,73
201003,2.30,2.14,0.00,0.00,0.00,0.00,13.6,105.0,133.26,0,2386,4.900,45.0,106.4,73
201164,2.30,2.14,0.00,0.00,0.00,0.00,13.6,105.0,127.18,0,2391,4.328,45.0,106.4,73
201363,2.30,2.14,0.00,0.00,0.00,0.00,13.6,105.0,127.18,0,2391,3.928,45.0,106.4,73
201524,2.30,2.14,0.00,0.00,0.00,0.00,13.6,105.0,127.46,0,2386,3.844,45.0,106.4,73
201725,-0.53,3.05,0.00,0.00,0.00,0.00,13.6,105.0,127.88,0,2378,3.724,45.0,106.4,73
201923,2.50,4.69,0.00,0.00,0.00,0.00,13.6,105.0,127.67,0,2371,3.828,45.0,106.4,73
202123,4.15,5.77,0.00,0.00,0.00,0.00,13.6,105.0,129.49,0,2359,3.936,45.0,106.4,73
202283,4.65,5.77,0.00,0.00,0.00,0.00,13.6,105.0,198.21,0,2361,5.324,45.0,106.4,73
202444,4.65,5.77,0.00,0.00,0.00,0.00,13.6,105.0,222.54,0,2365,6.224,45.0,106.4,73
202643,4.65,5.77,0.00,0.00,0.00,0.00,13.6,105.0,347.18,0,2384,9.544,45.0,106.4,73
202844,4.65,5.77,0.00,0.00,0.00,0.00,13.5,105.0,329.38,0,2382,10.332,45.8,106.4,72
203045,2.22,1.67,0.00,0.00,0.00,0.00,13.5,105.0,320.54,0,2400,10.020,45.8,106.4,72
203245,4.32,4.08,0.00,0.00,0.00,0.00,13.6,105.0,316.35,0,2410,10.160,45.8,106.4,72
203444,7.34,6.95,0.00,0.00,0.00,0.00,13.5,105.0,322.53,0,2424,10.400,46.5,106.4,72
203604,8.25,6.95,0.00,0.00,0.00,0.00,13.6,105.0,322.66,0,2436,10.536,46.5,106.4,72
203804,8.25,6.95,0.00,0.00,0.00,0.00,13.6,105.0,319.76,0,2458,10.452,45.8,106.4,73
203964,8.25,6.95,0.00,0.00,0.00,0.00,13.6,105.0,316.24,0,2459,10.364,45.8,106.4,73
204165,6.15,3.45,0.00,0.00,0.00,0.00,13.6,105.0,314.08,0,2476,10.156,45.8,106.4,73
204364,3.04,6.15,0.00,0.00,0.00,0.00,13.5,105.0,313.17,0,2492,9.820,45.8,106.4,73
204563,6.05,8.17,0.00,0.00,0.00,0.00,13.6,105.0,312.96,0,2507,10.096,45.8,106.4,73
204764,7.44,8.17,0.00,0.00,0.00,0.00,13.6,105.0,314.42,0,2513,10.116,45.8,106.4,73
204963,3.04,8.17,0.00,0.00,0.00,0.00,13.6,105.0,307.68,0,2532,9.612,45.8,106.4,76
205163,4.56,5.61,0.00,0.00,0.00,0.00,13.6,105.0,305.01,0,2545,9.660,45.8,106.4,76
205324,7.05,3.12,0.00,0.00,0.00,0.00,13.5,105.0,306.34,0,2552,9.808,45.8,106.4,76
205484,7.67,5.20,0.00,0.00,0.00,0.00,13.6,105.0,298.78,0,2561,9.772,45.8,106.4,76
205684,2.93,7.38,0.00,0.00,0.00,0.00,13.6,105.0,292.63,0,2572,9.096,45.8,106.4,76
205844,4.39,3.68,0.00,0.00,0.00,0.00,13.6,105.0,292.70,0,2581,9.116,45.8,106.4,78
206045,7.47,5.74,0.00,0.00,0.00,0.00,13.6,105.0,288.25,0,2587,9.152,45.8,106.4,78
206246,4.47,5.31,0.00,0.00,0.00,0.00,13.6,105.0,274.54,0,2605,8.724,45.8,106.4,78
206443,3.52,2.24,0.00,0.00,0.00,0.00,13.6,105.8,262.40,0,2609,8.360,45.8,106.4,78
206644,5.30,3.42,0.00,0.00,0.00,0.00,13.6,105.8,50.64,0,2796,4.016,45.8,106.4,78
206843,0.00,0.00,0.00,0.00,0.00,0.00,13.5,105.8,65.24,0,2639,2.160,45.8,106.4,79
207004,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,62.36,0,2427,2.096,45.8,106.4,79
207204,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,57.23,0,2159,2.040,45.8,106.4,79
207406,0.46,2.43,0.00,0.00,0.00,0.00,13.6,105.8,164.35,0,2070,3.364,45.0,106.4,79
207605,1.51,3.57,0.00,0.00,0.00,0.00,13.6,105.8,311.85,0,2084,7.488,45.0,106.4,79
207804,1.51,3.57,0.00,0.00,0.00,0.00,13.5,105.8,299.56,0,2100,9.024,45.0,106.4,78
208004,1.51,3.57,0.00,0.00,0.00,0.00,13.6,105.8,277.46,0,2102,8.736,45.0,106.4,78
208204,1.51,3.57,0.00,0.00,0.00,0.00,13.6,105.8,245.02,0,2097,8.120,45.0,106.4,78
208405,-1.27,0.32,0.00,0.00,0.00,0.00,13.6,105.8,197.05,0,2100,6.672,45.8,106.4,78
208604,0.07,-1.92,0.00,0.00,0.00,0.00,13.6,105.8,181.22,0,2092,6.100,45.8,106.4,78
208804,2.18,0.73,0.00,0.00,0.00,0.00,13.6,105.8,179.23,0,2092,5.856,45.8,106.4,78
209004,4.15,2.70,0.00,0.00,0.00,0.00,13.5,105.8,155.26,0,2084,5.360,45.8,106.4,78
209163,4.88,4.15,0.00,0.00,0.00,0.00,13.6,105.8,148.73,0,2082,4.932,45.8,106.4,78
209325,4.88,4.40,0.00,0.00,0.00,0.00,13.6,105.8,143.33,0,2083,4.628,45.8,106.4,78
209525,4.88,4.40,0.00,0.00,0.00,0.00,13.6,105.8,138.39,0,2077,4.384,45.8,106.4,78
209725,4.88,4.40,0.00,0.00,0.00,0.00,13.6,105.8,138.18,0,2070,4.288,45.8,106.4,78
209923,4.88,4.40,0.00,0.00,0.00,0.00,13.5,105.8,137.65,0,2068,4.224,45.8,106.4,77
210085,1.71,4.77,0.00,0.00,0.00,0.00,13.6,105.8,136.36,0,2057,4.156,45.8,106.4,77
210283,4.76,6.18,0.00,0.00,0.00,0.00,13.6,105.8,138.86,0,2050,4.256,45.8,106.4,77
210445,5.82,6.47,0.00,0.00,0.00,0.00,13.6,105.8,190.07,0,2053,4.844,45.8,106.4,77
210644,5.82,6.47,0.00,0.00,0.00,0.00,13.6,105.8,396.00,0,2062,10.116,45.8,106.4,77
210804,5.82,6.47,0.00,0.00,0.00,0.00,13.6,105.8,326.16,0,2065,10.740,46.5,106.4,77
211005,5.82,6.47,0.00,0.00,0.00,0.00,13.6,105.8,309.03,0,2067,10.388,46.5,106.4,77
211205,5.82,4.10,0.00,0.00,0.00,0.00,13.6,105.8,280.00,0,2078,9.492,46.5,106.4,77
211363,2.26,1.98,0.00,0.00,0.00,0.00,13.6,105.8,324.78,0,2078,9.620,46.5,106.4,77
211563,5.01,5.31,0.00,0.00,0.00,0.00,13.6,105.8,414.29,0,2095,12.712,46.5,106.4,77
211724,7.43,7.74,0.00,0.00,0.00,0.00,13.6,105.8,414.62,0,2100,13.688,46.5,106.4,77
211923,7.59,8.68,0.00,0.00,0.00,0.00,13.6,105.8,406.51,0,2118,13.900,46.5,106.4,78
212084,7.59,8.68,0.00,0.00,0.00,0.00,13.5,105.8,408.86,0,2116,13.756,46.5,106.4,78
212284,5.55,8.68,0.00,0.00,0.00,0.00,13.6,105.8,409.12,0,2135,13.460,45.8,106.4,78
212484,2.34,4.08,0.00,0.00,0.00,0.00,13.6,105.8,405.20,0,2142,12.956,45.8,106.4,78
212684,1.19,4.52,0.00,0.00,0.00,0.00,13.6,105.8,401.25,0,2163,12.696,45.8,106.4,78
212845,3.75,7.09,0.00,0.00,0.00,0.00,13.6,105.8,394.39,0,2169,12.828,45.8,106.4,80
213043,3.55,4.85,0.00,0.00,0.00,0.00,13.6,105.8,375.08,0,2177,12.432,45.8,106.4,80
213205,1.12,2.42,0.00,0.00,0.00,0.00,13.6,105.8,355.78,0,2178,11.464,45.8,106.4,80
213404,-1.82,-0.52,0.00,0.00,0.00,0.00,13.6,105.8,309.23,0,2187,9.800,45.0,106.4,80
213604,2.26,3.25,0.00,0.00,0.00,0.00,13.6,105.8,266.68,0,2187,8.904,45.0,106.4,80
213765,4.40,5.38,0.00,0.00,0.00,0.00,13.6,105.8,251.80,0,2195,8.504,45.0,106.4,80
213964,5.84,2.87,0.00,0.00,0.00,0.00,13.6,105.8,199.55,0,2192,7.308,45.0,106.4,81
214164,2.18,0.61,0.00,0.00,0.00,0.00,13.6,105.8,110.53,0,2186,5.072,45.0,106.4,81
214324,0.66,-0.91,0.00,0.00,0.00,0.00,13.6,105.8,70.80,0,2177,3.700,45.0,106.4,81
214524,-0.74,-2.31,0.00,0.00,0.00,0.00,13.6,105.8,60.90,0,2166,2.620,45.0,106.4,81
214684,-1.71,-3.28,0.00,0.00,0.00,0.00,13.6,105.8,65.01,0,2157,2.488,45.0,106.4,81
214883,-2.94,-4.52,0.00,0.00,0.00,0.00,13.6,105.8,221.90,0,2159,4.568,44.2,106.4,81
215044,-4.48,-6.05,0.00,0.00,0.00,0.00,13.6,105.8,242.14,0,2162,6.108,44.2,106.4,81
215245,-6.73,-6.29,0.00,0.00,0.00,0.00,13.6,105.8,228.96,0,2153,6.144,44.2,106.4,81
215444,-4.03,-4.00,0.00,0.00,0.00,0.00,13.6,105.8,225.53,0,2149,6.404,45.0,106.4,81
215646,-1.74,-1.71,0.00,0.00,0.00,0.00,13.6,105.8,222.28,0,2149,6.532,45.0,106.4,81
215844,0.54,0.57,0.00,0.00,0.00,0.00,13.6,105.8,195.97,0,2147,6.344,45.0,107.2,80
216045,2.71,2.74,0.00,0.00,0.00,0.00,13.6,105.8,186.54,0,2144,6.196,45.0,107.2,80
216244,4.81,4.84,0.00,0.00,0.00,0.00,13.6,105.8,190.69,0,2141,6.072,45.0,107.2,80
216445,6.62,6.04,0.00,0.00,0.00,0.00,13.6,105.8,190.22,0,2139,5.984,45.8,106.4,80
216645,4.14,2.56,0.00,0.00,0.00,0.00,13.6,105.8,187.49,0,2133,5.820,45.8,106.4,80
216843,2.15,3.60,0.00,0.00,0.00,0.00,13.6,105.8,146.17,0,2128,5.344,45.8,107.2,80
217004,0.68,4.25,0.00,0.00,0.00,0.00,13.6,105.8,129.26,0,2127,4.700,45.8,107.2,80
217164,-0.63,1.31,0.00,0.00,0.00,0.00,13.6,105.8,128.50,0,2118,4.244,45.8,107.2,80
217324,-1.84,0.11,0.00,0.00,0.00,0.00,13.6,105.8,127.50,0,2113,3.888,45.8,106.4,80
217524,-0.09,0.88,0.00,0.00,0.00,0.00,13.6,106.5,127.97,0,2105,3.792,45.8,106.4,80
217724,1.28,2.25,0.00,0.00,0.00,0.00,13.6,106.5,126.42,0,2098,3.800,45.8,106.4,80
217924,2.66,3.63,0.00,0.00,0.00,0.00,13.6,106.5,125.81,0,2086,3.856,45.8,107.2,79
218085,3.76,4.73,0.00,0.00,0.00,0.00,13.6,106.5,124.89,0,2079,3.832,45.8,107.2,79
218285,5.13,5.69,0.00,0.00,0.00,0.00,13.6,106.5,125.32,0,2072,3.872,46.5,107.2,79
218485,2.85,2.72,0.00,0.00,0.00,0.00,13.6,106.5,173.16,0,2061,4.472,46.5,107.2,79
218685,0.92,0.79,0.00,0.00,0.00,0.00,13.6,106.5,299.10,0,2066,7.792,46.5,107.2,79
218885,-1.57,-1.70,0.00,0.00,0.00,0.00,13.6,106.5,265.49,0,2066,7.868,46.5,106.4,77
219085,-0.61,0.47,0.00,0.00,0.00,0.00,13.6,106.5,215.29,0,2064,7.320,46.5,106.4,77
219284,1.64,2.72,0.00,0.00,0.00,0.00,13.6,106.5,198.00,0,2055,6.728,47.2,107.2,77
219444,3.35,4.42,0.00,0.00,0.00,0.00,13.6,106.5,195.29,0,2055,6.392,47.2,107.2,77
219604,5.03,4.74,0.00,0.00,0.00,0.00,13.6,106.5,191.11,0,2049,6.304,47.2,107.2,77
219764,6.64,1.15,0.00,0.00,0.00,0.00,13.6,106.5,188.72,0,2053,6.152,47.2,107.2,77
219924,7.22,4.18,0.00,0.00,0.00,0.00,13.6,106.5,188.10,0,2045,6.000,47.2,106.4,77
220084,4.53,5.72,0.00,0.00,0.00,0.00,13.6,106.5,180.12,0,2043,5.736,47.2,106.4,77
220284,2.66,7.59,0.00,0.00,0.00,0.00,13.6,106.5,178.44,0,2039,5.548,47.2,107.2,77
