Time (msec),* Battery voltage (V),* Coolant Temperature (°C),* Electric fan (%),* Engine Load (mg/stroke),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Ignition Angle (° CRK),* Intake Air Temperature (°C),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Mass Airflow (kg/h),* Oil Temperature (°C),* Vehicle Speed (km/h),** Lambda Additive Adaptation - Bank 1 (ms),** Lambda Additive Adaptation - Bank 2 (ms),** Lambda Multiplicative Adaptation - Bank 1 (%),** Lambda Multiplicative Adaptation - Bank 2 (%)
186565,13.6,102.8,0,108.30,2513,3.324,26.25,52.5,4.62,3.98,49.00,105.6,78,0.00,0.00,-0.00,0.00
186726,13.6,102.8,0,108.56,2507,3.360,26.25,53.2,5.86,7.14,49.00,105.6,77,0.00,0.00,-0.00,0.00
186926,13.6,102.8,0,109.93,2501,3.328,26.25,53.2,4.23,8.47,49.50,105.6,77,0.00,0.00,-0.00,0.00
187125,13.7,102.8,0,109.95,2488,3.296,26.25,53.2,2.67,5.98,49.25,105.6,77,0.00,0.00,-0.00,0.00
187285,13.6,102.8,0,109.43,2487,3.400,26.25,53.2,5.53,4.73,49.00,105.6,77,0.00,0.00,-0.00,0.00
187484,13.6,102.8,0,109.91,2476,3.344,26.25,53.2,3.90,5.41,49.00,105.6,77,0.00,0.00,-0.00,0.00
187646,13.6,102.8,0,109.06,2470,3.300,26.25,53.2,2.65,6.66,48.50,105.6,77,0.00,0.00,-0.00,0.00
187846,13.6,103.5,0,108.49,2470,3.300,26.25,53.2,3.64,8.21,48.25,105.6,76,0.00,0.00,-0.00,0.00
188047,13.6,103.5,0,110.72,2458,3.384,26.25,53.2,5.20,9.46,49.00,105.6,76,0.00,0.00,-0.00,0.00
188245,13.6,103.5,0,108.64,2454,3.440,26.25,54.0,6.75,6.89,48.00,105.6,76,0.00,0.00,-0.00,0.00
188405,13.6,103.5,0,110.53,2450,3.380,26.25,54.0,4.42,5.65,48.75,105.6,76,0.00,0.00,-0.00,0.00
188565,13.6,103.5,0,110.12,2446,3.344,26.25,54.0,3.18,4.40,48.50,105.6,76,0.00,0.00,-0.00,0.00
188725,13.6,103.5,0,110.97,2440,3.312,26.25,54.0,1.94,7.10,48.75,105.6,75,0.00,0.00,-0.00,0.00
188885,13.6,103.5,0,111.21,2435,3.400,26.25,54.0,4.92,7.86,48.75,105.6,75,0.00,0.00,-0.00,0.00
189045,13.6,103.5,0,110.68,2434,3.432,26.25,54.0,6.09,5.54,48.50,105.6,75,0.00,0.00,-0.00,0.00
189245,13.6,103.5,0,110.99,2427,3.436,26.25,54.0,6.53,4.07,48.50,105.6,75,0.00,0.00,-0.00,0.00
189445,13.6,103.5,0,112.03,2417,3.340,26.25,54.0,3.11,7.46,48.75,105.6,75,0.00,0.00,-0.00,0.00
189604,13.6,103.5,0,110.89,2417,3.424,26.25,54.0,5.18,8.64,48.25,105.6,75,0.00,0.00,-0.00,0.00
189766,13.6,103.5,0,111.63,2413,3.472,26.25,54.8,6.35,8.78,48.50,105.6,74,0.00,0.00,-0.00,0.00
189965,13.6,103.5,0,110.76,2407,3.496,26.25,54.8,6.72,5.58,48.00,105.6,74,0.00,0.00,-0.00,0.00
190166,13.6,103.5,0,111.57,2402,3.364,26.25,54.8,3.22,4.12,48.25,105.6,74,0.00,0.00,-0.00,0.00
190364,13.6,103.5,0,112.43,2396,3.392,26.25,54.8,4.13,6.48,48.50,105.6,74,0.00,0.00,-0.00,0.00
190526,13.6,103.5,0,110.29,2392,3.428,26.25,54.8,5.30,7.65,47.50,105.6,74,0.00,0.00,-0.00,0.00
190725,13.6,103.5,0,109.95,2387,3.436,26.25,54.8,6.76,9.05,47.25,105.6,73,0.00,0.00,-0.00,0.00
190924,13.6,103.5,0,105.42,2384,3.372,26.25,54.8,7.13,6.80,45.25,105.6,73,0.00,0.00,-0.00,0.00
191126,13.6,103.5,0,95.46,2371,3.024,26.25,54.8,3.71,5.33,40.75,105.6,73,0.00,0.00,-0.00,0.00
191324,13.6,103.5,0,89.13,2368,2.904,25.50,54.8,5.08,6.84,38.00,105.6,73,0.00,0.00,-0.00,0.00
191525,13.6,103.5,0,81.71,2362,2.692,25.12,54.8,6.39,8.15,34.75,105.6,73,0.00,0.00,-0.00,0.00
191725,13.6,103.5,0,57.95,2348,2.312,19.88,54.8,3.98,8.79,24.50,105.6,72,0.00,0.00,-0.00,0.00
191887,13.6,103.5,0,57.04,2337,2.068,15.38,54.8,3.02,6.44,24.00,105.6,72,0.00,0.00,-0.00,0.00
192085,13.6,103.5,0,55.39,2331,1.828,10.12,54.8,1.83,5.25,23.25,105.6,72,0.00,0.00,-0.00,0.00
192287,13.6,103.5,0,56.85,2320,1.728,4.88,54.8,0.64,4.06,23.75,105.6,72,0.00,0.00,-0.00,0.00
192485,13.6,103.5,0,56.22,2297,1.688,-0.75,54.8,-0.55,5.12,23.25,105.6,72,0.00,0.00,-0.00,0.00
192644,13.6,103.5,0,55.98,2282,1.596,-1.88,54.8,0.00,0.00,23.00,105.6,72,0.00,0.00,-0.00,0.00
192805,13.6,103.5,0,55.69,2269,1.588,-1.88,55.5,0.00,0.00,22.75,105.6,71,0.00,0.00,-0.00,0.00
192966,13.6,103.5,0,54.80,2255,1.576,-1.88,55.5,0.00,0.00,22.25,105.6,71,0.00,0.00,-0.00,0.00
193166,13.6,103.5,0,55.14,2241,1.572,-1.88,55.5,0.00,0.00,22.25,105.6,71,0.00,0.00,-0.00,0.00
193366,13.6,103.5,0,58.74,2222,1.724,-2.25,55.5,0.00,0.00,23.50,105.6,71,0.00,0.00,-0.00,0.00
193565,13.6,103.5,0,100.65,2221,2.400,15.00,55.5,2.84,0.77,40.25,105.6,71,0.00,0.00,-0.00,0.00
193726,13.6,103.5,0,221.48,2232,5.076,22.88,55.5,3.84,1.77,89.00,105.6,68,0.00,0.00,-0.00,0.00
193925,13.6,103.5,0,261.51,2209,7.552,13.50,55.5,4.47,2.50,104.00,105.6,68,0.00,0.00,-0.00,0.00
194126,13.5,103.5,0,244.91,2217,7.820,19.88,55.5,4.47,2.50,97.75,105.6,68,0.00,0.00,-0.00,0.00
194324,13.5,103.5,0,233.94,2220,7.452,20.25,56.2,4.47,2.50,93.50,105.6,68,0.00,0.00,-0.00,0.00
194485,13.5,103.5,0,231.23,2222,7.336,20.62,56.2,4.47,2.50,92.50,105.6,68,0.00,0.00,-0.00,0.00
194645,13.6,103.5,0,228.43,2231,7.260,21.00,56.2,5.30,3.69,91.75,105.6,68,0.00,0.00,-0.00,0.00
194804,13.5,103.5,0,218.09,2235,7.148,21.38,56.2,7.21,5.59,87.75,105.6,68,0.00,0.00,-0.00,0.00
195005,13.5,103.5,0,209.63,2239,6.884,21.75,56.2,9.56,7.95,84.50,105.6,68,0.00,0.00,-0.00,0.00
195166,13.6,103.5,0,206.60,2245,6.900,22.12,56.2,10.59,9.78,83.50,105.6,68,0.00,0.00,-0.00,0.00
195365,13.6,103.5,0,201.45,2254,6.708,23.25,56.2,10.59,10.12,81.75,105.6,68,0.00,0.00,-0.00,0.00
195565,13.5,103.5,0,201.20,2257,6.632,23.25,56.2,10.59,10.12,81.75,105.6,68,0.00,0.00,-0.00,0.00
195765,13.5,103.5,0,199.78,2259,6.572,23.25,56.2,10.59,10.12,81.25,106.4,68,0.00,0.00,-0.00,0.00
195965,13.6,103.5,0,198.21,2263,6.384,23.62,56.2,7.81,10.12,80.75,106.4,68,0.00,0.00,-0.00,0.00
196166,13.6,103.5,0,172.89,2265,5.884,24.00,56.2,5.61,5.89,70.50,106.4,68,0.00,0.00,-0.00,0.00
196364,13.6,104.2,0,46.81,2254,3.756,22.12,55.5,3.55,3.84,19.00,105.6,68,0.00,0.00,-0.00,0.00
196525,13.6,104.2,0,56.28,2245,2.568,17.62,55.5,2.37,2.65,22.75,105.6,68,0.00,0.00,-0.00,0.00
196685,13.6,104.2,0,53.89,2242,2.276,13.12,55.5,3.93,4.22,21.75,105.6,68,0.00,0.00,-0.00,0.00
196845,13.6,104.2,0,54.73,2207,2.060,8.62,55.5,4.61,5.11,21.75,105.6,69,0.00,0.00,-0.00,0.00
197005,13.6,104.2,0,54.33,2223,1.944,4.12,55.5,4.61,5.22,21.75,105.6,69,0.00,0.00,-0.00,0.00
197166,13.6,104.2,0,54.46,2218,1.860,-0.38,55.5,4.61,5.22,21.75,105.6,69,0.00,0.00,-0.00,0.00
197365,13.6,104.2,0,54.39,2195,1.624,-2.25,55.5,0.00,0.00,21.50,105.6,69,0.00,0.00,-0.00,0.00
197566,13.6,104.2,0,53.93,2188,1.596,-2.25,55.5,0.00,0.00,21.25,105.6,69,0.00,0.00,-0.00,0.00
197765,13.6,104.2,0,54.35,2171,1.576,-2.25,55.5,0.00,0.00,21.25,105.6,67,0.00,0.00,-0.00,0.00
197966,13.6,104.2,0,53.57,2151,1.552,-2.25,55.5,0.00,0.00,20.75,105.6,67,0.00,0.00,-0.00,0.00
198164,13.6,104.2,0,53.23,2139,1.548,-2.62,55.5,0.00,0.00,20.50,105.6,67,0.00,0.00,-0.00,0.00
198365,13.6,104.2,0,53.61,2124,1.532,-2.62,55.5,0.00,0.00,20.50,105.6,67,0.00,0.00,-0.00,0.00
198526,13.6,104.2,0,53.50,2102,1.540,-2.62,55.5,0.00,0.00,20.25,105.6,67,0.00,0.00,-0.00,0.00
198726,13.6,104.2,0,53.76,2092,1.528,-2.62,55.5,0.00,0.00,20.25,106.4,65,0.00,0.00,-0.00,0.00
198926,13.6,104.2,0,52.74,2080,1.528,-2.62,55.5,0.00,0.00,19.75,106.4,65,0.00,0.00,-0.00,0.00
199126,13.6,104.2,0,51.79,2064,1.516,-3.00,55.5,0.00,0.00,19.25,106.4,65,0.00,0.00,-0.00,0.00
199326,13.6,104.2,0,52.38,2041,1.516,-3.00,55.5,0.00,0.00,19.25,106.4,65,0.00,0.00,-0.00,0.00
199525,13.6,104.2,0,52.78,2025,1.512,-3.00,55.5,0.00,0.00,19.25,106.4,65,0.00,0.00,-0.00,0.00
199686,13.6,104.2,0,53.78,1988,1.508,-3.38,55.5,0.00,0.00,19.25,106.4,65,0.00,0.00,-0.00,0.00
199885,13.5,104.2,0,51.70,1987,1.500,-3.38,55.5,0.00,0.00,18.50,105.6,62,0.00,0.00,-0.00,0.00
200045,13.6,104.2,0,51.32,1975,1.488,-3.38,55.5,0.00,0.00,18.25,105.6,62,0.00,0.00,-0.00,0.00
200206,13.5,104.2,0,51.47,1969,1.484,-3.38,55.5,0.00,0.00,18.25,105.6,62,0.00,0.00,-0.00,0.00
200406,13.6,104.2,0,50.47,1953,1.476,-3.38,55.5,0.00,0.00,17.75,105.6,62,0.00,0.00,-0.00,0.00
200605,13.6,104.2,0,73.00,1940,2.408,-1.50,55.5,0.00,0.00,25.50,105.6,62,0.00,0.00,-0.00,0.00
200765,13.5,104.2,0,336.07,2004,6.328,10.50,56.2,0.88,0.82,121.25,106.4,60,0.00,0.00,-0.00,0.00
200924,13.6,104.2,0,298.99,1960,8.892,13.88,56.2,1.78,1.62,105.50,106.4,60,0.00,0.00,-0.00,0.00
201085,13.6,104.2,0,244.89,1945,8.472,19.12,56.2,1.78,1.62,85.75,106.4,60,0.00,0.00,-0.00,0.00
201246,13.6,104.2,0,190.03,1951,6.960,19.88,56.2,1.78,1.62,66.75,106.4,60,0.00,0.00,-0.00,0.00
201406,13.5,104.2,0,40.83,1938,4.388,16.88,56.2,1.78,1.62,14.25,106.4,60,0.00,0.00,-0.00,0.00
201605,13.6,104.2,0,47.36,1935,2.828,11.25,56.2,1.78,-0.83,16.50,106.4,60,0.00,0.00,-0.00,0.00
201805,13.5,104.2,0,48.23,1900,2.292,6.00,56.2,1.35,0.60,16.50,106.4,59,0.00,0.00,-0.00,0.00
201965,13.6,104.2,0,50.83,1912,2.044,1.50,56.2,2.12,1.37,17.50,106.4,59,0.00,0.00,-0.00,0.00
202125,13.6,104.2,0,49.67,1901,1.912,-1.12,56.2,2.49,2.10,17.00,106.4,59,0.00,0.00,-0.00,0.00
202287,13.6,104.2,0,86.09,1903,2.416,10.88,55.5,2.49,2.15,29.50,106.4,59,0.00,0.00,-0.00,0.00
202485,13.6,104.2,0,277.74,1955,6.348,16.50,55.5,2.49,2.15,97.75,106.4,59,0.00,0.00,-0.00,0.00
202646,13.6,104.2,0,327.34,1926,9.112,15.00,55.5,2.49,2.15,113.50,106.4,59,0.00,0.00,-0.00,0.00
202846,13.5,104.2,0,294.82,1903,9.596,15.75,56.2,2.49,2.15,101.00,106.4,58,0.00,0.00,-0.00,0.00
203046,13.6,104.2,0,283.84,1908,9.124,14.62,56.2,2.49,2.15,97.50,106.4,58,0.00,0.00,-0.00,0.00
203244,13.6,104.2,0,276.59,1938,8.624,15.38,56.2,1.09,2.62,96.50,106.4,58,0.00,0.00,-0.00,0.00
203446,13.6,104.2,0,226.54,1937,8.060,18.75,56.2,3.46,4.99,79.00,106.4,58,0.00,0.00,-0.00,0.00
203646,13.6,104.2,0,134.28,1944,5.920,20.62,56.2,5.65,7.18,47.00,106.4,58,0.00,0.00,-0.00,0.00
203845,13.6,104.2,0,58.46,1924,3.684,14.25,56.2,7.31,8.54,20.25,106.4,59,0.00,0.00,-0.00,0.00
204006,13.5,104.2,0,49.58,1932,2.764,9.75,56.2,7.31,8.54,17.25,106.4,59,0.00,0.00,-0.00,0.00
204167,13.5,104.2,0,48.82,1905,2.384,5.62,56.2,7.31,8.54,16.75,106.4,59,0.00,0.00,-0.00,0.00
204365,13.3,104.2,0,48.08,1906,2.052,-0.38,55.5,7.31,8.54,16.50,106.4,59,0.00,0.00,-0.00,0.00
204567,13.5,104.2,0,48.33,1896,1.664,-3.75,55.5,0.00,0.00,16.50,106.4,59,0.00,0.00,-0.00,0.00
204765,13.6,104.2,0,48.46,1891,1.604,-3.75,54.8,0.00,0.00,16.50,106.4,59,0.00,0.00,-0.00,0.00
204927,13.5,104.2,0,47.55,1869,1.528,-3.75,54.8,0.00,0.00,16.00,106.4,59,0.00,0.00,-0.00,0.00
205125,13.6,104.2,0,47.17,1854,1.464,-4.12,54.8,0.00,0.00,15.75,106.4,59,0.00,0.00,-0.00,0.00
205326,13.6,104.2,0,50.73,1834,1.496,-6.75,54.8,0.00,0.00,16.75,106.4,59,0.00,0.00,-0.00,0.00
205526,13.4,104.2,0,67.21,1818,1.764,8.62,54.8,0.60,0.64,22.00,106.4,59,0.00,0.00,-0.00,0.00
205725,13.3,104.2,0,193.61,1829,4.144,22.88,54.8,1.52,1.56,63.75,106.4,57,0.00,0.00,-0.00,0.00
205886,13.5,104.2,0,367.48,1795,8.096,10.12,54.8,2.61,2.65,118.75,106.4,57,0.00,0.00,-0.00,0.00
206085,13.5,104.2,0,389.90,1820,11.604,12.38,54.8,2.89,2.93,127.75,106.4,57,0.00,0.00,-0.00,0.00
206285,13.3,104.2,0,344.34,1839,11.488,12.38,55.5,2.89,2.93,114.00,106.4,57,0.00,0.00,-0.00,0.00
206445,13.4,104.2,0,342.09,1847,11.212,12.75,55.5,2.89,2.93,113.75,106.4,57,0.00,0.00,-0.00,0.00
206606,13.5,104.2,0,344.55,1862,11.160,13.12,55.5,2.89,2.72,115.50,106.4,57,0.00,0.00,-0.00,0.00
206766,13.4,104.2,0,366.76,1878,11.604,13.12,55.5,4.17,4.78,124.00,106.4,56,0.00,0.00,-0.00,0.00
206925,13.3,104.2,0,371.10,1886,12.272,12.75,55.5,6.26,6.87,126.00,106.4,56,0.00,0.00,-0.00,0.00
207085,13.4,104.2,0,366.86,1904,12.512,12.75,55.5,7.72,8.73,125.75,106.4,56,0.00,0.00,-0.00,0.00
207286,13.6,104.2,0,370.06,1925,12.484,13.50,54.8,7.72,8.73,128.25,106.4,56,0.00,0.00,-0.00,0.00
207446,13.4,104.2,0,367.58,1938,12.456,13.12,54.8,7.72,8.73,128.25,106.4,56,0.00,0.00,-0.00,0.00
207645,13.4,104.2,0,374.77,1949,12.500,13.50,54.8,7.72,8.73,131.50,106.4,56,0.00,0.00,-0.00,0.00
207805,13.5,104.2,0,372.18,1970,12.048,13.50,54.0,3.75,5.03,132.00,106.4,59,0.00,0.00,-0.00,0.00
208006,13.5,104.2,0,36.76,2039,6.364,10.88,54.0,3.08,4.73,13.50,106.4,59,0.00,0.00,-0.00,0.00
208205,13.5,104.2,0,47.25,2204,4.088,-3.00,54.0,0.00,0.00,18.75,106.4,59,0.00,0.00,-0.00,0.00
208365,13.6,104.2,0,413.23,2302,6.980,0.75,52.5,0.00,0.00,171.25,106.4,59,0.00,0.00,-0.00,0.00
208565,13.5,104.2,0,402.72,2962,12.396,17.25,52.5,0.00,0.00,214.75,106.4,59,0.00,0.00,-0.00,0.00
208726,13.4,104.2,0,408.84,2612,12.540,17.25,51.8,0.00,0.00,192.25,106.4,59,0.00,0.00,-0.00,0.00
208926,13.5,104.2,0,412.59,2696,12.952,17.25,51.8,2.92,0.00,200.25,106.4,59,0.00,0.00,-0.00,0.00
209126,13.5,104.2,0,411.53,2767,13.452,17.25,51.8,6.84,0.00,205.00,106.4,59,0.00,0.00,-0.00,0.00
209326,13.4,104.2,0,410.05,2821,13.564,17.25,51.0,8.02,1.38,208.25,106.4,59,0.00,0.00,-0.00,0.00
209486,13.3,104.2,0,401.55,2853,13.460,17.25,51.0,8.02,4.60,206.25,106.4,59,0.00,0.00,-0.00,0.00
209687,13.6,104.2,0,403.14,2890,13.296,17.25,51.0,6.41,8.63,209.75,106.4,59,0.00,0.00,-0.00,0.00
209886,13.6,104.2,0,415.85,2942,13.832,17.62,49.5,8.67,12.75,220.25,106.4,63,0.00,0.00,-0.00,0.00
210085,13.3,104.2,0,418.10,2986,14.136,17.62,49.5,10.56,13.37,224.75,106.4,63,0.00,0.00,-0.00,0.00
210246,13.4,104.2,0,418.52,3026,14.116,17.62,48.0,10.56,13.37,228.00,106.4,63,0.00,0.00,-0.00,0.00
210446,13.5,104.2,0,413.48,3063,13.968,17.62,48.0,9.07,9.67,228.00,106.4,63,0.00,0.00,-0.00,0.00
210646,13.5,104.2,0,421.91,3107,13.348,17.62,48.0,4.68,5.28,236.00,106.4,63,0.00,0.00,-0.00,0.00
210806,13.5,104.2,0,420.30,3152,13.340,18.00,47.2,3.83,3.08,238.50,106.4,67,0.00,0.00,-0.00,0.00
211005,13.5,104.2,0,424.52,3196,13.908,18.00,47.2,8.31,7.57,244.25,106.4,67,0.00,0.00,-0.00,0.00
211206,13.6,104.2,0,422.10,3257,14.212,18.00,47.2,10.78,9.81,247.50,106.4,67,0.00,0.00,-0.00,0.00
211405,13.6,104.2,0,419.90,3274,14.304,18.00,46.5,10.78,9.81,247.50,106.4,67,0.00,0.00,-0.00,0.00
211566,13.6,104.2,0,428.14,3331,14.192,18.00,46.5,9.35,7.43,256.75,106.4,67,0.00,0.00,-0.00,0.00
211766,13.5,104.2,0,419.90,3360,13.504,18.38,45.0,4.59,4.48,254.00,106.4,72,0.00,0.00,-0.00,0.00
211966,13.6,104.2,0,349.32,3387,12.796,18.75,45.0,9.66,8.46,213.00,106.4,72,0.00,0.00,-0.00,0.00
212166,13.6,104.2,0,82.22,3344,5.664,18.75,45.0,8.55,6.19,49.50,106.4,72,0.00,0.00,-0.00,0.00
212327,13.6,104.2,0,73.93,3362,3.372,15.00,44.2,7.82,5.46,44.75,106.4,72,0.00,0.00,-0.00,0.00
212526,13.6,104.2,0,72.28,3362,2.588,9.75,44.2,7.18,4.83,43.75,106.4,72,0.00,0.00,-0.00,0.00
212726,13.6,104.2,0,70.27,3340,2.348,4.88,44.2,6.63,4.27,42.25,106.4,76,0.00,0.00,-0.00,0.00
212926,13.6,104.2,0,71.22,3295,1.816,2.25,44.2,0.00,0.00,42.25,106.4,76,0.00,0.00,-0.00,0.00
213126,13.6,104.2,0,69.88,3278,1.788,2.25,44.2,0.00,0.00,41.25,106.4,76,0.00,0.00,-0.00,0.00
213326,13.6,104.2,0,70.58,3265,1.780,2.25,44.2,0.00,0.00,41.50,106.4,76,0.00,0.00,-0.00,0.00
213526,13.6,104.2,0,70.33,3238,1.768,1.88,44.2,0.00,0.00,41.00,106.4,76,0.00,0.00,-0.00,0.00
213725,13.6,104.2,0,69.52,3215,1.764,1.88,44.2,0.00,0.00,40.25,106.4,73,0.00,0.00,-0.00,0.00
213885,13.6,104.2,0,71.03,3186,1.760,1.88,44.2,0.00,0.00,40.75,106.4,73,0.00,0.00,-0.00,0.00
214046,13.6,104.2,0,70.27,3162,1.764,1.88,44.2,0.00,0.00,40.00,106.4,73,0.00,0.00,-0.00,0.00
214247,13.6,104.2,0,70.03,3152,2.164,6.00,45.0,0.00,0.00,39.75,106.4,73,0.00,0.00,-0.00,0.00
214446,13.6,104.2,0,566.62,3213,12.084,2.25,45.0,3.06,3.13,327.75,106.4,73,0.00,0.00,-0.00,0.00
214605,13.6,104.2,0,428.00,3170,13.724,18.00,45.0,3.06,3.13,244.25,106.4,73,0.00,0.00,-0.00,0.00
214766,13.5,104.2,0,433.51,3229,13.576,18.00,45.8,3.06,3.13,252.00,106.4,71,0.00,0.00,-0.00,0.00
214967,13.5,104.2,0,425.26,3259,13.232,18.00,45.8,1.33,0.71,249.50,106.4,71,0.00,0.00,-0.00,0.00
215167,13.5,104.2,0,428.63,3311,13.844,18.00,45.8,6.00,5.38,255.50,106.4,71,0.00,0.00,-0.00,0.00
215366,13.5,104.2,0,427.40,3353,14.224,18.38,45.0,9.31,7.98,258.00,106.4,71,0.00,0.00,-0.00,0.00
215566,13.5,104.2,0,428.57,3399,14.256,18.38,45.0,9.31,7.98,262.25,106.4,71,0.00,0.00,-0.00,0.00
215766,13.5,104.2,0,428.48,3445,14.088,18.38,44.2,7.43,4.64,265.75,106.4,74,0.00,0.00,-0.00,0.00
215926,13.6,104.2,0,435.43,3489,13.712,18.38,44.2,3.55,0.75,273.50,106.4,74,0.00,0.00,-0.00,0.00
216086,13.5,104.2,0,438.65,3533,13.984,18.38,44.2,4.86,5.54,279.00,106.4,74,0.00,0.00,-0.00,0.00
216285,13.5,104.2,0,439.59,3576,14.592,18.75,42.8,9.31,8.01,283.00,106.4,74,0.00,0.00,-0.00,0.00
216485,13.5,104.2,0,435.98,3631,14.604,18.75,42.8,9.31,8.01,285.00,106.4,74,0.00,0.00,-0.00,0.00
216686,13.6,104.2,0,433.87,3668,14.364,18.75,42.8,7.97,3.90,286.50,106.4,74,0.00,0.00,-0.00,0.00
216885,13.5,104.2,0,437.87,3720,14.224,18.75,42.8,6.74,6.78,293.25,106.4,80,0.00,0.00,-0.00,0.00
217086,13.6,104.2,0,87.60,4058,4.400,4.88,42.8,0.00,0.00,64.00,106.4,80,0.00,0.00,-0.00,0.00
217285,13.6,104.2,0,77.49,3799,2.308,4.50,42.0,0.00,0.00,53.00,106.4,80,0.00,0.00,-0.00,0.00
217447,13.6,104.2,0,158.35,3753,3.420,19.50,42.0,0.00,0.00,107.00,106.4,80,0.00,0.00,-0.00,0.00
217645,13.6,104.2,0,414.73,2836,10.384,14.25,42.0,-1.91,-1.62,211.75,106.4,80,0.00,0.00,-0.00,0.00
217806,13.6,104.2,0,344.89,2742,11.168,0.75,41.2,1.79,1.14,170.25,106.4,83,0.00,0.00,-0.00,0.00
217966,13.6,104.2,0,341.71,2735,10.700,19.50,41.2,1.79,1.14,168.25,106.4,83,0.00,0.00,-0.00,0.00
218126,13.6,104.2,0,335.69,2751,10.432,19.88,41.2,1.79,1.14,166.25,106.4,83,0.00,0.00,-0.00,0.00
218327,13.6,104.2,0,291.26,2770,9.296,21.00,42.0,1.79,1.48,145.25,106.4,83,0.00,0.00,-0.00,0.00
218525,13.6,104.2,0,257.56,2782,8.704,22.50,42.0,5.17,4.86,129.00,106.4,83,0.00,0.00,-0.00,0.00
218686,13.6,104.2,0,190.52,2777,7.276,24.75,42.0,7.13,7.29,95.25,106.4,83,0.00,0.00,-0.00,0.00
218846,13.6,104.2,0,168.35,2788,6.132,27.38,42.0,7.13,7.29,84.50,106.4,84,0.00,0.00,-0.00,0.00
219046,13.6,104.2,0,165.66,2783,5.480,28.88,42.0,7.13,7.29,83.00,106.4,84,0.00,0.00,-0.00,0.00
219245,13.6,104.2,0,155.41,2779,5.168,29.25,42.0,7.13,7.29,77.75,106.4,84,0.00,0.00,-0.00,0.00
219406,13.6,104.2,0,135.21,2773,4.640,28.88,42.0,4.25,4.76,67.50,106.4,84,0.00,0.00,-0.00,0.00
219606,13.6,104.2,0,120.76,2771,4.036,28.50,42.0,2.06,2.56,60.25,106.4,84,0.00,0.00,-0.00,0.00
219806,13.6,104.2,0,121.19,2750,3.724,28.50,42.8,2.12,0.60,60.00,106.4,85,0.00,0.00,-0.00,0.00
219966,13.6,104.2,0,117.10,2751,3.684,28.50,42.8,3.60,2.05,58.00,106.4,85,0.00,0.00,-0.00,0.00
220165,13.6,104.2,0,117.48,2754,3.684,28.50,42.8,4.88,3.89,58.25,106.4,85,0.00,0.00,-0.00,0.00
220326,13.6,104.2,0,115.46,2742,3.636,28.12,42.8,4.88,5.17,57.00,106.4,85,0.00,0.00,-0.00,0.00
220525,13.6,104.2,0,115.34,2733,3.580,28.12,42.8,4.88,5.17,56.75,106.4,85,0.00,0.00,-0.00,0.00
220686,13.6,104.2,0,115.85,2721,3.560,28.12,42.8,4.88,5.17,56.75,106.4,85,0.00,0.00,-0.00,0.00
220846,13.6,104.2,0,113.54,2715,3.532,27.75,43.5,4.88,5.17,55.50,106.4,84,0.00,0.00,-0.00,0.00
221006,13.6,104.2,0,114.26,2710,3.436,27.75,43.5,2.19,5.17,55.75,106.4,84,0.00,0.00,-0.00,0.00
221165,13.6,104.2,0,116.18,2701,3.372,27.75,43.5,0.73,2.84,56.50,106.4,84,0.00,0.00,-0.00,0.00
221326,13.6,105.0,0,114.98,2693,3.468,27.38,44.2,3.64,1.44,55.75,106.4,84,0.00,0.00,-0.00,0.00
221526,13.6,105.0,0,115.93,2683,3.532,27.38,44.2,5.47,4.96,56.00,106.4,84,0.00,0.00,-0.00,0.00
221727,13.6,105.0,0,113.35,2683,3.532,27.38,45.0,5.99,6.41,54.75,106.4,82,0.00,0.00,-0.00,0.00
221926,13.6,105.0,0,113.71,2662,3.548,27.38,45.0,5.99,6.41,54.50,106.4,82,0.00,0.00,-0.00,0.00
222126,13.6,105.0,0,112.54,2653,3.536,27.38,45.0,5.99,6.41,53.75,106.4,82,0.00,0.00,-0.00,0.00
222327,13.6,105.0,0,120.15,2658,3.648,27.75,45.0,5.99,6.41,57.50,106.4,82,0.00,0.00,-0.00,0.00
222526,13.6,105.0,0,144.05,2651,4.144,27.75,45.0,2.99,6.41,68.75,106.4,82,0.00,0.00,-0.00,0.00
222726,13.6,105.0,0,163.33,2644,4.440,27.75,45.8,0.97,2.44,77.75,106.4,81,0.00,0.00,-0.00,0.00
222925,13.6,105.0,0,178.19,2642,5.024,27.75,45.8,1.71,0.24,84.75,106.4,81,0.00,0.00,-0.00,0.00
223086,13.6,105.0,0,195.90,2644,5.396,27.75,45.8,1.71,2.29,93.25,106.4,81,0.00,0.00,-0.00,0.00
223286,13.6,105.0,0,199.50,2638,5.808,26.62,45.8,1.71,4.84,94.75,106.4,81,0.00,0.00,-0.00,0.00
223486,13.6,105.0,0,196.05,2642,5.832,26.25,45.8,1.71,6.63,93.25,106.4,81,0.00,0.00,-0.00,0.00
223646,13.6,105.0,0,192.60,2646,5.808,26.62,45.8,1.71,6.63,91.75,106.4,81,0.00,0.00,-0.00,0.00
223845,13.6,105.0,0,193.27,2644,5.948,26.62,46.5,4.27,6.63,92.00,106.4,81,0.00,0.00,-0.00,0.00
224006,13.6,105.0,0,193.51,2648,6.052,26.62,46.5,6.32,6.63,92.25,106.4,81,0.00,0.00,-0.00,0.00
