Time (msec),* Battery voltage (V),* Coolant Temperature (°C),* Electric fan (%),* Engine Load (mg/stroke),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Ignition Angle (° CRK),* Intake Air Temperature (°C),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Mass Airflow (kg/h),* Oil Temperature (°C),* Vehicle Speed (km/h),** Lambda Additive Adaptation - Bank 1 (ms),** Lambda Additive Adaptation - Bank 2 (ms),** Lambda Multiplicative Adaptation - Bank 1 (%),** Lambda Multiplicative Adaptation - Bank 2 (%)
224167,13.6,105.0,0,193.80,2644,6.148,26.62,46.5,8.37,4.47,92.25,106.4,81,0.00,0.00,-0.00,0.00
224367,13.6,105.0,0,191.64,2652,6.112,26.62,47.2,8.50,1.91,91.50,106.4,81,0.00,0.00,-0.00,0.00
224565,13.6,105.0,0,190.29,2649,6.144,26.62,47.2,8.50,4.66,90.75,106.4,81,0.00,0.00,-0.00,0.00
224726,13.6,105.0,0,192.15,2645,6.112,26.62,47.2,8.50,6.71,91.50,106.4,81,0.00,0.00,-0.00,0.00
224886,13.6,105.0,0,186.07,2642,6.044,26.62,47.2,8.50,6.71,88.50,106.4,81,0.00,0.00,-0.00,0.00
225085,13.6,105.0,0,176.92,2645,5.548,27.75,47.2,4.41,6.71,84.25,106.4,81,0.00,0.00,-0.00,0.00
225246,13.6,105.0,0,174.82,2645,5.440,27.75,47.2,4.45,6.71,83.25,106.4,81,0.00,0.00,-0.00,0.00
225446,13.6,105.0,0,170.03,2638,5.404,27.75,47.2,6.91,6.71,80.75,106.4,81,0.00,0.00,-0.00,0.00
225646,13.6,105.0,0,167.13,2634,5.288,27.75,47.2,7.03,2.47,79.25,106.4,81,0.00,0.00,-0.00,0.00
225807,13.6,105.0,0,168.31,2632,5.276,27.75,48.0,7.03,4.92,79.75,106.4,81,0.00,0.00,-0.00,0.00
226007,13.5,105.0,0,161.98,2632,5.228,27.75,48.0,7.03,6.76,76.75,106.4,81,0.00,0.00,-0.00,0.00
226207,13.6,105.0,0,157.42,2620,5.036,27.75,48.0,7.03,6.76,74.25,106.4,81,0.00,0.00,-0.00,0.00
226407,13.6,105.0,0,155.60,2615,4.788,27.75,48.0,2.94,6.76,73.25,106.4,81,0.00,0.00,-0.00,0.00
226606,13.6,105.0,0,157.36,2612,4.900,27.75,48.0,5.58,6.76,74.00,106.4,81,0.00,0.00,-0.00,0.00
226806,13.6,105.0,0,154.71,2612,4.956,27.75,48.8,7.44,3.89,72.75,106.4,80,0.00,0.00,-0.00,0.00
226967,13.6,105.0,0,157.08,2608,4.940,27.75,48.8,7.44,4.20,73.75,106.4,80,0.00,0.00,-0.00,0.00
227166,13.6,105.0,0,156.49,2600,4.956,27.38,48.8,7.44,6.31,73.25,106.4,80,0.00,0.00,-0.00,0.00
227365,13.6,105.0,0,157.93,2594,4.944,27.38,48.8,7.44,7.89,73.75,106.4,80,0.00,0.00,-0.00,0.00
227525,13.6,105.0,0,157.27,2587,4.952,27.38,48.8,7.44,7.89,73.25,106.4,80,0.00,0.00,-0.00,0.00
227686,13.6,105.0,0,156.55,2590,4.784,27.38,48.8,4.05,7.89,73.00,106.4,80,0.00,0.00,-0.00,0.00
227886,13.6,105.0,0,156.98,2583,4.856,27.38,48.8,5.20,7.89,73.00,106.4,79,0.00,0.00,-0.00,0.00
228086,13.6,105.0,0,504.83,2627,10.876,13.12,48.8,6.99,7.89,238.75,106.4,79,0.00,0.00,-0.00,0.00
228286,13.5,105.0,0,422.55,2616,14.152,17.62,49.5,6.99,2.75,199.00,106.4,79,0.00,0.00,-0.00,0.00
228446,13.6,105.0,0,419.46,2632,14.184,17.62,49.5,6.99,-0.33,198.75,106.4,79,0.00,0.00,-0.00,0.00
228607,13.6,105.0,0,416.55,2637,13.728,17.62,49.5,5.13,2.35,197.75,106.4,79,0.00,0.00,-0.00,0.00
228806,13.5,105.0,0,416.91,2658,13.160,17.62,48.8,1.29,6.19,199.50,106.4,80,0.00,0.00,-0.00,0.00
228965,13.6,105.0,0,414.31,2668,13.212,17.62,48.8,2.43,7.35,199.00,106.4,80,0.00,0.00,-0.00,0.00
229127,13.6,105.0,0,414.01,2680,13.560,17.62,48.8,5.53,7.35,199.75,106.4,80,0.00,0.00,-0.00,0.00
229326,13.5,105.0,0,414.29,2695,13.296,18.00,47.2,3.47,5.68,201.00,106.4,80,0.00,0.00,-0.00,0.00
229485,13.6,105.0,0,414.50,2707,13.244,18.00,47.2,3.03,2.53,202.00,106.4,80,0.00,0.00,-0.00,0.00
229647,13.6,105.0,0,415.07,2720,13.652,18.00,47.2,6.18,4.81,203.25,106.4,80,0.00,0.00,-0.00,0.00
229845,13.5,105.0,0,417.91,2748,13.240,18.00,46.5,3.52,6.09,206.75,106.4,82,0.00,0.00,-0.00,0.00
230045,13.5,105.0,0,418.82,2762,13.136,18.00,46.5,2.65,2.11,208.25,106.4,82,0.00,0.00,-0.00,0.00
230206,13.6,105.0,0,419.46,2771,13.568,18.00,46.5,5.87,4.82,209.25,106.4,82,0.00,0.00,-0.00,0.00
230406,13.6,105.0,0,417.44,2791,13.436,18.00,45.0,5.24,7.84,209.75,106.4,82,0.00,0.00,-0.00,0.00
230565,13.6,105.0,0,415.92,2808,12.972,18.00,45.0,2.02,3.58,210.25,106.4,82,0.00,0.00,-0.00,0.00
230727,13.6,105.0,0,411.19,2820,13.168,18.38,44.2,3.12,2.26,208.75,106.4,85,0.00,0.00,-0.00,0.00
230927,13.6,105.8,0,413.76,2836,13.672,18.38,44.2,7.23,6.37,211.25,106.4,85,0.00,0.00,-0.00,0.00
231127,13.5,105.8,0,414.12,2847,13.384,18.38,44.2,5.20,6.00,212.25,106.4,85,0.00,0.00,-0.00,0.00
231325,13.6,105.0,0,416.60,2870,12.868,18.38,43.5,1.08,1.88,215.25,106.4,85,0.00,0.00,-0.00,0.00
231488,13.6,105.0,0,409.62,2885,13.236,18.38,43.5,3.79,4.17,212.75,106.4,85,0.00,0.00,-0.00,0.00
231687,13.6,105.0,0,420.92,2900,13.788,18.38,43.5,7.96,8.34,219.75,106.4,85,0.00,0.00,-0.00,0.00
231886,13.6,105.8,0,410.83,2917,13.600,18.38,42.8,6.42,6.16,215.75,106.4,87,0.00,0.00,-0.00,0.00
232046,13.5,105.8,0,414.46,2925,13.144,18.38,42.8,3.05,4.65,218.25,106.4,87,0.00,0.00,-0.00,0.00
232248,13.6,105.8,0,421.66,2941,13.828,18.38,42.0,8.28,8.87,223.25,106.4,87,0.00,0.00,-0.00,0.00
232448,13.6,105.8,0,412.38,2960,13.672,18.38,42.0,7.33,5.43,219.75,106.4,87,0.00,0.00,-0.00,0.00
232647,13.6,105.8,0,416.60,2970,13.448,18.38,42.0,5.29,7.28,222.75,106.4,87,0.00,0.00,-0.00,0.00
232806,13.5,105.8,0,415.96,2988,13.936,18.38,41.2,8.73,10.73,223.75,106.4,90,0.00,0.00,-0.00,0.00
233007,13.6,105.8,0,416.74,2999,14.212,18.38,41.2,11.32,7.49,225.00,106.4,90,0.00,0.00,-0.00,0.00
233207,13.6,105.8,0,418.16,3022,13.664,18.38,41.2,7.22,7.14,227.50,106.4,90,0.00,0.00,-0.00,0.00
233406,13.6,105.8,0,427.32,3045,13.896,18.38,40.5,8.38,11.02,234.25,106.4,90,0.00,0.00,-0.00,0.00
233566,13.6,105.8,0,424.01,3059,13.648,18.38,40.5,6.82,7.75,233.50,106.4,90,0.00,0.00,-0.00,0.00
233766,13.6,105.8,0,416.02,3071,13.304,18.38,40.5,3.81,3.36,230.00,107.2,93,0.00,0.00,-0.00,0.00
233967,13.6,105.8,0,368.75,3088,12.628,18.38,40.5,5.65,3.91,205.00,107.2,93,0.00,0.00,-0.00,0.00
234166,13.6,105.8,0,123.90,3071,6.848,24.75,40.5,6.24,3.59,68.50,107.2,93,0.00,0.00,-0.00,0.00
234366,13.6,105.8,0,66.22,3061,3.500,24.75,39.8,4.96,2.65,36.50,107.2,93,0.00,0.00,-0.00,0.00
234567,13.6,105.8,0,67.83,3050,2.500,18.75,39.8,4.36,2.04,37.25,107.2,93,0.00,0.00,-0.00,0.00
234767,13.6,105.8,0,66.11,3024,2.244,12.75,39.8,5.12,2.47,36.00,107.2,93,0.00,0.00,-0.00,0.00
234967,13.6,105.8,0,67.09,3022,2.168,6.75,39.8,5.46,2.93,36.50,107.2,93,0.00,0.00,-0.00,0.00
235167,13.6,105.8,0,66.32,2994,2.120,1.12,39.8,5.46,3.39,35.75,107.2,93,0.00,0.00,-0.00,0.00
235367,13.7,105.8,0,65.20,2981,1.712,1.12,39.8,0.00,0.00,35.00,107.2,93,0.00,0.00,-0.00,0.00
235566,13.7,105.8,0,66.62,2939,1.696,0.75,39.8,0.00,0.00,35.25,107.2,93,0.00,0.00,-0.00,0.00
235726,13.6,105.8,0,65.56,2923,1.684,0.75,40.5,0.00,0.00,34.50,107.2,92,0.00,0.00,-0.00,0.00
235886,13.6,105.8,0,66.43,2905,1.684,0.75,40.5,0.00,0.00,34.75,107.2,92,0.00,0.00,-0.00,0.00
236046,13.6,105.8,0,65.56,2880,1.680,0.75,40.5,0.00,0.00,34.00,107.2,92,0.00,0.00,-0.00,0.00
236206,13.6,105.8,0,64.76,2873,1.672,0.75,40.5,0.00,0.00,33.50,107.2,92,0.00,0.00,-0.00,0.00
236366,13.6,105.8,0,63.65,2857,1.664,0.75,41.2,0.00,0.00,32.75,107.2,92,0.00,0.00,-0.00,0.00
236568,13.6,105.8,0,64.31,2828,1.656,0.38,41.2,0.00,0.00,32.75,107.2,92,0.00,0.00,-0.00,0.00
236768,13.5,105.8,0,64.38,2804,1.644,0.38,41.2,0.00,0.00,32.50,107.2,88,0.00,0.00,-0.00,0.00
236967,13.6,105.8,0,62.93,2780,1.628,0.38,41.2,0.00,0.00,31.50,107.2,88,0.00,0.00,-0.00,0.00
237166,13.6,105.8,0,63.53,2754,1.628,0.38,41.2,0.00,0.00,31.50,107.2,88,0.00,0.00,-0.00,0.00
237365,13.6,105.8,0,63.00,2733,1.620,0.00,42.0,0.00,0.00,31.00,107.2,88,0.00,0.00,-0.00,0.00
237526,13.6,105.8,0,61.98,2711,1.604,0.00,42.0,0.00,0.00,30.25,107.2,88,0.00,0.00,-0.00,0.00
237689,13.6,105.8,0,61.75,2698,1.600,0.00,42.0,0.00,0.00,30.00,107.2,88,0.00,0.00,-0.00,0.00
237887,13.6,105.8,0,61.87,2670,1.596,0.00,42.0,0.00,0.00,29.75,107.2,84,0.00,0.00,-0.00,0.00
238047,13.6,105.8,0,61.20,2655,1.584,0.00,42.0,0.00,0.00,29.25,107.2,84,0.00,0.00,-0.00,0.00
238247,13.6,105.8,0,60.96,2619,1.588,-0.38,42.8,0.00,0.00,28.75,107.2,84,0.00,0.00,-0.00,0.00
238448,13.6,105.8,0,60.69,2608,1.568,-0.38,42.8,0.00,0.00,28.50,107.2,84,0.00,0.00,-0.00,0.00
238648,13.6,105.8,0,60.65,2587,1.712,-0.38,42.8,0.00,0.00,28.25,107.2,84,0.00,0.00,-0.00,0.00
238848,13.6,105.8,0,59.54,2565,1.696,-0.38,42.8,0.00,0.00,27.50,107.2,81,0.00,0.00,-0.00,0.00
239046,13.6,105.8,0,59.97,2547,1.696,-0.75,42.8,0.00,0.00,27.50,107.2,81,0.00,0.00,-0.00,0.00
239207,13.6,105.8,0,60.37,2530,1.688,-0.75,42.8,0.00,0.00,27.50,107.2,81,0.00,0.00,-0.00,0.00
239408,13.6,105.8,0,58.21,2505,1.680,-0.75,42.8,0.00,0.00,26.25,107.2,81,0.00,0.00,-0.00,0.00
239606,13.7,105.8,0,58.46,2470,1.668,-0.75,42.8,0.00,0.00,26.00,107.2,81,0.00,0.00,-0.00,0.00
239767,13.6,105.8,0,57.62,2458,1.664,-0.75,43.5,0.00,0.00,25.50,107.2,77,0.00,0.00,-0.00,0.00
239969,13.6,105.8,0,57.17,2429,1.652,-1.12,43.5,0.00,0.00,25.00,107.2,77,0.00,0.00,-0.00,0.00
240168,13.6,105.8,0,57.15,2405,1.648,-1.12,43.5,0.00,0.00,24.75,107.2,77,0.00,0.00,-0.00,0.00
240369,13.6,105.8,0,57.17,2380,1.644,-1.12,44.2,0.00,0.00,24.50,107.2,77,0.00,0.00,-0.00,0.00
240568,13.6,105.8,0,57.79,2355,1.640,-1.50,44.2,0.00,0.00,24.50,107.2,77,0.00,0.00,-0.00,0.00
240769,13.6,105.8,0,57.09,2335,1.636,-1.50,44.2,0.00,0.00,24.00,107.2,73,0.00,0.00,-0.00,0.00
240968,13.6,105.8,0,56.05,2304,1.620,-1.50,44.2,0.00,0.00,23.25,107.2,73,0.00,0.00,-0.00,0.00
241168,13.5,105.8,0,56.83,2272,1.616,-1.88,44.2,0.00,0.00,23.25,107.2,73,0.00,0.00,-0.00,0.00
241365,13.6,105.8,0,55.67,2220,1.600,-1.88,44.2,0.00,0.00,22.25,107.2,73,0.00,0.00,-0.00,0.00
241528,13.6,105.8,0,57.91,2086,1.608,-2.62,44.2,0.00,0.00,21.75,107.2,73,0.00,0.00,-0.00,0.00
241726,13.6,105.8,0,53.95,1827,1.536,-4.12,45.0,0.00,0.00,17.75,107.2,69,0.00,0.00,-0.00,0.00
241886,13.4,105.8,0,47.49,1608,1.432,-5.25,45.0,0.00,0.00,13.75,107.2,69,0.00,0.00,-0.00,0.00
242046,13.2,105.8,0,48.84,1393,0.868,-7.88,45.0,0.00,0.00,12.25,107.2,69,0.00,0.00,-0.00,0.00
242207,13.1,105.8,0,52.53,1295,1.100,-9.38,45.0,0.00,0.00,12.25,107.2,69,0.00,0.00,-0.00,0.00
242406,13.5,105.8,0,46.26,1471,1.792,-7.12,45.0,0.00,0.00,12.25,107.2,69,0.00,0.00,-0.00,0.00
242607,13.6,105.8,0,39.56,1720,1.460,-4.50,45.0,0.00,0.00,12.25,107.2,69,0.00,0.00,-0.00,0.00
242768,13.6,105.8,0,43.25,1958,1.256,-3.38,45.0,0.00,0.00,15.25,107.2,62,0.00,0.00,-0.00,0.00
242966,13.6,105.8,0,48.19,2276,1.360,-1.88,45.0,0.00,0.00,19.75,107.2,62,0.00,0.00,-0.00,0.00
243127,13.6,105.8,0,51.89,2568,1.424,-0.38,45.0,0.00,0.00,24.00,107.2,62,0.00,0.00,-0.00,0.00
243287,13.6,105.8,0,59.86,2505,1.548,-0.75,45.8,0.00,0.00,27.00,107.2,62,0.00,0.00,-0.00,0.00
243486,13.6,105.8,0,58.87,2477,1.612,-0.75,45.8,0.00,0.00,26.25,107.2,62,0.00,0.00,-0.00,0.00
243646,13.6,105.8,0,57.21,2475,1.624,-0.75,45.8,0.00,0.00,25.50,107.2,62,0.00,0.00,-0.00,0.00
243808,13.6,105.8,0,57.87,2447,1.632,-1.12,45.8,0.00,0.00,25.50,107.2,57,0.00,0.00,-0.00,0.00
244006,13.5,105.8,0,57.59,2411,1.632,-1.12,45.8,0.00,0.00,25.00,107.2,57,0.00,0.00,-0.00,0.00
244207,13.6,105.8,0,56.24,2370,1.620,-1.12,45.8,0.00,0.00,24.00,107.2,57,0.00,0.00,-0.00,0.00
244407,13.6,105.8,0,55.50,2327,1.628,-1.50,45.8,0.00,0.00,23.25,107.2,57,0.00,0.00,-0.00,0.00
244607,13.6,105.8,0,55.75,2266,1.624,-1.88,45.8,0.00,0.00,22.75,107.2,57,0.00,0.00,-0.00,0.00
244807,13.6,105.8,0,55.81,2189,1.604,-2.25,46.5,0.00,0.00,22.00,107.2,53,0.00,0.00,-0.00,0.00
245007,13.6,105.8,0,54.95,2123,1.596,-2.62,46.5,0.00,0.00,21.00,107.2,53,0.00,0.00,-0.00,0.00
245206,13.6,105.8,0,54.71,2005,1.576,-3.00,46.5,0.00,0.00,19.75,107.2,53,0.00,0.00,-0.00,0.00
245408,13.6,105.8,0,49.75,1730,1.460,-4.50,46.5,0.00,0.00,15.50,107.2,53,0.00,0.00,-0.00,0.00
245607,13.5,105.8,0,45.71,1458,1.040,-7.12,46.5,0.00,0.00,12.00,107.2,53,0.00,0.00,-0.00,0.00
245808,13.4,105.8,0,58.38,1189,1.136,-10.88,46.5,0.00,0.00,12.50,107.2,46,0.00,0.00,-0.00,0.00
246007,13.0,105.8,0,67.19,1054,2.152,-13.12,46.5,0.00,0.00,12.75,107.2,46,0.00,0.00,-0.00,0.00
246205,13.1,105.8,0,61.77,1169,1.616,-11.25,46.5,0.00,0.00,13.00,107.2,46,0.00,0.00,-0.00,0.00
246366,13.4,105.8,0,52.93,1364,2.028,-8.25,46.5,0.00,0.00,13.00,107.2,46,0.00,0.00,-0.00,0.00
246526,13.6,105.8,0,43.71,1588,1.772,-5.25,46.5,0.00,0.00,12.50,107.2,46,0.00,0.00,-0.00,0.00
246688,13.6,105.8,0,40.83,1836,1.528,-4.12,46.5,0.00,0.00,13.50,107.2,46,0.00,0.00,-0.00,0.00
246885,13.6,105.8,0,48.08,2166,1.440,-2.25,47.2,0.00,0.00,18.75,107.2,37,0.00,0.00,-0.00,0.00
247047,13.6,105.8,0,55.58,2123,1.488,-2.62,47.2,0.00,0.00,21.25,107.2,37,0.00,0.00,-0.00,0.00
247248,13.6,105.8,0,56.70,2081,1.664,-2.25,47.2,0.00,0.00,21.25,107.2,37,0.00,0.00,-0.00,0.00
247447,13.6,105.8,0,77.26,1995,1.864,13.50,47.2,0.87,0.82,27.75,107.2,37,0.00,0.00,-0.00,0.00
247647,13.6,105.8,0,85.18,2005,2.160,22.88,47.2,1.88,1.82,30.75,107.2,37,0.00,0.00,-0.00,0.00
247805,13.6,105.8,0,89.78,1964,2.388,23.25,47.2,2.68,2.63,31.75,107.2,30,0.00,0.00,-0.00,0.00
247966,13.6,105.8,0,94.00,1950,2.624,24.00,47.2,3.49,3.44,33.00,107.2,30,0.00,0.00,-0.00,0.00
248127,13.6,105.8,0,99.38,1928,2.792,25.12,47.2,4.35,4.30,34.50,107.2,30,0.00,0.00,-0.00,0.00
248327,13.6,105.8,0,120.06,1920,3.196,25.12,47.2,5.40,5.35,41.50,107.2,30,0.00,0.00,-0.00,0.00
248526,13.6,105.8,0,144.26,1906,3.952,25.88,47.2,6.53,6.47,49.50,107.2,30,0.00,0.00,-0.00,0.00
248686,13.6,105.8,0,175.67,1913,4.684,25.50,47.2,7.56,7.50,60.50,107.2,30,0.00,0.00,-0.00,0.00
248846,13.6,105.8,0,219.34,1931,5.884,22.12,48.0,8.82,8.77,76.25,107.2,27,0.00,0.00,-0.00,0.00
249008,13.6,105.8,0,239.64,1947,7.012,20.62,48.0,9.63,9.67,84.00,107.2,27,0.00,0.00,-0.00,0.00
249208,13.6,105.8,0,287.84,1978,8.476,19.50,48.0,9.63,9.67,102.50,107.2,27,0.00,0.00,-0.00,0.00
249408,13.6,105.8,0,317.87,2062,10.136,17.62,48.8,9.63,9.67,118.00,107.2,27,0.00,0.00,-0.00,0.00
249607,13.6,105.8,0,338.87,2135,11.268,17.25,48.8,9.63,9.67,130.25,107.2,27,0.00,0.00,-0.00,0.00
249767,13.6,105.8,0,345.59,2210,11.612,16.50,48.8,7.77,7.37,137.50,107.2,28,0.00,0.00,-0.00,0.00
249966,13.6,105.8,0,349.13,2295,11.232,17.25,48.8,4.80,4.40,144.25,107.2,28,0.00,0.00,-0.00,0.00
250127,13.6,105.8,0,350.69,2368,11.136,17.62,48.8,4.14,5.58,149.50,107.2,28,0.00,0.00,-0.00,0.00
250326,13.5,105.8,0,357.03,2466,11.712,18.00,48.8,7.27,7.76,158.50,107.2,28,0.00,0.00,-0.00,0.00
250487,13.6,105.8,0,358.39,2538,11.824,18.38,48.8,8.39,7.76,163.75,107.2,28,0.00,0.00,-0.00,0.00
250686,13.6,105.8,0,354.55,2679,11.764,18.38,48.8,8.39,7.76,171.00,107.2,28,0.00,0.00,-0.00,0.00
250889,13.6,105.8,0,355.34,2759,11.832,18.38,48.0,8.39,5.45,176.50,107.2,35,0.00,0.00,-0.00,0.00
251088,13.6,105.8,0,359.11,2850,11.416,18.75,48.0,5.36,5.27,184.25,107.2,35,0.00,0.00,-0.00,0.00
251286,13.6,105.8,0,357.24,2962,11.476,18.38,47.2,5.82,8.99,190.50,107.2,35,0.00,0.00,-0.00,0.00
251446,13.6,105.8,0,360.38,3048,11.828,18.38,47.2,8.90,10.14,197.75,107.2,35,0.00,0.00,-0.00,0.00
251606,13.6,105.8,0,363.11,3113,12.012,18.38,47.2,9.49,10.14,203.50,107.2,35,0.00,0.00,-0.00,0.00
251766,13.6,105.8,0,367.35,3217,11.996,18.38,46.5,9.49,10.14,212.75,107.2,43,0.00,0.00,-0.00,0.00
251926,13.6,105.8,0,366.86,3278,12.096,18.38,46.5,9.49,5.63,216.50,107.2,43,0.00,0.00,-0.00,0.00
252087,13.6,105.8,0,372.84,3367,11.704,18.38,46.5,5.15,4.57,226.00,107.2,43,0.00,0.00,-0.00,0.00
252247,13.6,105.8,0,366.90,3448,11.920,18.75,45.0,7.46,8.02,227.75,107.2,43,0.00,0.00,-0.00,0.00
252446,13.6,105.8,0,348.94,3546,11.976,19.50,45.0,11.82,10.22,222.75,107.2,43,0.00,0.00,-0.00,0.00
252607,13.6,105.8,0,343.83,3631,11.556,20.25,45.0,10.34,10.22,224.75,107.2,43,0.00,0.00,-0.00,0.00
252808,13.5,105.8,0,344.19,3728,10.972,21.00,44.2,5.88,7.83,231.00,107.2,50,0.00,0.00,-0.00,0.00
253006,13.5,105.8,0,348.45,3810,11.360,21.75,44.2,10.55,3.27,239.00,107.2,50,0.00,0.00,-0.00,0.00
253166,13.5,105.8,0,290.15,3891,10.480,22.88,44.2,9.55,7.51,203.25,107.2,50,0.00,0.00,-0.00,0.00
253327,13.6,105.8,0,67.70,3958,3.488,4.50,43.5,-0.06,0.00,48.25,107.2,50,0.00,0.00,-0.00,0.00
253485,13.6,105.8,0,78.42,3736,2.264,4.12,43.5,0.00,0.00,52.75,107.2,50,0.00,0.00,-0.00,0.00
253646,13.6,105.8,0,77.20,3561,2.668,9.75,43.5,0.00,0.00,49.50,107.2,50,0.00,0.00,-0.00,0.00
253807,13.5,105.8,0,365.76,3546,8.272,6.38,42.8,2.52,0.50,233.50,107.2,57,0.00,0.00,-0.00,0.00
253967,13.6,105.8,0,394.94,2929,11.628,18.38,42.8,2.52,0.50,208.25,107.2,57,0.00,0.00,-0.00,0.00
254166,13.6,105.8,0,348.07,2729,11.772,18.75,42.8,2.52,0.50,171.00,107.2,57,0.00,0.00,-0.00,0.00
254328,13.6,105.0,0,353.47,2699,11.148,18.75,42.8,0.36,-2.34,171.75,107.2,57,0.00,0.00,-0.00,0.00
254527,13.6,105.0,0,355.80,2736,11.244,18.75,42.8,3.05,2.44,175.25,107.2,57,0.00,0.00,-0.00,0.00
254728,13.6,105.0,0,350.67,2768,11.436,19.12,42.8,6.56,5.95,174.75,107.2,59,0.00,0.00,-0.00,0.00
254926,13.6,105.0,0,348.53,2805,11.616,19.12,42.8,9.06,9.16,176.00,107.2,59,0.00,0.00,-0.00,0.00
255089,13.6,105.0,0,342.24,2824,11.428,19.12,42.8,9.06,9.16,174.00,107.2,59,0.00,0.00,-0.00,0.00
255287,13.6,105.0,0,333.91,2857,11.148,19.88,42.0,9.06,9.16,171.75,107.2,59,0.00,0.00,-0.00,0.00
255488,13.6,105.0,0,321.13,2893,10.356,20.25,42.0,6.05,5.97,167.25,107.2,59,0.00,0.00,-0.00,0.00
255687,13.6,105.0,0,290.88,2917,9.304,21.00,42.0,2.41,5.38,152.75,107.2,59,0.00,0.00,-0.00,0.00
255885,13.6,105.0,0,143.96,2913,6.576,26.25,42.0,6.14,7.85,75.50,107.2,63,0.00,0.00,-0.00,0.00
256047,13.6,105.0,0,65.18,2918,3.896,27.00,42.0,6.14,7.85,34.25,107.2,63,0.00,0.00,-0.00,0.00
256206,13.6,105.0,0,65.63,2920,2.884,22.50,42.0,6.14,7.85,34.50,107.2,63,0.00,0.00,-0.00,0.00
256407,13.6,105.0,0,65.10,2901,2.408,16.88,42.0,6.14,7.85,34.00,107.2,63,0.00,0.00,-0.00,0.00
256608,13.6,105.0,0,64.97,2885,2.144,10.88,42.0,3.26,4.90,33.75,107.2,63,0.00,0.00,-0.00,0.00
256806,13.6,105.0,0,62.57,2885,2.016,4.88,41.2,1.83,3.48,32.50,107.2,66,0.00,0.00,-0.00,0.00
256966,13.6,105.0,0,65.60,2857,1.972,0.75,41.2,0.71,2.35,33.75,107.2,66,0.00,0.00,-0.00,0.00
257127,13.6,105.0,0,65.22,2831,1.684,0.38,41.2,0.00,0.00,33.25,107.2,66,0.00,0.00,-0.00,0.00
257327,13.6,105.0,0,64.16,2813,1.652,0.38,42.0,0.00,0.00,32.50,107.2,66,0.00,0.00,-0.00,0.00
257485,13.7,105.0,0,63.61,2794,1.644,0.38,42.0,0.00,0.00,32.00,107.2,66,0.00,0.00,-0.00,0.00
257646,13.6,105.0,0,64.38,2782,1.888,-3.75,42.0,0.00,0.00,32.25,107.2,66,0.00,0.00,-0.00,0.00
257807,13.6,105.0,0,63.57,2774,1.924,10.88,42.0,2.31,0.28,31.75,107.2,63,0.00,0.00,-0.00,0.00
258005,13.6,105.0,0,69.67,2770,2.096,24.75,42.0,3.68,1.65,34.75,107.2,63,0.00,0.00,-0.00,0.00
258167,13.6,105.0,0,98.41,2780,2.440,26.25,42.0,4.80,2.76,49.25,107.2,63,0.00,0.00,-0.00,0.00
258366,13.5,105.0,0,103.75,2757,3.148,27.75,42.8,6.38,4.34,51.50,107.2,63,0.00,0.00,-0.00,0.00
258526,13.6,105.0,0,103.75,2744,3.272,27.75,42.8,7.39,5.69,51.25,107.2,63,0.00,0.00,-0.00,0.00
258686,13.6,105.0,0,103.81,2742,3.260,27.75,42.8,7.39,7.02,51.25,107.2,63,0.00,0.00,-0.00,0.00
258846,13.6,105.0,0,93.62,2744,3.108,27.38,42.8,7.39,7.51,46.25,107.2,62,0.00,0.00,-0.00,0.00
259008,13.6,105.0,0,93.17,2742,3.004,27.00,42.8,7.39,7.51,46.00,107.2,62,0.00,0.00,-0.00,0.00
259206,13.6,105.0,0,91.24,2739,2.948,27.00,42.8,7.39,7.51,45.00,107.2,62,0.00,0.00,-0.00,0.00
259368,13.6,105.0,0,85.95,2730,2.760,26.62,44.2,4.92,7.51,42.25,107.2,62,0.00,0.00,-0.00,0.00
259568,13.6,105.0,0,78.40,2727,2.520,26.25,44.2,3.46,7.51,38.50,107.2,62,0.00,0.00,-0.00,0.00
259767,13.6,105.0,0,74.53,2720,2.316,25.50,44.2,2.05,4.30,36.50,107.2,61,0.00,0.00,-0.00,0.00
259966,13.6,105.0,0,72.64,2714,2.172,25.50,44.2,0.68,2.92,35.50,107.2,61,0.00,0.00,-0.00,0.00
260127,13.6,105.0,0,70.16,2711,2.172,25.12,44.2,3.51,5.61,34.25,107.2,61,0.00,0.00,-0.00,0.00
260326,13.6,105.0,0,69.25,2707,2.152,25.12,44.2,4.88,6.99,33.75,107.2,61,0.00,0.00,-0.00,0.00
260488,13.6,105.0,0,68.30,2704,2.144,25.12,44.2,5.50,8.08,33.25,107.2,61,0.00,0.00,-0.00,0.00
260687,13.6,105.0,0,69.55,2695,2.140,25.12,44.2,5.50,8.84,33.75,107.2,61,0.00,0.00,-0.00,0.00
260886,13.6,105.0,0,68.91,2680,2.136,24.75,45.0,5.50,8.84,33.25,107.2,61,0.00,0.00,-0.00,0.00
261087,13.6,105.0,0,62.91,2670,2.068,21.00,45.0,5.50,8.84,30.25,107.2,61,0.00,0.00,-0.00,0.00
261287,13.6,105.0,0,62.02,2642,1.976,16.12,45.0,5.50,8.84,29.50,107.2,61,0.00,0.00,-0.00,0.00
