Time (msec),* Battery voltage (V),* Coolant Temperature (°C),* Engine Load (mg/stroke),* Electric fan (%),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Ignition Angle (° CRK),* Intake Air Temperature (°C),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Oil Temperature (°C),* Radiator outlet temperature (°C),* Vehicle Speed (km/h),** Lambda Additive Adaptation - Bank 1 (ms),** Lambda Additive Adaptation - Bank 2 (ms),** Lambda Multiplicative Adaptation - Bank 1 (%),** Lambda Multiplicative Adaptation - Bank 2 (%)
162721,13.5,51.8,129.34,0,1385,4.528,14.25,33.0,-9.20,-9.37,38.0,34.5,41,0.10,0.12,2.45,2.75
162882,13.5,51.8,123.22,0,1386,4.024,15.00,33.0,-10.03,-10.20,38.0,34.5,41,0.10,0.12,2.45,2.75
163082,13.5,51.8,118.22,0,1386,3.708,15.75,33.0,-10.96,-11.13,38.0,34.5,41,0.10,0.12,2.45,2.75
163282,13.4,51.8,107.28,0,1385,3.544,16.12,33.0,-8.21,-8.80,38.0,34.5,41,0.10,0.12,2.45,2.75
163481,13.4,52.5,91.84,0,1391,3.248,16.50,33.0,-7.47,-8.05,38.0,34.5,42,0.10,0.12,2.45,2.75
163642,13.5,52.5,91.03,0,1388,3.016,17.25,33.0,-6.88,-7.47,38.0,34.5,42,0.10,0.12,2.45,2.75
163841,13.5,52.5,89.91,0,1390,2.876,17.62,33.0,-6.15,-6.73,38.0,34.5,42,0.10,0.12,2.45,2.75
164002,13.4,52.5,86.73,0,1393,2.776,18.00,32.2,-5.56,-6.15,38.0,34.5,42,0.10,0.12,2.45,2.75
164161,13.4,52.5,82.92,0,1390,2.696,18.00,32.2,-5.00,-5.59,38.0,34.5,42,0.10,0.12,2.45,2.75
164323,13.4,52.5,78.02,0,1388,2.600,18.38,32.2,-4.49,-5.08,38.0,34.5,42,0.10,0.12,2.45,2.75
164522,13.5,52.5,76.98,0,1389,2.484,18.00,32.2,-3.85,-4.44,38.0,34.5,42,0.10,0.12,2.45,2.75
164722,13.5,52.5,74.86,0,1391,2.416,18.00,32.2,-3.21,-3.79,38.0,34.5,42,0.10,0.12,2.45,2.75
164921,13.4,52.5,73.80,0,1392,2.360,18.38,32.2,-2.57,-3.15,38.8,34.5,42,0.10,0.12,2.45,2.75
165121,13.4,52.5,70.52,0,1398,2.292,18.38,32.2,-1.93,-2.51,38.8,34.5,42,0.10,0.12,2.45,2.75
165282,13.4,52.5,68.57,0,1397,2.224,18.38,32.2,-1.77,-2.00,38.8,34.5,42,0.10,0.12,2.45,2.75
165482,13.5,52.5,68.68,0,1395,2.168,18.38,32.2,-1.77,-1.36,38.8,35.2,42,0.10,0.12,2.45,2.75
165681,13.4,52.5,67.87,0,1391,2.132,18.00,32.2,-1.77,-1.36,38.8,35.2,42,0.10,0.12,2.45,2.75
165842,13.5,52.5,64.01,0,1388,2.088,18.00,32.2,-1.77,-1.36,38.8,35.2,42,0.10,0.12,2.45,2.75
166001,13.5,52.5,60.84,0,1392,2.024,17.62,32.2,-1.77,-1.36,38.8,35.2,42,0.10,0.12,2.45,2.75
166162,13.4,52.5,60.94,0,1390,1.932,18.00,32.2,-3.87,-1.36,38.8,35.2,42,0.10,0.12,2.45,2.75
166362,13.5,52.5,59.14,0,1385,1.868,15.75,32.2,-4.51,-1.36,38.8,35.2,43,0.10,0.12,2.45,2.75
166522,13.5,52.5,58.10,0,1386,1.820,13.88,32.2,-5.02,-3.75,38.8,35.2,43,0.10,0.12,2.45,2.75
166722,13.5,52.5,58.15,0,1385,1.824,11.62,32.2,-3.44,-4.39,38.8,35.2,43,0.10,0.12,2.45,2.75
166921,13.4,52.5,55.98,0,1389,1.804,9.38,32.2,-2.80,-5.03,38.8,35.2,43,0.10,0.12,2.45,2.75
167081,13.5,52.5,56.30,0,1381,1.796,7.50,32.2,-2.29,-2.81,38.8,35.2,43,0.10,0.12,2.45,2.75
167281,13.4,52.5,56.51,0,1376,1.772,7.12,32.2,-1.65,-2.17,38.8,35.2,43,0.10,0.12,2.45,2.75
167441,13.5,52.5,56.60,0,1374,1.760,7.12,32.2,-1.13,-1.66,38.8,35.2,42,0.10,0.12,2.45,2.75
167602,13.4,52.5,56.70,0,1371,1.760,7.12,32.2,-0.62,-1.14,38.8,35.2,42,0.10,0.12,2.45,2.75
167761,13.5,52.5,57.04,0,1363,1.764,7.12,32.2,-0.11,-0.63,38.8,35.2,42,0.10,0.12,2.45,2.75
167921,13.4,52.5,57.21,0,1359,1.768,7.12,32.2,0.40,-0.12,38.8,35.2,42,0.10,0.12,2.45,2.75
168082,13.5,52.5,57.26,0,1358,1.776,7.12,32.2,0.92,0.39,38.8,35.2,42,0.10,0.12,2.45,2.75
168281,13.5,52.5,57.55,0,1351,1.788,7.12,32.2,1.56,1.04,38.8,35.2,42,0.10,0.12,2.45,2.75
168443,13.4,52.5,60.54,0,1353,1.816,9.75,32.2,1.72,1.55,38.8,35.2,42,0.10,0.12,2.45,2.75
168642,13.5,52.5,71.50,0,1340,1.940,15.38,32.2,1.72,2.19,38.8,35.2,42,0.10,0.12,2.45,2.75
168841,13.4,52.5,73.78,0,1336,2.104,17.25,32.2,1.72,2.83,38.8,35.2,42,0.10,0.12,2.45,2.75
169041,13.5,52.5,78.19,0,1332,2.236,17.25,32.2,1.72,3.47,38.8,35.2,42,0.10,0.12,2.45,2.75
169202,13.4,52.5,78.23,0,1331,2.312,17.62,32.2,2.01,3.98,38.8,35.2,42,0.10,0.12,2.45,2.75
169363,13.5,52.5,79.40,0,1329,2.364,17.62,32.2,2.52,4.50,38.8,35.2,40,0.10,0.12,2.45,2.75
169562,13.4,53.2,99.87,0,1321,2.580,17.62,32.2,3.16,5.14,38.8,35.2,40,0.10,0.12,2.45,2.75
169722,13.5,53.2,116.84,0,1331,3.448,17.62,32.2,3.48,5.17,38.8,35.2,40,0.10,0.12,2.45,2.75
169881,13.4,53.2,115.10,0,1339,3.712,17.25,32.2,3.48,5.17,38.8,35.2,40,0.10,0.12,2.45,2.75
170081,13.5,53.2,116.76,0,1332,3.848,16.88,32.2,3.48,5.17,38.8,35.2,40,0.10,0.12,2.45,2.75
170242,13.4,53.2,117.54,0,1335,3.856,16.50,32.2,3.48,2.95,38.8,35.2,40,0.10,0.12,2.45,2.75
170442,13.5,53.2,117.01,0,1329,3.784,16.50,32.2,0.79,2.22,38.8,35.2,40,0.10,0.12,2.45,2.75
170642,13.5,53.2,185.56,0,1332,4.852,15.75,32.2,0.06,1.49,38.8,35.2,40,0.10,0.12,2.45,2.75
170802,13.5,53.2,195.71,0,1341,6.136,13.50,32.2,-0.64,0.79,38.8,35.2,40,0.10,0.12,2.45,2.75
170962,13.4,53.2,191.85,0,1339,6.392,14.25,33.0,1.51,-0.06,38.8,35.2,40,0.10,0.12,2.45,2.75
171123,13.5,53.2,188.19,0,1343,6.476,13.88,33.0,1.95,-0.94,38.8,35.2,40,0.10,0.12,2.45,2.75
171281,13.5,53.2,183.72,0,1353,6.372,13.50,33.0,1.95,-1.85,38.8,35.2,40,0.10,0.12,2.45,2.75
171441,13.5,53.2,188.61,0,1362,6.312,13.88,33.0,1.95,-2.80,38.8,35.2,41,0.10,0.12,2.45,2.75
171602,13.5,53.2,186.24,0,1357,6.280,13.88,33.0,1.95,-3.75,38.8,35.2,41,0.10,0.12,2.45,2.75
171801,13.5,53.2,182.78,0,1375,6.056,13.88,33.0,-0.58,-4.99,38.8,35.2,41,0.10,0.12,2.45,2.75
172001,13.4,53.2,183.87,0,1367,5.916,13.88,33.0,-1.86,-6.27,38.8,35.2,41,0.10,0.12,2.45,2.75
172162,13.4,53.2,182.04,0,1373,5.788,13.88,33.0,-2.88,-7.29,38.8,35.2,41,0.10,0.12,2.45,2.75
172362,13.4,53.2,180.56,0,1369,5.632,14.25,33.0,-4.11,-4.14,38.8,35.2,42,0.10,0.12,2.45,2.75
172521,13.4,53.2,181.17,0,1372,5.520,14.25,33.0,-5.06,-3.18,38.8,35.2,42,0.10,0.12,2.45,2.75
172682,13.4,53.2,180.64,0,1376,5.616,14.25,33.0,-2.88,-2.23,38.8,35.2,42,0.10,0.12,2.45,2.75
172882,13.4,53.2,180.73,0,1383,5.596,14.62,33.0,-1.69,-1.04,38.8,35.2,42,0.10,0.12,2.45,2.75
173082,13.5,53.2,125.87,0,1390,4.944,15.38,33.0,-0.51,0.13,38.8,35.2,42,0.10,0.12,2.45,2.75
173281,13.4,53.2,105.89,0,1390,4.236,16.50,33.0,-0.07,0.57,38.8,35.2,42,0.10,0.12,2.45,2.75
173482,13.5,53.2,105.12,0,1387,3.816,17.25,33.0,-0.07,0.57,39.6,35.2,42,0.10,0.12,2.45,2.75
173682,13.5,53.2,105.36,0,1384,3.596,17.62,33.0,-0.07,0.57,39.6,35.2,42,0.10,0.12,2.45,2.75
173881,13.5,53.2,103.41,0,1383,3.428,18.00,33.0,-0.07,0.57,39.6,35.2,42,0.10,0.12,2.45,2.75
174041,13.4,53.2,103.56,0,1381,3.288,17.62,33.0,-2.32,-1.71,39.6,35.2,42,0.10,0.12,2.45,2.75
174201,13.5,53.2,104.72,0,1379,3.216,17.62,33.0,-2.91,-2.30,39.6,35.2,42,0.10,0.12,2.45,2.75
174361,13.5,53.2,106.03,0,1375,3.152,18.00,33.0,-3.50,-2.88,39.6,35.2,42,0.10,0.12,2.45,2.75
174522,13.5,53.2,122.46,0,1372,3.284,17.62,33.0,-1.13,-3.47,39.6,35.2,42,0.10,0.12,2.45,2.75
174682,13.5,53.2,141.70,0,1372,4.076,17.62,33.0,-0.54,-1.03,39.6,35.2,42,0.10,0.12,2.45,2.75
174842,13.5,53.2,142.29,0,1376,4.288,17.25,33.0,0.07,-0.42,39.6,35.2,42,0.10,0.12,2.45,2.75
175002,13.4,53.2,142.61,0,1373,4.268,16.88,33.0,0.73,0.24,39.6,35.2,42,0.10,0.12,2.45,2.75
175201,13.5,53.2,140.38,0,1375,4.348,16.88,33.0,1.55,1.06,39.6,35.2,42,0.10,0.12,2.45,2.75
175361,13.5,53.2,143.20,0,1377,4.432,16.88,33.0,2.21,1.72,39.6,35.2,42,0.10,0.12,2.45,2.75
175561,13.5,53.2,144.94,0,1370,4.516,16.50,33.0,3.12,2.64,39.6,36.0,42,0.10,0.12,2.45,2.75
175723,13.5,53.2,143.82,0,1371,4.576,16.50,33.0,3.84,3.35,39.6,36.0,42,0.10,0.12,2.45,2.75
175921,13.4,53.2,146.38,0,1366,4.672,16.50,33.0,4.73,4.24,39.6,36.0,42,0.10,0.12,2.45,2.75
176081,13.5,54.0,146.49,0,1365,4.712,16.50,33.0,5.43,4.94,39.6,36.0,42,0.10,0.12,2.45,2.75
176241,13.5,54.0,147.72,0,1363,4.732,16.50,33.0,5.47,5.64,39.6,36.0,42,0.10,0.12,2.45,2.75
176401,13.5,54.0,145.47,0,1365,4.732,16.50,33.0,5.47,5.80,39.6,36.0,42,0.10,0.12,2.45,2.75
176562,13.5,54.0,146.27,0,1367,4.732,16.50,33.0,5.47,5.80,39.6,36.0,42,0.10,0.12,2.45,2.75
176762,13.5,54.0,143.96,0,1360,4.740,16.12,33.0,5.47,5.80,39.6,36.0,42,0.10,0.12,2.45,2.75
176962,13.4,54.0,148.63,0,1364,4.656,16.50,33.0,2.56,3.53,39.6,36.0,42,0.10,0.12,2.45,2.75
177162,13.4,54.0,150.45,0,1366,4.652,16.50,33.0,1.65,2.62,39.6,36.0,42,0.10,0.12,2.45,2.75
177362,13.5,54.0,150.00,0,1370,4.768,16.50,33.0,3.93,3.90,39.6,36.0,41,0.10,0.12,2.45,2.75
177521,13.5,54.0,145.74,0,1372,4.820,16.12,33.0,4.67,4.63,39.6,36.0,41,0.10,0.12,2.45,2.75
177721,13.5,54.0,124.03,0,1366,4.508,16.88,33.0,5.20,5.48,39.6,36.0,41,0.10,0.12,2.45,2.75
177881,13.5,54.0,115.97,0,1365,4.204,16.88,33.0,5.20,5.48,39.6,36.0,41,0.10,0.12,2.45,2.75
178041,13.4,54.0,111.29,0,1360,3.784,17.25,33.0,5.20,5.48,39.6,36.0,41,0.10,0.12,2.45,2.75
178242,13.4,54.0,100.50,0,1354,3.600,17.62,33.0,5.20,5.48,39.6,36.0,41,0.10,0.12,2.45,2.75
178442,13.5,54.0,95.52,0,1352,3.364,17.62,33.0,5.20,5.48,39.6,36.0,42,0.10,0.12,2.45,2.75
178601,13.5,54.0,94.63,0,1350,3.144,17.62,33.0,2.51,2.90,39.6,36.0,42,0.10,0.12,2.45,2.75
178762,13.5,54.0,90.65,0,1348,3.028,18.00,33.0,1.93,2.31,39.6,36.0,42,0.10,0.12,2.45,2.75
178962,13.4,54.0,84.72,0,1344,2.908,17.62,33.0,1.19,1.58,39.6,36.0,42,0.10,0.12,2.45,2.75
179162,13.4,54.0,81.92,0,1339,2.744,17.62,33.0,0.55,0.94,39.6,36.0,42,0.10,0.12,2.45,2.75
179363,13.5,54.0,81.69,0,1343,2.632,18.00,33.0,-0.09,0.30,39.6,36.0,41,0.10,0.12,2.45,2.75
179562,13.4,54.0,80.50,0,1328,2.556,17.62,33.0,-0.73,-0.35,39.6,36.0,41,0.10,0.12,2.45,2.75
179762,13.5,54.0,79.82,0,1322,2.512,18.00,33.0,-1.37,-0.99,39.6,36.0,41,0.10,0.12,2.45,2.75
179921,13.4,54.0,79.82,0,1322,2.492,17.62,33.0,-1.89,-1.50,39.6,36.0,41,0.10,0.12,2.45,2.75
180081,13.5,54.0,79.31,0,1313,2.480,17.62,33.0,-2.40,-2.01,39.6,36.0,41,0.10,0.12,2.45,2.75
180242,13.4,54.0,79.67,0,1307,2.476,17.62,33.0,-0.69,-2.52,39.6,36.0,41,0.10,0.12,2.45,2.75
180402,13.5,54.0,79.99,0,1302,2.464,17.25,33.0,-0.18,-0.24,39.6,36.0,40,0.10,0.12,2.45,2.75
180562,13.5,54.0,62.87,0,1303,2.376,15.75,33.0,0.33,0.27,39.6,36.0,40,0.10,0.12,2.45,2.75
180761,13.5,54.0,62.47,0,1289,2.264,13.50,33.0,0.88,0.91,39.6,36.0,40,0.10,0.12,2.45,2.75
180922,13.4,54.0,62.72,0,1284,2.188,11.62,33.0,0.88,0.93,39.6,36.0,40,0.10,0.12,2.45,2.75
181082,13.5,54.0,63.02,0,1278,2.120,9.75,33.0,0.88,0.93,39.6,36.0,40,0.10,0.12,2.45,2.75
181242,13.4,54.0,64.12,0,1256,2.020,7.88,33.0,0.88,0.93,39.6,36.0,40,0.10,0.12,2.45,2.75
181401,13.5,54.0,63.25,0,1273,2.044,6.38,33.0,0.88,0.93,39.6,36.0,39,0.10,0.12,2.45,2.75
181561,13.5,54.0,63.80,0,1262,1.980,6.38,33.0,-1.15,0.93,39.6,36.0,39,0.10,0.12,2.45,2.75
181761,13.4,54.0,65.05,0,1238,1.956,6.38,33.0,-1.70,-1.59,39.6,36.0,39,0.10,0.12,2.45,2.75
181921,13.4,54.0,66.11,0,1218,1.952,6.00,33.0,-2.14,-2.03,40.4,36.0,39,0.10,0.12,2.45,2.75
182082,13.5,54.8,66.39,0,1213,1.980,6.00,33.0,-0.60,-2.47,40.4,36.0,39,0.10,0.12,2.45,2.75
182242,13.4,54.8,70.65,0,1140,2.008,5.62,33.0,-0.16,-0.16,40.4,36.0,39,0.10,0.12,2.45,2.75
182402,13.4,54.8,100.48,0,995,2.700,3.75,33.0,0.21,0.22,40.4,36.0,38,0.10,0.12,2.45,2.75
182562,13.3,54.8,120.27,0,889,3.128,3.00,33.0,0.53,0.54,40.4,36.0,38,0.10,0.12,2.45,2.75
182722,13.2,54.8,123.20,0,834,3.764,3.00,33.0,0.83,0.83,40.4,36.0,38,0.10,0.12,2.45,2.75
182881,13.3,54.8,110.63,0,841,3.828,3.00,33.0,1.17,1.20,40.4,36.0,38,0.10,0.12,2.45,2.75
183042,13.4,54.8,89.76,0,959,3.564,3.38,33.0,1.17,1.25,40.4,36.0,38,0.10,0.12,2.45,2.75
183202,13.4,54.8,74.99,0,1148,2.972,6.00,33.0,1.17,1.25,40.4,36.0,38,0.10,0.12,2.45,2.75
183362,13.5,54.8,56.96,0,1487,2.784,6.75,33.0,1.17,1.25,40.4,36.0,36,0.10,0.12,2.45,2.75
183562,13.5,54.8,50.18,0,1522,2.140,7.12,33.0,1.17,1.25,40.4,36.0,36,0.10,0.12,2.45,2.75
183723,13.5,54.8,58.44,0,1568,2.064,7.12,33.0,-1.37,-1.15,40.4,36.0,36,0.10,0.12,2.45,2.75
183922,13.4,54.8,53.65,0,1527,1.856,1.88,33.0,-2.11,-1.89,40.4,36.0,36,0.10,0.12,2.45,2.75
184122,13.4,54.8,49.16,0,1497,1.716,-3.38,33.0,-2.84,-2.62,40.4,36.0,36,0.10,0.12,2.45,2.75
184321,13.4,54.8,48.97,0,1474,1.652,-5.25,33.0,0.00,0.00,40.4,36.0,36,0.10,0.12,2.45,2.75
184481,13.5,54.8,49.58,0,1456,1.620,-5.62,33.0,0.00,0.00,40.4,36.0,34,0.10,0.12,2.45,2.75
184642,13.5,54.8,50.39,0,1433,1.604,-5.62,33.0,0.00,0.00,40.4,36.0,34,0.10,0.12,2.45,2.75
184801,13.5,54.8,52.19,0,1410,1.612,-6.00,33.0,0.00,0.00,40.4,36.0,34,0.10,0.12,2.45,2.75
184962,13.4,54.8,52.64,0,1398,1.620,-6.38,33.0,0.00,0.00,40.4,36.0,34,0.10,0.12,2.45,2.75
185122,13.5,54.8,53.31,0,1380,1.620,-6.38,33.0,0.00,0.00,40.4,36.0,34,0.10,0.12,2.45,2.75
185321,13.5,54.8,55.37,0,1354,1.632,-6.75,33.0,0.00,0.00,40.4,36.0,34,0.10,0.12,2.45,2.75
185523,13.5,54.8,56.24,0,1333,1.656,-7.12,33.0,0.00,0.00,40.4,36.0,31,0.10,0.12,2.45,2.75
185722,13.5,54.8,58.38,0,1308,1.692,-7.12,33.0,0.00,0.00,40.4,36.0,31,0.10,0.12,2.45,2.75
185922,13.4,54.8,59.52,0,1283,1.724,-7.50,33.0,0.00,0.00,40.4,36.0,31,0.10,0.12,2.45,2.75
186082,13.5,54.8,61.51,0,1264,1.760,-7.88,33.0,0.00,0.00,40.4,36.0,31,0.10,0.12,2.45,2.75
186281,13.5,54.8,62.55,0,1243,1.800,-8.25,33.0,0.00,0.00,40.4,36.0,31,0.10,0.12,2.45,2.75
186482,13.5,54.8,66.01,0,1220,1.848,-8.25,33.0,0.00,0.00,40.4,36.0,28,0.10,0.12,2.45,2.75
186683,13.5,54.8,67.51,0,1193,1.912,-8.62,33.0,0.00,0.00,40.4,36.0,28,0.10,0.12,2.45,2.75
186882,13.5,54.8,68.72,0,1172,1.964,-9.00,33.0,0.00,0.00,40.4,36.0,28,0.10,0.12,2.45,2.75
187041,13.4,54.8,69.67,0,1156,2.012,-9.38,33.0,0.00,0.00,40.4,36.0,28,0.10,0.12,2.45,2.75
187202,13.5,54.8,77.00,0,1136,2.120,0.75,33.0,0.00,0.00,40.4,36.0,28,0.10,0.12,2.45,2.75
187361,13.5,54.8,91.92,0,1133,2.316,9.75,33.0,2.14,0.28,40.4,36.0,26,0.10,0.12,2.45,2.75
187522,13.5,54.8,103.17,0,1144,3.000,15.38,33.0,2.55,0.69,40.4,36.0,26,0.10,0.12,2.45,2.75
187682,13.5,54.8,117.46,0,1135,3.752,15.00,33.0,2.99,1.13,40.4,36.0,26,0.10,0.12,2.45,2.75
187881,13.5,54.8,156.89,0,1124,4.808,13.50,33.0,3.62,1.76,40.4,36.0,26,0.10,0.12,2.45,2.75
188041,13.4,54.8,171.00,0,1080,6.008,12.75,33.0,3.84,2.18,40.4,36.0,26,0.10,0.12,2.45,2.75
188201,13.4,54.8,267.95,0,1078,7.796,10.12,33.0,3.84,2.18,40.4,36.0,26,0.10,0.12,2.45,2.75
188363,13.5,54.8,281.45,0,1120,9.228,9.38,33.0,3.84,2.18,40.4,36.0,24,0.10,0.12,2.45,2.75
188561,13.5,54.8,299.88,0,1116,10.164,9.00,33.0,1.63,2.18,40.4,36.0,24,0.10,0.12,2.45,2.75
188761,13.5,54.8,305.33,0,1137,10.860,8.62,33.0,0.27,-1.13,40.4,36.0,24,0.10,0.12,2.45,2.75
188963,13.5,54.8,291.34,0,1163,10.532,10.12,33.0,-1.10,-2.51,40.4,36.0,24,0.10,0.12,2.45,2.75
189162,13.4,54.8,291.98,0,1189,10.184,10.88,33.0,-2.56,-3.96,40.4,36.0,24,0.10,0.12,2.45,2.75
189321,13.4,54.8,295.66,0,1193,10.104,10.50,33.0,-3.73,-5.13,40.4,36.0,24,0.10,0.12,2.45,2.75
189482,13.5,54.8,314.01,0,1225,10.072,10.88,33.8,-4.90,-6.31,40.4,36.0,25,0.10,0.12,2.45,2.75
189681,13.5,54.8,305.09,0,1320,10.040,12.75,33.8,-6.52,-7.93,40.4,36.0,25,0.10,0.12,2.45,2.75
189842,13.5,54.8,304.56,0,1304,9.936,5.25,33.8,-7.85,-9.26,40.4,36.0,25,0.10,0.12,2.45,2.75
190042,13.4,55.5,298.16,0,1318,9.652,-2.25,33.8,-9.50,-10.91,40.4,36.0,25,0.10,0.12,2.45,2.75
190242,13.4,55.5,293.76,0,1352,9.584,-3.75,33.8,-7.84,-8.10,40.4,36.0,25,0.10,0.12,2.45,2.75
190442,13.5,55.5,294.22,0,1364,9.664,-3.38,33.8,-6.10,-6.36,41.2,36.0,29,0.10,0.12,2.45,2.75
190641,13.5,55.5,288.71,0,1390,9.648,-2.62,33.8,-4.36,-4.62,41.2,36.0,29,0.10,0.12,2.45,2.75
190801,13.5,55.5,290.94,0,1389,9.644,-2.62,33.8,-3.00,-3.25,41.2,36.0,29,0.10,0.12,2.45,2.75
190961,13.4,55.5,275.13,0,1393,9.304,-2.62,33.8,-1.61,-1.86,41.2,36.0,29,0.10,0.12,2.45,2.75
191121,13.5,55.5,257.67,0,1412,8.820,-1.50,33.8,-0.22,-0.47,41.2,36.0,29,0.10,0.12,2.45,2.75
191282,13.4,55.5,254.43,0,1430,8.728,-0.38,33.8,1.18,0.92,41.2,36.0,29,0.10,0.12,2.45,2.75
191443,13.5,55.5,236.37,0,1457,8.532,14.62,33.0,2.57,2.31,41.2,36.0,31,0.10,0.12,2.45,2.75
191643,13.5,55.5,202.39,0,1482,7.708,15.38,33.0,4.22,3.80,41.2,36.0,31,0.10,0.12,2.45,2.75
191842,13.5,55.5,176.39,0,1488,6.800,16.50,33.0,4.38,3.80,41.2,36.0,31,0.10,0.12,2.45,2.75
192002,13.4,55.5,170.22,0,1501,6.276,17.25,33.0,4.38,3.80,41.2,36.0,31,0.10,0.12,2.45,2.75
192162,13.5,55.5,160.20,0,1517,5.908,18.00,33.0,4.38,3.80,41.2,36.0,31,0.10,0.12,2.45,2.75
192322,13.4,55.5,148.71,0,1522,5.228,19.12,33.0,4.38,3.80,41.2,36.0,31,0.10,0.12,2.45,2.75
192522,13.5,55.5,50.60,0,1509,3.464,16.50,33.0,1.81,0.88,41.2,36.0,33,0.10,0.12,2.45,2.75
192721,13.4,55.5,48.74,0,1510,2.512,11.25,33.0,0.96,0.03,41.2,36.0,33,0.10,0.12,2.45,2.75
192883,13.4,55.5,48.04,0,1503,2.112,7.12,33.0,0.33,-0.60,41.2,36.0,33,0.10,0.12,2.45,2.75
193082,13.5,55.5,48.33,0,1494,1.756,2.25,33.0,-0.40,-1.33,41.2,36.0,33,0.10,0.12,2.45,2.75
193282,13.5,55.5,47.80,0,1481,1.704,-2.62,33.0,-1.14,-0.06,41.2,36.0,33,0.10,0.12,2.45,2.75
193482,13.5,55.5,47.44,0,1463,1.600,-5.25,33.0,0.00,0.00,41.2,36.0,33,0.10,0.12,2.45,2.75
193642,13.5,55.5,48.80,0,1451,1.596,-5.62,33.0,0.00,0.00,41.2,36.0,33,0.10,0.12,2.45,2.75
193802,13.5,55.5,49.08,0,1443,1.592,-5.62,33.0,0.00,0.00,41.2,36.0,33,0.10,0.12,2.45,2.75
193962,13.4,55.5,49.58,0,1428,1.596,-6.00,33.0,0.00,0.00,41.2,36.0,33,0.10,0.12,2.45,2.75
194123,13.5,55.5,51.07,0,1414,1.608,-6.00,33.0,0.00,0.00,41.2,36.0,33,0.10,0.12,2.45,2.75
194322,13.4,55.5,51.68,0,1397,1.604,-6.38,33.0,0.00,0.00,41.2,36.0,33,0.10,0.12,2.45,2.75
194525,13.5,55.5,52.40,0,1378,1.604,-6.38,33.0,0.00,0.00,41.2,36.0,32,0.10,0.12,2.45,2.75
194723,13.5,55.5,53.95,0,1364,1.596,-6.75,33.0,0.00,0.00,41.2,36.0,32,0.10,0.12,2.45,2.75
194922,13.4,55.5,54.46,0,1351,1.612,-6.75,33.0,0.00,0.00,41.2,36.0,32,0.10,0.12,2.45,2.75
195082,13.5,55.5,54.88,0,1341,1.628,-6.75,33.0,0.00,0.00,41.2,36.0,32,0.10,0.12,2.45,2.75
195242,13.5,55.5,55.58,0,1324,1.644,-7.12,33.0,0.00,0.00,41.2,36.0,32,0.10,0.12,2.45,2.75
195442,13.5,55.5,57.15,0,1312,1.668,-7.12,33.0,0.00,0.00,41.2,36.0,30,0.10,0.12,2.45,2.75
195603,13.4,55.5,58.57,0,1304,1.704,-7.50,33.0,0.00,0.00,41.2,36.0,30,0.10,0.12,2.45,2.75
195803,13.5,55.5,59.10,0,1292,1.712,-7.50,33.0,0.00,0.00,41.2,36.0,30,0.10,0.12,2.45,2.75
196001,13.4,55.5,59.57,0,1282,1.748,-7.50,33.0,0.00,0.00,41.2,36.0,30,0.10,0.12,2.45,2.75
196162,13.4,55.5,60.18,0,1269,1.768,-7.88,33.0,0.00,0.00,41.2,36.0,30,0.10,0.12,2.45,2.75
196362,13.4,55.5,60.79,0,1256,1.788,-7.88,33.0,0.00,0.00,41.2,36.0,29,0.10,0.12,2.45,2.75
196523,13.5,55.5,62.15,0,1251,1.804,-7.88,33.0,0.00,0.00,41.2,36.0,29,0.10,0.12,2.45,2.75
196722,13.5,55.5,62.81,0,1238,1.824,-8.25,33.0,0.00,0.00,41.2,36.0,29,0.10,0.12,2.45,2.75
196922,13.5,55.5,63.42,0,1226,1.860,-8.25,33.0,0.00,0.00,41.2,36.0,29,0.10,0.12,2.45,2.75
197122,13.5,55.5,63.85,0,1218,1.872,-8.25,33.0,0.00,0.00,41.2,36.0,29,0.10,0.12,2.45,2.75
197282,13.4,55.5,63.89,0,1217,1.884,-8.25,33.0,0.00,0.00,41.2,36.0,29,0.10,0.12,2.45,2.75
197481,13.5,55.5,66.56,0,1189,1.908,-9.00,33.0,0.00,0.00,41.2,36.0,27,0.10,0.12,2.45,2.75
197642,13.5,55.5,68.30,0,1159,1.944,-9.38,33.0,0.00,0.00,41.2,36.0,27,0.10,0.12,2.45,2.75
197842,13.5,55.5,66.85,0,1163,1.980,-9.38,33.0,0.00,0.00,41.2,36.0,27,0.10,0.12,2.45,2.75
198043,13.4,55.5,66.98,0,1161,1.996,-9.38,33.0,0.00,0.00,41.2,36.0,27,0.10,0.12,2.45,2.75
198241,13.4,55.5,67.91,0,1145,2.020,-9.75,33.0,0.00,0.00,41.2,36.0,27,0.10,0.12,2.45,2.75
198402,13.4,55.5,67.70,0,1128,2.032,-10.12,33.0,0.00,0.00,42.0,36.0,26,0.10,0.12,2.45,2.75
198562,13.5,55.5,69.55,0,1118,2.044,-10.12,33.0,0.00,0.00,42.0,36.0,26,0.10,0.12,2.45,2.75
198722,13.5,55.5,68.42,0,1116,2.048,-10.12,33.0,0.00,0.00,42.0,36.0,26,0.10,0.12,2.45,2.75
198881,13.5,55.5,71.88,0,1101,2.116,-3.38,33.0,0.00,0.00,42.0,36.0,26,0.10,0.12,2.45,2.75
