Time (msec),* Battery voltage (V),* Coolant Temperature (°C),* Engine Load (mg/stroke),* Electric fan (%),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Ignition Angle (° CRK),* Intake Air Temperature (°C),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Oil Temperature (°C),* Radiator outlet temperature (°C),* Vehicle Speed (km/h),** Lambda Additive Adaptation - Bank 1 (ms),** Lambda Additive Adaptation - Bank 2 (ms),** Lambda Multiplicative Adaptation - Bank 1 (%),** Lambda Multiplicative Adaptation - Bank 2 (%)
705010,13.5,92.2,128.67,0,2234,3.888,28.50,38.2,-2.36,2.34,86.5,56.2,84,0.10,0.12,2.45,2.75
705210,13.6,92.2,125.51,0,2235,3.852,28.50,38.2,-0.31,2.34,86.5,56.2,84,0.10,0.12,2.45,2.75
705410,13.5,92.2,125.21,0,2229,3.844,28.50,38.2,1.15,2.34,86.5,56.2,83,0.10,0.12,2.45,2.75
705571,13.5,92.2,122.88,0,2226,3.808,28.50,38.2,1.30,-0.32,86.5,56.2,83,0.10,0.12,2.45,2.75
705770,13.6,92.2,122.88,0,2226,3.768,28.50,38.2,1.30,-1.78,86.5,56.2,83,0.10,0.12,2.45,2.75
705971,13.5,92.2,124.13,0,2226,3.764,28.50,38.2,1.30,0.29,86.5,56.2,83,0.10,0.12,2.45,2.75
706171,13.5,92.2,125.15,0,2219,3.768,28.50,38.2,1.30,1.76,86.5,56.2,83,0.10,0.12,2.45,2.75
706370,13.5,92.2,125.72,0,2220,3.636,28.50,38.2,-2.16,1.83,86.5,56.2,84,0.10,0.12,2.45,2.75
706531,13.6,92.2,124.70,0,2216,3.700,28.50,38.2,-0.52,-1.04,86.5,56.2,84,0.10,0.12,2.45,2.75
706730,13.4,92.2,124.87,0,2213,3.764,28.50,38.2,0.94,-0.43,86.5,56.2,84,0.10,0.12,2.45,2.75
706890,13.6,92.2,125.04,0,2210,3.816,28.50,38.2,1.82,0.74,86.5,56.2,84,0.10,0.12,2.45,2.75
707050,13.6,92.2,124.47,0,2209,3.816,28.50,38.2,1.82,1.47,86.5,56.2,84,0.10,0.12,2.45,2.75
707250,13.5,92.2,123.90,0,2208,3.708,28.50,38.2,-1.34,-0.88,86.5,56.2,84,0.10,0.12,2.45,2.75
707410,13.5,92.2,122.75,0,2206,3.624,28.50,38.2,-2.52,-2.05,86.5,56.2,82,0.10,0.12,2.45,2.75
707571,13.6,92.2,123.16,0,2210,3.668,28.50,38.2,-0.88,-3.23,86.5,56.2,82,0.10,0.12,2.45,2.75
707770,13.5,92.2,122.75,0,2206,3.700,28.50,38.2,0.58,-0.27,86.5,56.2,82,0.10,0.12,2.45,2.75
707930,13.5,92.2,122.97,0,2202,3.716,28.50,38.2,0.88,0.90,86.5,56.2,82,0.10,0.12,2.45,2.75
708090,13.6,92.2,119.70,0,2204,3.708,28.50,38.2,0.88,1.63,86.5,56.2,82,0.10,0.12,2.45,2.75
708250,13.5,92.2,119.19,0,2202,3.576,28.50,38.2,-2.21,-0.80,86.5,56.2,82,0.10,0.12,2.45,2.75
708451,13.5,92.2,120.72,0,2197,3.624,28.50,38.2,-0.87,-2.27,86.5,56.2,82,0.10,0.12,2.45,2.75
708651,13.5,92.2,120.44,0,2202,3.684,28.50,38.2,0.59,-0.05,86.5,56.2,82,0.10,0.12,2.45,2.75
708851,13.5,92.2,212.18,0,2199,5.064,27.00,38.2,1.54,1.13,86.5,56.2,82,0.10,0.12,2.45,2.75
709052,13.5,92.2,208.74,0,2202,6.112,18.75,38.2,1.54,-1.99,86.5,55.5,82,0.10,0.12,2.45,2.75
709251,13.4,92.2,205.65,0,2208,6.052,12.75,38.2,-2.46,-4.18,86.5,55.5,82,0.10,0.12,2.45,2.75
709453,13.5,92.2,194.52,0,2213,5.808,13.88,39.0,-4.66,-4.12,86.5,55.5,82,0.10,0.12,2.45,2.75
709650,13.6,92.2,186.75,0,2216,5.784,14.62,39.0,-0.67,-1.95,86.5,55.5,82,0.10,0.12,2.45,2.75
709811,13.4,92.2,179.23,0,2216,5.684,15.38,39.0,1.01,-0.27,86.5,55.5,82,0.10,0.12,2.45,2.75
710010,13.5,92.2,168.42,0,2218,5.508,16.88,39.0,2.85,1.77,86.5,55.5,82,0.10,0.12,2.45,2.75
710170,13.5,92.2,163.04,0,2223,5.276,17.62,39.0,2.85,2.67,86.5,55.5,82,0.10,0.12,2.45,2.75
710371,13.6,92.2,157.00,0,2229,4.892,19.50,39.0,0.01,-0.75,87.3,55.5,83,0.10,0.12,2.45,2.75
710572,13.6,92.2,155.47,0,2233,4.692,19.50,39.0,-1.82,0.03,87.3,55.5,83,0.10,0.12,2.45,2.75
710769,13.5,92.2,155.94,0,2235,4.812,19.50,39.0,1.52,1.86,87.3,55.5,83,0.10,0.12,2.45,2.75
710930,13.5,92.2,154.64,0,2236,4.848,20.62,39.0,2.93,3.27,86.5,55.5,83,0.10,0.12,2.45,2.75
711132,13.6,92.2,154.09,0,2235,4.836,20.62,39.0,3.54,1.61,86.5,55.5,83,0.10,0.12,2.45,2.75
711329,13.6,92.2,153.73,0,2240,4.724,20.62,39.0,1.10,-0.13,86.5,55.5,83,0.10,0.12,2.45,2.75
711490,13.5,92.2,154.16,0,2243,4.652,20.62,39.0,-0.29,-1.52,87.3,55.5,84,0.10,0.12,2.45,2.75
711690,13.4,92.2,153.06,0,2241,4.668,20.62,39.0,0.54,1.58,87.3,55.5,84,0.10,0.12,2.45,2.75
711850,13.5,92.2,150.36,0,2244,4.700,20.62,39.0,1.93,2.97,87.3,55.5,84,0.10,0.12,2.45,2.75
712009,13.4,92.2,150.85,0,2246,4.688,20.62,39.0,2.19,3.23,87.3,55.5,84,0.10,0.12,2.45,2.75
712170,13.5,92.2,152.50,0,2249,4.584,21.38,39.0,0.02,-0.30,87.3,55.5,84,0.10,0.12,2.45,2.75
712370,13.6,92.2,149.58,0,2256,4.488,21.38,39.0,-1.81,-2.12,87.3,55.5,84,0.10,0.12,2.45,2.75
712530,13.5,92.2,149.98,0,2259,4.544,21.38,39.0,-0.12,1.03,87.3,55.5,84,0.10,0.12,2.45,2.75
712690,13.5,92.2,148.82,0,2258,4.592,21.38,39.0,1.35,2.50,87.3,55.5,84,0.10,0.12,2.45,2.75
712850,13.5,92.2,148.69,0,2260,4.636,21.38,39.0,2.72,0.14,87.3,55.5,84,0.10,0.12,2.45,2.75
713012,13.4,92.2,139.90,0,2263,4.512,21.38,39.0,2.72,-1.32,87.3,54.8,84,0.10,0.12,2.45,2.75
713210,13.5,92.2,133.09,0,2264,4.208,28.88,39.0,-0.13,-3.04,87.3,54.8,84,0.10,0.12,2.45,2.75
713370,13.5,92.2,129.92,0,2266,3.996,28.88,39.0,-1.45,-0.99,87.3,54.8,85,0.10,0.12,2.45,2.75
713571,13.6,92.2,126.36,0,2264,3.788,28.88,39.0,-3.09,0.65,87.3,54.8,85,0.10,0.12,2.45,2.75
713771,13.4,92.2,119.96,0,2269,3.756,28.88,39.0,0.19,1.43,87.3,54.8,85,0.10,0.12,2.45,2.75
713970,13.5,92.2,119.38,0,2268,3.704,28.88,39.0,1.37,-1.84,87.3,54.8,85,0.10,0.12,2.45,2.75
714130,13.5,92.2,118.77,0,2268,3.664,28.88,39.0,1.37,-3.02,87.3,54.8,85,0.10,0.12,2.45,2.75
714292,13.4,92.2,120.61,0,2268,3.548,28.88,39.0,-1.17,-0.39,87.3,54.8,85,0.10,0.12,2.45,2.75
714491,13.5,92.2,119.58,0,2276,3.520,28.88,39.0,-2.64,1.07,87.3,54.8,84,0.10,0.12,2.45,2.75
714690,13.5,92.2,120.40,0,2272,3.608,28.88,39.0,-0.01,-0.88,87.3,54.8,84,0.10,0.12,2.45,2.75
714850,13.5,92.2,119.68,0,2274,3.648,28.88,39.0,1.16,-2.05,87.3,54.8,84,0.10,0.12,2.45,2.75
715011,13.4,92.2,119.74,0,2273,3.640,28.88,39.0,1.16,-3.23,87.3,54.8,84,0.10,0.12,2.45,2.75
715211,13.5,92.2,117.65,0,2278,3.524,28.88,39.0,-1.38,-0.16,87.3,54.8,84,0.10,0.12,2.45,2.75
715410,13.4,92.2,117.18,0,2275,3.472,28.88,39.0,-2.85,1.16,87.3,54.8,85,0.10,0.12,2.45,2.75
715571,13.5,92.2,119.17,0,2272,3.536,28.88,39.0,-0.92,-1.24,87.3,54.8,85,0.10,0.12,2.45,2.75
715771,13.5,92.2,119.74,0,2273,3.596,28.88,39.0,0.55,-2.70,87.3,54.8,85,0.10,0.12,2.45,2.75
715931,13.5,92.2,118.47,0,2274,3.616,28.88,39.0,1.13,-1.07,87.3,54.8,85,0.10,0.12,2.45,2.75
716130,13.4,92.2,119.43,0,2279,3.628,28.88,39.0,1.13,0.39,87.3,54.8,85,0.10,0.12,2.45,2.75
716290,13.5,92.2,117.10,0,2277,3.508,28.88,39.0,-2.00,0.91,87.3,54.8,85,0.10,0.12,2.45,2.75
716451,13.5,92.2,119.13,0,2273,3.464,28.88,39.0,-3.17,-2.00,87.3,54.8,85,0.10,0.12,2.45,2.75
716651,13.5,92.2,118.41,0,2275,3.532,28.88,39.0,-0.95,-3.47,87.3,54.8,85,0.10,0.12,2.45,2.75
716851,13.5,92.2,117.65,0,2278,3.572,28.88,39.0,0.52,-0.51,87.3,54.8,85,0.10,0.12,2.45,2.75
717051,13.4,93.0,118.47,0,2274,3.584,28.88,39.0,0.52,0.95,87.3,54.8,85,0.10,0.12,2.45,2.75
717251,13.4,93.0,119.53,0,2277,3.472,28.88,39.0,-2.32,-1.59,87.3,54.8,85,0.10,0.12,2.45,2.75
717452,13.4,93.0,119.02,0,2275,3.496,28.88,39.0,-1.56,-3.06,87.3,54.8,85,0.10,0.12,2.45,2.75
717650,13.5,93.0,118.85,0,2278,3.564,28.88,39.0,-0.10,-0.10,87.3,54.8,85,0.10,0.12,2.45,2.75
717851,13.5,93.0,117.69,0,2277,3.596,28.88,39.0,0.85,1.07,87.3,54.8,85,0.10,0.12,2.45,2.75
718050,13.5,93.0,119.47,0,2278,3.620,28.88,39.0,0.85,-1.69,87.3,54.8,85,0.10,0.12,2.45,2.75
718211,13.4,93.0,118.26,0,2278,3.508,28.88,39.0,-2.20,-2.86,87.3,54.8,85,0.10,0.12,2.45,2.75
718410,13.4,93.0,117.80,0,2275,3.444,28.88,39.0,-3.67,-1.23,87.3,54.8,85,0.10,0.12,2.45,2.75
718571,13.5,93.0,119.43,0,2279,3.532,28.88,39.0,-1.01,-0.06,87.3,54.8,85,0.10,0.12,2.45,2.75
718770,13.5,93.0,118.26,0,2278,3.596,28.88,39.0,0.46,0.89,87.3,54.8,85,0.10,0.12,2.45,2.75
718930,13.5,93.0,117.65,0,2278,3.580,28.88,39.0,0.53,-1.87,87.3,54.8,85,0.10,0.12,2.45,2.75
719130,13.5,93.0,118.66,0,2282,3.504,28.88,39.0,-1.94,-3.33,87.3,54.8,85,0.10,0.12,2.45,2.75
719330,13.5,93.0,119.26,0,2282,3.444,28.88,39.0,-3.40,-0.82,87.3,54.8,85,0.10,0.12,2.45,2.75
719530,13.5,93.0,118.56,0,2284,3.504,28.88,39.0,-1.04,0.64,87.3,54.0,85,0.10,0.12,2.45,2.75
719730,13.5,93.0,118.45,0,2286,3.556,28.88,39.0,0.43,-1.53,87.3,54.0,85,0.10,0.12,2.45,2.75
719892,13.6,93.0,120.21,0,2287,3.596,28.88,39.0,1.02,-2.70,87.3,54.0,85,0.10,0.12,2.45,2.75
720090,13.5,93.0,118.90,0,2289,3.580,28.88,39.0,1.02,-1.65,87.3,54.0,85,0.10,0.12,2.45,2.75
720292,13.5,93.0,117.03,0,2290,3.452,28.88,39.0,-2.41,-0.19,87.3,54.0,85,0.10,0.12,2.45,2.75
720491,13.4,93.0,117.48,0,2293,3.488,28.88,39.0,-1.36,0.84,87.3,54.0,85,0.10,0.12,2.45,2.75
720690,13.5,93.0,116.88,0,2293,3.540,28.88,39.0,0.11,-2.07,87.3,54.0,85,0.10,0.12,2.45,2.75
720850,13.6,93.0,119.24,0,2294,3.568,28.88,39.0,0.77,-3.24,87.3,54.0,85,0.10,0.12,2.45,2.75
721050,13.5,93.0,118.49,0,2297,3.580,28.88,39.0,0.77,-1.02,87.3,54.0,85,0.10,0.12,2.45,2.75
721210,13.5,93.0,117.77,0,2299,3.464,28.88,39.0,-2.29,0.15,87.3,54.0,85,0.10,0.12,2.45,2.75
721370,13.5,93.0,117.18,0,2299,3.416,28.88,39.0,-3.46,0.44,87.3,54.0,85,0.10,0.12,2.45,2.75
721529,13.5,93.0,116.31,0,2304,3.504,28.88,39.0,-0.95,-2.61,87.3,54.0,85,0.10,0.12,2.45,2.75
721691,13.5,93.0,117.96,0,2307,3.548,28.88,39.0,0.22,-3.79,87.3,54.0,85,0.10,0.12,2.45,2.75
721891,13.5,93.0,117.96,0,2307,3.564,28.88,39.0,0.74,-0.98,87.3,54.0,85,0.10,0.12,2.45,2.75
722089,13.5,93.0,117.16,0,2311,3.480,28.88,39.0,-1.58,0.41,87.3,54.0,85,0.10,0.12,2.45,2.75
722290,13.6,93.0,115.82,0,2314,3.508,28.88,39.0,-3.05,-2.13,87.3,54.0,85,0.10,0.12,2.45,2.75
722452,13.5,93.0,296.26,0,2325,5.924,20.62,39.0,-4.35,-3.43,87.3,54.0,87,0.10,0.12,2.45,2.75
722651,13.5,93.0,291.93,0,2345,8.456,3.75,39.0,-3.05,-3.23,87.3,54.0,87,0.10,0.12,2.45,2.75
722851,13.5,93.0,374.05,0,2350,11.116,3.38,39.0,-0.22,-0.39,87.3,54.0,87,0.10,0.12,2.45,2.75
723051,13.4,93.0,344.36,0,2355,11.244,2.62,39.8,2.41,1.76,87.3,54.0,87,0.10,0.12,2.45,2.75
723250,13.5,93.0,345.27,0,2369,10.880,3.00,39.8,0.15,-2.52,87.3,54.0,87,0.10,0.12,2.45,2.75
723452,13.5,93.0,343.66,0,2380,10.476,3.00,39.0,-2.96,-0.75,87.3,54.0,87,0.10,0.12,2.45,2.75
723650,13.6,93.0,340.10,0,2405,10.836,3.00,39.0,0.36,2.36,87.3,54.0,87,0.10,0.12,2.45,2.75
723859,13.5,93.0,339.12,0,2416,11.088,3.00,39.0,3.48,4.39,87.3,54.0,87,0.10,0.12,2.45,2.75
724051,13.5,93.0,343.89,0,2435,11.252,3.38,39.0,4.88,-0.05,87.3,54.0,87,0.10,0.12,2.45,2.75
724211,13.5,93.0,339.93,0,2447,10.948,3.38,39.0,2.00,-0.80,87.3,54.0,87,0.10,0.12,2.45,2.75
724410,13.5,93.0,341.96,0,2465,10.652,3.38,38.2,-1.17,2.36,87.3,54.0,91,0.10,0.12,2.45,2.75
724569,13.5,93.0,338.47,0,2474,10.884,3.75,38.2,1.21,4.77,87.3,54.0,91,0.10,0.12,2.45,2.75
724730,13.5,93.0,341.99,0,2477,11.112,3.75,38.2,3.77,2.05,87.3,54.0,91,0.10,0.12,2.45,2.75
724891,13.5,93.0,342.45,0,2502,11.228,3.75,38.2,4.25,-0.51,87.3,54.0,91,0.10,0.12,2.45,2.75
725090,13.5,93.0,343.43,0,2511,10.828,3.75,38.2,0.74,-1.02,87.3,54.0,91,0.10,0.12,2.45,2.75
725291,13.5,93.0,338.09,0,2526,10.428,3.75,38.2,-2.47,2.19,87.3,54.0,91,0.10,0.12,2.45,2.75
725491,13.5,93.0,336.22,0,2540,10.752,4.12,38.2,0.58,4.29,87.3,54.0,93,0.10,0.12,2.45,2.75
725691,13.5,93.0,336.96,0,2551,11.072,4.50,38.2,3.88,-0.07,87.3,54.0,93,0.10,0.12,2.45,2.75
725890,13.5,93.0,340.95,0,2570,11.176,4.50,37.5,4.87,-0.66,87.3,54.0,93,0.10,0.12,2.45,2.75
726090,13.5,93.0,338.70,0,2583,10.764,4.50,37.5,1.00,2.63,87.3,54.0,93,0.10,0.12,2.45,2.75
726290,13.5,93.0,338.07,0,2592,10.404,4.88,37.5,-2.29,4.11,87.3,54.0,93,0.10,0.12,2.45,2.75
726490,13.5,93.0,336.14,0,2615,10.616,4.88,37.5,0.76,-0.76,87.3,54.0,96,0.10,0.12,2.45,2.75
726691,13.5,93.0,339.08,0,2621,10.924,5.25,37.5,4.14,-0.09,87.3,54.0,96,0.10,0.12,2.45,2.75
726890,13.6,93.0,334.44,0,2645,11.044,5.25,37.5,5.16,3.30,87.3,54.0,96,0.10,0.12,2.45,2.75
727090,13.5,93.0,334.61,0,2656,10.676,5.25,37.5,1.11,4.65,87.3,54.0,96,0.10,0.12,2.45,2.75
727290,13.5,93.0,337.13,0,2665,10.260,5.25,37.5,-2.26,-0.23,87.3,54.0,96,0.10,0.12,2.45,2.75
727451,13.5,93.0,335.78,0,2680,10.584,6.00,36.8,1.44,-2.88,87.3,54.0,98,0.10,0.12,2.45,2.75
727650,13.5,93.0,336.18,0,2685,10.952,5.62,36.8,4.83,1.56,87.3,54.0,98,0.10,0.12,2.45,2.75
727850,13.5,93.0,337.56,0,2707,10.836,6.00,36.8,3.49,4.61,87.3,54.0,98,0.10,0.12,2.45,2.75
728010,13.5,93.0,325.90,0,2710,10.420,6.00,36.8,0.78,2.08,87.3,54.0,98,0.10,0.12,2.45,2.75
728171,13.5,93.0,311.09,0,2723,9.720,7.12,36.8,-1.93,-0.63,87.3,54.0,98,0.10,0.12,2.45,2.75
728330,13.6,93.0,310.39,0,2729,9.480,7.50,36.8,-2.25,-3.33,87.3,54.0,98,0.10,0.12,2.45,2.75
728490,13.5,93.0,307.51,0,2732,9.668,7.50,36.8,0.38,-1.29,87.3,54.0,101,0.10,0.12,2.45,2.75
728651,13.5,93.0,261.10,0,2739,9.092,9.00,36.8,2.52,1.35,87.3,54.0,101,0.10,0.12,2.45,2.75
728810,13.5,93.0,207.53,0,2750,7.628,10.88,36.8,0.26,-0.44,87.3,54.0,101,0.10,0.12,2.45,2.75
728972,13.5,93.8,148.63,0,2747,5.728,14.25,36.0,-2.07,-2.77,87.3,54.0,101,0.10,0.12,2.45,2.75
729170,13.5,93.8,117.10,0,2751,4.224,22.12,36.0,-4.62,-5.31,87.3,54.0,101,0.10,0.12,2.45,2.75
729330,13.5,93.8,119.68,0,2750,3.728,30.38,36.0,-6.36,-7.06,87.3,54.0,101,0.10,0.12,2.45,2.75
729490,13.5,93.8,120.55,0,2753,3.528,30.38,36.0,-7.94,-8.64,87.3,54.0,102,0.10,0.12,2.45,2.75
729651,13.6,93.8,119.81,0,2747,3.488,30.00,36.0,-6.32,-6.05,87.3,54.0,102,0.10,0.12,2.45,2.75
729851,13.5,93.8,120.95,0,2744,3.524,30.00,36.0,-4.49,-4.22,87.3,54.0,102,0.10,0.12,2.45,2.75
730050,13.5,93.8,121.08,0,2741,3.572,30.00,36.0,-2.65,-2.39,87.3,54.0,102,0.10,0.12,2.45,2.75
730251,13.5,93.8,145.00,0,2739,4.144,30.00,36.0,-0.81,-0.55,87.3,54.0,102,0.10,0.12,2.45,2.75
730451,13.5,93.8,255.51,0,2750,6.880,20.62,36.0,0.25,0.50,87.3,54.0,103,0.10,0.12,2.45,2.75
730610,13.5,93.8,251.65,0,2748,7.680,12.00,36.0,2.57,2.24,87.3,54.0,103,0.10,0.12,2.45,2.75
730810,13.5,93.8,246.61,0,2748,7.460,11.25,36.0,-0.93,-1.87,87.3,54.0,103,0.10,0.12,2.45,2.75
731010,13.4,93.8,247.44,0,2750,7.508,11.62,36.0,-0.33,-0.36,87.3,54.0,103,0.10,0.12,2.45,2.75
731171,13.5,93.8,235.23,0,2751,7.516,12.00,36.0,2.12,2.09,87.3,54.0,103,0.10,0.12,2.45,2.75
731371,13.6,93.8,177.36,0,2748,6.332,14.25,36.0,0.56,0.53,87.3,54.0,103,0.10,0.12,2.45,2.75
731531,13.5,93.8,171.68,0,2750,5.604,16.88,36.0,-1.63,-1.65,87.3,54.0,103,0.10,0.12,2.45,2.75
731731,13.4,93.8,172.70,0,2750,5.172,19.12,36.0,-4.22,-4.24,87.3,54.0,103,0.10,0.12,2.45,2.75
731931,13.5,93.8,172.89,0,2747,5.096,19.12,36.0,-3.51,-3.79,87.3,54.0,103,0.10,0.12,2.45,2.75
732130,13.5,93.8,175.60,0,2744,5.220,19.12,36.0,-0.95,-1.23,87.3,54.0,103,0.10,0.12,2.45,2.75
732330,13.6,93.8,173.46,0,2738,5.340,19.12,36.0,1.61,1.33,87.3,54.0,103,0.10,0.12,2.45,2.75
732530,13.6,93.8,175.67,0,2735,5.204,19.12,36.0,-0.97,3.00,87.3,54.0,103,0.10,0.12,2.45,2.75
732732,13.4,93.8,171.81,0,2732,5.220,19.12,36.0,-0.52,-1.25,87.3,54.0,103,0.10,0.12,2.45,2.75
732930,13.5,93.8,174.54,0,2729,5.352,19.12,36.0,2.01,-1.28,87.3,54.0,103,0.10,0.12,2.45,2.75
733131,13.6,93.8,174.73,0,2726,5.284,19.12,36.0,0.32,1.28,87.3,54.0,103,0.10,0.12,2.45,2.75
733332,13.5,93.8,258.77,0,2726,6.516,15.75,36.0,-2.25,2.95,87.3,54.0,103,0.10,0.12,2.45,2.75
733531,13.5,93.8,305.54,0,2736,9.184,8.62,36.8,1.55,2.87,87.3,54.0,102,0.10,0.12,2.45,2.75
733692,13.4,93.8,279.56,0,2727,9.324,8.62,36.8,4.19,2.80,87.3,54.0,102,0.10,0.12,2.45,2.75
733890,13.5,93.8,274.26,0,2729,8.660,9.00,36.8,-0.28,-0.45,87.3,54.0,102,0.10,0.12,2.45,2.75
734090,13.5,93.8,274.47,0,2727,8.456,9.38,36.8,-1.11,-3.65,87.3,54.0,102,0.10,0.12,2.45,2.75
734291,13.5,93.8,272.44,0,2732,8.616,10.12,36.8,2.10,0.65,87.3,54.0,102,0.10,0.12,2.45,2.75
734491,13.6,93.8,273.88,0,2738,8.804,9.75,36.8,4.98,3.85,87.3,54.0,101,0.10,0.12,2.45,2.75
734690,13.6,93.8,270.91,0,2732,8.348,9.75,36.8,0.34,0.82,87.3,54.0,101,0.10,0.12,2.45,2.75
734850,13.5,93.8,270.41,0,2732,8.364,10.12,36.8,0.80,-1.75,87.3,54.0,101,0.10,0.12,2.45,2.75
735010,13.5,93.8,269.30,0,2738,8.568,10.12,36.8,3.36,1.60,88.1,54.0,101,0.10,0.12,2.45,2.75
735171,13.5,93.8,268.80,0,2733,8.632,10.12,36.8,5.28,4.16,88.1,54.0,101,0.10,0.12,2.45,2.75
735370,13.5,93.8,264.96,0,2741,8.232,10.12,36.8,0.49,0.80,88.1,54.0,103,0.10,0.12,2.45,2.75
735571,13.5,93.8,263.73,0,2738,8.264,10.12,36.8,0.94,-0.34,88.1,54.8,103,0.10,0.12,2.45,2.75
735770,13.5,93.8,267.50,0,2741,8.516,10.12,36.8,4.15,2.86,88.1,54.8,103,0.10,0.12,2.45,2.75
735930,13.5,93.8,269.81,0,2738,8.396,10.12,36.8,2.55,4.94,88.1,54.8,103,0.10,0.12,2.45,2.75
736090,13.5,93.8,266.97,0,2736,8.212,10.12,36.8,-0.01,1.11,88.1,54.8,103,0.10,0.12,2.45,2.75
736252,13.6,93.8,265.55,0,2735,8.184,10.12,36.8,0.13,-1.46,88.1,54.8,103,0.10,0.12,2.45,2.75
736451,13.5,93.8,263.05,0,2745,8.392,10.12,36.8,3.32,1.55,88.1,54.8,102,0.10,0.12,2.45,2.75
736650,13.5,93.8,251.69,0,2742,8.048,10.50,36.8,1.37,1.94,88.1,54.8,102,0.10,0.12,2.45,2.75
736810,13.6,93.8,223.34,0,2742,7.252,11.62,36.8,-1.07,-0.49,88.1,54.8,102,0.10,0.12,2.45,2.75
736970,13.5,93.8,215.04,0,2738,6.680,12.75,36.8,-3.37,-2.80,88.1,54.8,102,0.10,0.12,2.45,2.75
737130,13.6,93.8,219.30,0,2742,6.500,13.88,36.8,-3.50,-5.07,88.1,54.8,102,0.10,0.12,2.45,2.75
737330,13.6,93.8,223.32,0,2736,6.616,13.88,36.8,-0.66,-0.94,88.1,54.8,102,0.10,0.12,2.45,2.75
737532,13.5,93.8,220.04,0,2739,6.824,13.88,36.0,2.18,1.90,88.1,54.8,103,0.10,0.12,2.45,2.75
737732,13.5,93.8,219.87,0,2741,6.708,13.88,36.0,0.81,1.39,88.1,54.8,103,0.10,0.12,2.45,2.75
737931,13.5,93.8,224.17,0,2738,6.516,13.50,36.0,-2.02,-1.45,88.1,54.8,103,0.10,0.12,2.45,2.75
738130,13.6,94.5,219.78,0,2742,6.712,13.88,36.0,0.69,-0.44,88.1,54.8,103,0.10,0.12,2.45,2.75
738291,13.6,94.5,219.02,0,2739,6.852,13.88,36.0,2.96,1.83,88.1,54.8,103,0.10,0.12,2.45,2.75
738451,13.5,94.5,218.89,0,2747,6.744,13.88,36.8,1.03,3.68,88.1,54.8,102,0.10,0.12,2.45,2.75
738652,13.5,94.5,221.37,0,2735,6.544,13.88,36.8,-1.81,-0.38,88.1,54.8,102,0.10,0.12,2.45,2.75
738850,13.5,94.5,221.08,0,2745,6.688,13.88,36.8,0.62,0.06,88.1,54.8,102,0.10,0.12,2.45,2.75
739011,13.5,94.5,217.85,0,2741,6.828,13.88,36.8,2.89,2.33,88.1,54.8,102,0.10,0.12,2.45,2.75
739211,13.5,94.5,217.79,0,2748,6.708,13.88,36.8,0.97,1.26,88.1,54.8,102,0.10,0.12,2.45,2.75
739411,13.5,94.5,218.38,0,2747,6.508,13.88,36.8,-1.87,-1.58,88.1,54.8,103,0.10,0.12,2.45,2.75
739571,13.6,94.5,219.40,0,2747,6.632,13.88,36.8,-0.02,-0.57,88.1,54.8,103,0.10,0.12,2.45,2.75
739770,13.5,94.5,219.13,0,2744,6.792,13.88,36.8,2.83,2.28,88.1,54.8,103,0.10,0.12,2.45,2.75
739971,13.5,94.5,221.08,0,2745,6.740,13.88,36.8,1.65,1.24,88.1,54.8,103,0.10,0.12,2.45,2.75
740170,13.5,94.5,218.64,0,2750,6.520,13.88,36.8,-1.23,-1.65,88.1,54.8,103,0.10,0.12,2.45,2.75
740370,13.6,94.5,221.33,0,2748,6.660,13.88,36.8,0.93,0.81,88.1,54.8,103,0.10,0.12,2.45,2.75
740532,13.6,94.5,219.15,0,2750,6.828,14.25,36.8,3.24,3.12,88.1,54.8,103,0.10,0.12,2.45,2.75
740731,13.5,94.5,204.00,0,2750,6.432,14.62,36.8,1.19,0.93,88.1,54.8,103,0.10,0.12,2.45,2.75
740891,13.6,94.5,189.35,0,2750,5.904,16.50,36.8,-1.02,-1.28,88.1,54.8,103,0.10,0.12,2.45,2.75
741051,13.5,94.5,185.52,0,2747,5.572,16.12,36.8,-3.16,-3.42,88.1,54.8,103,0.10,0.12,2.45,2.75
741211,13.5,94.5,182.30,0,2750,5.524,17.62,36.8,-0.93,-0.66,88.1,54.8,103,0.10,0.12,2.45,2.75
741371,13.6,94.5,181.41,0,2748,5.556,18.00,36.8,1.12,1.39,88.1,54.8,103,0.10,0.12,2.45,2.75
741530,13.5,94.5,181.68,0,2744,5.632,18.00,36.8,2.92,3.19,88.1,55.5,103,0.10,0.12,2.45,2.75
741731,13.5,94.5,176.87,0,2748,5.376,18.75,36.8,-0.66,-0.39,88.1,55.5,103,0.10,0.12,2.45,2.75
741931,13.5,94.5,176.43,0,2747,5.328,19.12,36.8,-0.98,-2.95,88.1,55.5,103,0.10,0.12,2.45,2.75
742131,13.6,94.5,177.06,0,2745,5.444,19.12,36.8,1.59,0.58,88.1,55.5,103,0.10,0.12,2.45,2.75
742290,13.5,94.5,178.63,0,2744,5.552,19.12,36.8,3.64,2.63,88.1,55.5,103,0.10,0.12,2.45,2.75
742451,13.5,94.5,176.75,0,2742,5.408,19.12,36.8,0.93,3.52,88.1,55.5,102,0.10,0.12,2.45,2.75
