Time (msec),* Coolant Temperature (°C),* Electric fan (%),* Engine Load (mg/stroke),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Idle speed controller (%),* Idle speed duty cycle (%),* Ignition Angle (° CRK),* Intake Air Temperature (°C),* Knock sensor 1 (V),* Knock sensor 2 (V),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Lambda post cat heating 1 (%),* Lambda post cat heating 2 (%),* Lambda pre cat heating 1 (%),* Lambda pre cat heating 2 (%),* Mass Airflow (kg/h),* Oil Temperature (°C),* Radiator outlet temperature (°C),* Throttle Position actual (°TPS),* Throttle Position pedal (°TPS),* Throttle adaptation (V),* Vehicle Speed (km/h),* Battery voltage (V),** Lambda Additive Adaptation - Bank 1 (ms),** Lambda Additive Adaptation - Bank 2 (ms),** Lambda Multiplicative Adaptation - Bank 1 (%),** Lambda Multiplicative Adaptation - Bank 2 (%)
551494,105.8,0,301.19,2840,9.536,0.501,95.006,21.00,44.2,1.11,0.49,4.85,4.97,97,97,96,96,154.00,106.4,63.8,16.4,21.1,0.12,32,13.5,0.00,0.00,0.22,0.43
551694,105.8,0,298.02,2917,9.624,0.501,95.006,21.38,42.8,1.09,0.49,7.30,7.06,96,96,94,94,156.50,106.4,63.8,16.0,21.1,0.12,38,13.4,0.00,0.00,0.22,0.43
551854,105.8,0,265.85,2967,9.048,0.501,95.006,21.75,42.8,1.07,0.53,7.30,7.06,96,96,94,94,142.00,106.4,63.8,9.8,14.1,0.12,38,13.4,0.00,0.00,0.22,0.43
552054,105.8,0,54.69,3097,3.144,0.501,57.909,1.88,42.8,0.78,0.49,0.00,0.00,96,96,94,94,30.50,106.4,63.8,0.0,0.0,0.13,38,13.5,0.00,0.00,0.22,0.43
552215,105.8,0,73.74,2900,2.348,0.501,55.171,1.88,42.8,0.64,0.45,0.00,0.00,96,96,94,94,38.50,106.4,63.8,0.0,0.0,0.19,38,13.5,0.00,0.00,0.22,0.43
552414,105.8,0,68.21,2626,2.004,0.501,51.211,1.12,42.8,0.62,0.45,0.00,0.00,96,96,94,94,32.25,106.4,63.8,0.0,0.0,0.19,38,13.5,0.00,0.00,0.22,0.43
552574,105.8,0,64.99,2414,2.148,0.501,51.454,0.75,42.0,0.59,0.47,0.00,0.00,97,97,95,95,28.25,106.4,63.8,0.0,5.1,0.19,43,13.5,0.00,0.00,0.22,0.43
552734,105.8,0,78.28,2377,2.168,0.501,58.705,15.38,42.0,0.53,0.43,0.54,0.48,97,97,95,95,33.50,106.4,63.8,0.0,10.5,0.19,43,13.5,0.00,0.00,0.22,0.43
552895,105.8,0,101.25,2359,2.520,0.501,61.728,25.12,42.0,0.53,0.41,1.51,1.45,97,97,95,95,43.00,106.4,63.8,0.0,12.1,0.17,43,13.5,0.00,0.00,0.22,0.43
553094,105.8,0,123.50,1934,3.080,0.501,59.967,25.50,41.2,0.49,0.35,2.75,2.69,97,97,95,95,43.00,106.4,63.8,0.0,12.1,0.12,43,13.4,0.00,0.00,0.22,0.43
553254,105.8,0,116.42,2004,3.452,0.501,61.853,25.88,41.2,0.43,0.29,3.65,3.59,97,97,95,95,42.00,106.4,63.8,0.0,12.5,0.12,43,13.4,0.00,0.00,0.22,0.43
553415,105.8,0,129.45,1931,3.624,0.501,61.809,25.88,41.2,0.41,0.29,4.36,4.53,97,97,95,95,45.00,106.4,63.8,0.0,12.9,0.13,43,13.4,0.00,0.00,0.22,0.43
553615,105.8,0,126.89,1948,3.760,0.501,62.712,25.88,42.0,0.39,0.29,4.36,5.41,96,96,93,93,44.50,106.4,64.5,0.0,12.9,0.12,44,13.4,0.00,0.00,0.22,0.43
553815,105.8,0,127.52,1960,3.832,0.501,63.083,25.88,42.0,0.37,0.27,4.36,5.41,96,96,93,93,45.00,106.4,64.5,0.0,12.5,0.12,44,13.4,0.00,0.00,0.22,0.43
554014,105.8,0,129.20,1967,3.888,0.501,63.215,26.25,42.0,0.39,0.27,4.36,5.41,96,96,93,93,45.75,106.4,64.5,0.0,12.5,0.12,44,13.5,0.00,0.00,0.22,0.43
554174,105.8,0,127.37,1984,3.832,0.501,63.195,26.25,42.0,0.37,0.27,1.90,5.41,96,96,93,93,45.50,106.4,64.5,0.0,12.1,0.12,44,13.5,0.00,0.00,0.22,0.43
554334,105.8,0,115.78,1991,3.716,0.501,56.569,26.25,42.0,0.39,0.27,0.87,5.41,96,96,93,93,41.50,106.4,64.5,0.0,9.8,0.12,44,13.5,0.00,0.00,0.22,0.43
554494,105.8,0,98.28,1992,3.280,0.501,55.226,25.88,42.0,0.37,0.27,-0.11,2.47,96,96,93,93,35.25,106.4,64.5,0.0,9.4,0.14,44,13.5,0.00,0.00,0.22,0.43
554654,105.8,0,97.39,1996,2.960,0.501,54.909,26.25,42.8,0.37,0.25,-1.07,1.52,96,96,94,94,35.00,106.4,64.5,0.0,9.4,0.17,44,13.4,0.00,0.00,0.22,0.43
554815,105.8,0,89.61,1999,2.848,0.501,50.460,25.50,42.8,0.37,0.25,0.43,0.56,96,96,94,94,32.25,106.4,64.5,0.0,7.0,0.17,44,13.5,0.00,0.00,0.22,0.43
555014,105.8,0,70.73,2002,2.508,0.501,47.991,24.38,42.8,0.39,0.25,1.53,2.21,96,96,94,94,25.50,106.4,64.5,0.0,5.5,0.19,44,13.5,0.00,0.00,0.22,0.43
555175,105.8,0,67.89,2004,2.276,0.501,47.820,23.25,42.8,0.41,0.25,1.75,2.21,96,96,94,94,24.50,106.4,64.5,0.0,5.5,0.18,44,13.5,0.00,0.00,0.22,0.43
555334,105.8,0,68.04,2000,2.140,0.501,47.512,22.88,42.8,0.39,0.23,1.75,2.21,96,96,94,94,24.50,106.4,64.5,0.0,5.1,0.19,44,13.5,0.00,0.00,0.22,0.43
555534,105.8,0,67.02,1989,2.036,0.501,47.010,22.50,42.8,0.39,0.23,1.75,2.21,97,97,95,95,24.00,106.4,64.5,0.0,4.3,0.18,44,13.5,0.00,0.00,0.22,0.43
555694,105.8,0,63.91,1977,1.980,0.501,46.380,22.12,42.8,0.37,0.21,1.75,2.21,97,97,95,95,22.75,106.4,64.5,0.0,4.3,0.19,44,13.4,0.00,0.00,0.22,0.43
555854,105.8,0,62.98,1984,1.952,0.501,46.268,21.75,42.8,0.37,0.25,1.75,2.21,97,97,95,95,22.50,106.4,64.5,0.0,4.3,0.18,44,13.4,0.00,0.00,0.22,0.43
556054,105.8,0,63.40,1971,1.864,0.501,46.053,21.38,42.8,0.37,0.23,-0.83,-0.36,97,97,95,95,22.50,106.4,64.5,0.0,3.9,0.19,44,13.5,0.00,0.00,0.22,0.43
556214,105.8,0,62.72,1970,1.828,0.501,46.001,21.38,42.8,0.37,0.23,-1.63,-1.17,97,97,95,95,22.25,106.4,64.5,0.0,3.9,0.19,44,13.4,0.00,0.00,0.22,0.43
556374,105.8,0,62.15,1966,1.808,0.501,46.073,21.38,42.8,0.37,0.23,-2.44,0.25,97,97,95,95,22.00,106.4,64.5,0.0,3.9,0.19,44,13.5,0.00,0.00,0.22,0.43
556535,105.8,0,63.25,1954,1.784,0.501,46.172,21.00,42.8,0.37,0.23,-3.24,1.05,98,98,96,96,22.25,106.4,64.5,0.0,3.9,0.19,44,13.5,0.00,0.00,0.22,0.43
556734,105.8,0,63.44,1948,1.760,0.501,45.705,21.00,42.8,0.37,0.23,-4.25,2.06,98,98,96,96,22.25,106.4,64.5,0.0,3.9,0.19,44,13.5,0.00,0.00,0.22,0.43
556935,105.8,0,62.36,1937,1.804,0.501,46.137,21.00,42.8,0.37,0.23,-1.53,3.07,98,98,96,96,21.75,106.4,64.5,0.0,3.9,0.18,44,13.5,0.00,0.00,0.22,0.43
557136,105.8,0,69.82,1929,1.864,0.501,48.866,21.00,43.5,0.35,0.23,-0.61,3.11,98,98,96,96,24.25,106.4,64.5,0.0,5.9,0.19,44,13.4,0.00,0.00,0.22,0.43
557335,105.8,0,75.69,1926,1.996,0.501,50.303,22.12,43.5,0.33,0.23,0.31,3.11,98,98,96,96,26.25,106.4,64.5,0.0,6.2,0.19,44,13.5,0.00,0.00,0.22,0.43
557536,105.8,0,90.61,1931,2.272,0.501,53.700,23.25,43.5,0.33,0.23,1.23,3.11,99,99,98,98,31.50,106.4,64.5,0.0,7.0,0.19,43,13.5,0.00,0.00,0.22,0.43
557735,105.8,0,94.38,1898,2.540,0.501,53.534,24.00,43.5,0.35,0.23,2.21,3.11,99,99,98,98,32.25,106.4,64.5,0.0,7.0,0.17,43,13.4,0.00,0.00,0.22,0.43
557935,105.8,0,93.68,1927,2.748,0.501,54.164,24.75,43.5,0.35,0.21,3.22,3.21,99,99,98,98,32.50,106.4,64.5,0.0,7.0,0.16,43,13.5,0.00,0.00,0.22,0.43
558135,105.8,0,95.72,1915,2.856,0.501,54.075,24.75,44.2,0.35,0.21,3.92,4.22,99,99,98,98,33.00,106.4,64.5,0.0,7.0,0.16,43,13.5,0.00,0.00,0.22,0.43
558296,105.8,0,96.67,1896,2.884,0.501,54.138,24.75,44.2,0.33,0.21,3.92,4.62,99,99,98,98,33.00,106.4,64.5,0.0,7.0,0.16,43,13.5,0.00,0.00,0.22,0.43
558495,105.8,0,96.99,1890,2.912,0.501,53.738,24.75,44.2,0.31,0.21,3.92,4.62,99,99,98,98,33.00,106.4,64.5,0.0,7.0,0.15,43,13.5,0.00,0.00,0.22,0.43
558654,105.8,0,95.72,1886,2.904,0.501,51.622,24.75,44.2,0.31,0.23,3.92,4.62,99,99,99,99,32.50,106.4,64.5,0.0,6.2,0.15,43,13.5,0.00,0.00,0.22,0.43
558814,105.8,0,85.40,1886,2.800,0.501,49.970,24.38,44.2,0.31,0.21,3.92,4.62,99,99,99,99,29.00,106.4,64.5,0.0,5.9,0.15,43,13.5,0.00,0.00,0.22,0.43
558975,105.8,0,78.78,1886,2.560,0.501,48.800,23.62,44.2,0.31,0.21,1.24,4.62,99,99,99,99,26.75,106.4,64.5,0.0,5.5,0.17,43,13.5,0.00,0.00,0.22,0.43
559174,105.8,0,76.43,1871,2.356,0.501,48.078,22.88,44.2,0.29,0.21,0.25,1.91,99,99,99,99,25.75,106.4,64.5,0.0,5.5,0.19,43,13.5,0.00,0.00,0.22,0.43
559374,105.8,0,70.73,1865,2.188,0.501,45.722,22.50,44.2,0.29,0.20,-0.66,1.00,99,99,99,99,23.75,106.4,64.5,0.0,3.9,0.19,43,13.5,0.00,0.00,0.22,0.43
559534,105.8,0,66.94,1846,2.036,0.501,45.073,22.12,45.0,0.29,0.21,-1.39,0.26,99,99,99,99,22.25,106.4,64.5,0.0,3.9,0.19,42,13.5,0.00,0.00,0.22,0.43
559695,105.8,0,64.31,1835,1.936,0.501,44.939,21.38,45.0,0.29,0.21,-2.13,-0.47,99,99,99,99,21.25,106.4,64.5,0.0,3.9,0.19,42,13.5,0.00,0.00,0.22,0.43
559854,105.8,0,65.07,1835,1.872,0.501,44.933,21.00,45.0,0.29,0.21,-2.86,-1.20,99,99,99,99,21.50,106.4,64.5,0.0,3.9,0.19,42,13.5,0.00,0.00,0.22,0.43
560014,105.8,0,63.80,1828,1.864,0.501,44.956,21.00,45.0,0.29,0.21,-1.51,-1.93,99,99,99,99,21.00,106.4,64.5,0.0,3.9,0.19,42,13.5,0.00,0.00,0.22,0.43
560174,105.8,0,63.29,1821,1.860,0.501,44.457,20.62,45.0,0.27,0.21,-0.78,0.15,99,99,99,99,20.75,106.4,64.5,0.0,3.9,0.19,42,13.5,0.00,0.00,0.22,0.43
560334,105.8,0,63.85,1805,1.852,0.501,44.504,20.62,45.0,0.27,0.21,-0.09,0.84,99,99,99,99,20.75,106.4,64.5,0.0,3.9,0.19,42,13.5,0.00,0.00,0.22,0.43
560494,105.8,0,64.10,1798,1.860,0.501,44.504,20.62,45.0,0.25,0.20,0.57,1.50,99,99,99,99,20.75,106.4,64.5,0.0,3.9,0.19,42,13.5,0.00,0.00,0.22,0.43
560655,105.8,0,62.13,1788,1.856,0.501,43.941,20.25,45.0,0.25,0.20,0.98,2.16,99,99,99,99,20.00,106.4,64.5,0.0,3.9,0.19,41,13.4,0.00,0.00,0.22,0.43
560814,105.8,0,62.76,1770,1.844,0.501,43.856,20.25,45.0,0.23,0.20,0.98,2.82,99,99,99,99,20.00,106.4,64.5,0.0,3.5,0.19,41,13.5,0.00,0.00,0.22,0.43
560975,105.8,0,62.26,1762,1.836,0.501,43.497,20.25,45.0,0.25,0.20,0.98,3.10,99,99,99,99,19.75,106.4,64.5,0.0,3.5,0.19,41,13.5,0.00,0.00,0.22,0.43
561175,105.8,0,59.54,1749,1.812,0.501,42.334,19.88,45.0,0.23,0.21,0.98,3.10,99,99,99,99,18.75,106.4,64.5,0.0,3.1,0.19,41,13.5,0.00,0.00,0.22,0.43
561336,105.8,0,58.48,1733,1.788,0.501,42.083,19.88,45.0,0.25,0.21,0.98,3.10,99,99,99,99,18.25,106.4,64.5,0.0,3.1,0.19,41,13.5,0.00,0.00,0.22,0.43
561536,105.8,0,56.47,1721,1.704,0.501,41.089,19.50,45.0,0.25,0.20,-1.45,3.10,99,99,99,99,17.50,106.4,64.5,0.0,3.1,0.19,39,13.5,0.00,0.00,0.22,0.43
561735,105.8,0,56.28,1702,1.656,0.501,41.104,19.50,45.0,0.25,0.18,-2.27,0.88,99,99,99,99,17.25,106.4,64.5,0.0,2.7,0.19,39,13.5,0.00,0.00,0.22,0.43
561935,105.8,0,54.71,1675,1.616,0.501,40.434,18.75,45.0,0.23,0.16,-3.10,0.05,99,99,99,99,16.50,106.4,64.5,0.0,2.7,0.19,39,13.5,0.00,0.00,0.22,0.43
562095,105.8,0,56.01,1661,1.592,0.501,39.691,18.75,45.8,0.23,0.16,-3.76,-0.61,99,99,99,99,16.75,106.4,64.5,0.0,2.7,0.19,39,13.5,0.00,0.00,0.22,0.43
562254,105.8,0,54.01,1645,1.576,0.501,39.874,18.75,45.8,0.23,0.14,-4.35,-1.20,99,99,99,99,16.00,106.4,64.5,0.0,2.7,0.19,39,13.5,0.00,0.00,0.22,0.43
562415,105.8,0,46.85,1630,1.556,0.501,33.113,15.75,45.8,0.21,0.16,-2.13,1.24,99,99,99,99,13.75,106.4,64.5,0.0,0.0,0.19,39,13.5,0.00,0.00,0.22,0.43
562576,105.8,0,40.30,1619,1.504,0.501,32.981,11.25,45.8,0.21,0.18,-1.54,1.83,99,99,99,99,11.75,106.4,64.5,0.0,0.0,0.19,38,13.5,0.00,0.00,0.22,0.43
562775,105.8,0,39.99,1597,1.388,0.501,32.656,5.62,45.8,0.20,0.16,-1.50,1.94,99,99,99,99,11.50,106.4,64.5,0.0,0.0,0.19,38,13.5,0.00,0.00,0.22,0.43
562936,105.8,0,40.73,1568,1.316,0.501,32.879,0.75,45.8,0.20,0.16,-1.50,1.94,99,99,99,99,11.50,106.4,64.5,0.0,0.0,0.19,38,13.5,0.00,0.00,0.22,0.43
563136,106.5,0,41.13,1553,1.268,0.501,32.489,-5.25,45.8,0.20,0.14,-1.50,1.94,99,99,99,99,11.50,106.4,64.5,0.0,0.0,0.19,38,13.5,0.00,0.00,0.22,0.43
563335,106.5,0,41.94,1523,1.276,0.501,32.351,-6.38,45.8,0.18,0.12,0.00,0.00,99,99,99,99,11.50,106.4,64.5,0.0,0.0,0.19,38,13.4,0.00,0.00,0.22,0.43
563534,106.5,0,44.31,1410,0.680,0.501,31.878,-7.88,45.8,0.20,0.12,0.00,0.00,99,99,99,99,11.25,106.4,64.5,0.0,0.0,0.19,35,13.3,0.00,0.00,0.22,0.43
563694,105.8,0,53.99,1183,1.000,0.501,33.087,-10.88,45.8,0.18,0.12,0.00,0.00,99,99,99,99,11.50,106.4,64.5,0.0,0.0,0.19,35,13.0,0.00,0.00,0.22,0.43
563854,105.8,0,67.77,963,2.292,6.263,39.162,-12.38,45.8,0.20,0.12,0.00,0.00,99,99,99,99,11.75,106.4,64.5,0.0,0.0,0.19,35,12.8,0.00,0.00,0.22,0.43
564014,105.8,0,98.83,857,2.020,5.390,38.408,4.88,45.8,0.20,0.10,0.13,0.15,99,99,99,99,15.25,106.4,64.5,0.0,0.0,0.19,35,12.7,0.00,0.00,0.22,0.43
564175,106.5,0,100.42,802,2.516,3.827,36.429,4.88,45.8,0.18,0.10,0.42,0.44,99,99,99,99,14.50,106.4,64.5,0.0,0.0,0.19,35,12.6,0.00,0.00,0.22,0.43
564375,106.5,0,84.89,867,2.640,1.874,34.236,4.88,45.8,0.18,0.10,0.79,0.81,99,99,99,99,13.25,106.4,64.5,0.0,0.0,0.19,35,12.7,0.00,0.00,0.22,0.43
564537,106.5,0,63.95,1042,2.364,0.800,32.981,6.00,45.8,0.16,0.10,1.12,1.14,99,99,99,99,12.00,106.4,64.5,0.0,0.0,0.19,31,12.9,0.00,0.00,0.22,0.43
564734,106.5,0,50.35,1296,1.804,0.501,32.994,7.88,45.8,0.18,0.10,1.17,1.30,99,99,99,99,11.75,106.4,64.5,0.0,0.0,0.19,31,13.3,0.00,0.00,0.22,0.43
564894,106.5,0,42.46,1504,1.988,0.501,32.150,6.38,45.8,0.18,0.10,1.17,1.30,99,99,99,99,11.50,106.4,64.5,0.0,0.0,0.19,31,13.4,0.00,0.00,0.22,0.43
565055,106.5,0,37.70,1731,1.672,0.501,35.045,5.62,45.8,0.18,0.12,1.17,1.30,99,99,99,99,11.75,106.4,64.5,0.0,0.0,0.19,31,13.4,0.00,0.00,0.22,0.43
565214,106.5,0,43.08,1708,1.620,5.188,37.112,4.88,45.8,0.20,0.12,1.17,1.30,99,99,99,99,13.25,106.4,64.5,0.0,0.0,0.19,31,13.4,0.00,0.00,0.22,0.43
565375,106.5,0,46.41,1586,1.516,4.798,35.493,0.00,45.8,0.20,0.14,1.17,1.30,99,99,99,99,13.25,106.4,64.5,0.0,0.0,0.19,31,13.4,0.00,0.00,0.22,0.43
565535,106.5,0,44.73,1614,1.392,3.235,34.494,-5.25,46.5,0.20,0.14,0.00,0.00,99,99,99,99,13.00,106.4,64.5,0.0,0.0,0.19,26,13.4,0.00,0.00,0.22,0.43
565735,106.5,0,43.33,1538,1.404,1.282,32.817,-6.00,46.5,0.21,0.16,0.00,0.00,99,99,99,99,12.00,106.4,64.5,0.0,0.0,0.19,26,13.5,0.00,0.00,0.22,0.43
565896,106.5,0,43.21,1478,1.328,0.501,32.109,-6.75,46.5,0.20,0.16,0.00,0.00,99,99,99,99,11.50,106.4,64.5,0.0,0.0,0.19,26,13.5,0.00,0.00,0.22,0.43
566095,106.5,0,43.04,1452,1.296,0.501,32.034,-7.12,46.5,0.20,0.14,0.00,0.00,99,99,99,99,11.25,106.4,64.5,0.0,0.0,0.19,26,13.5,0.00,0.00,0.22,0.43
566295,106.5,0,46.28,1380,1.244,0.501,33.546,-8.25,46.5,0.20,0.16,0.00,0.00,99,99,99,99,11.50,106.4,64.5,0.0,0.4,0.19,26,13.5,0.00,0.00,0.22,0.43
566495,106.5,0,57.64,1325,1.420,0.501,39.038,-3.75,46.5,0.18,0.16,2.00,0.06,99,99,99,99,13.75,106.4,64.5,0.0,4.7,0.19,26,13.5,0.00,0.00,0.22,0.43
566655,106.5,0,75.54,1305,1.584,0.501,43.750,6.38,46.5,0.18,0.16,2.51,0.58,99,99,99,99,17.75,106.4,64.5,0.0,7.0,0.19,21,13.5,0.00,0.00,0.22,0.43
566814,106.5,0,86.18,1273,1.972,0.501,44.262,16.12,46.5,0.18,0.14,2.97,1.04,99,99,99,99,19.75,106.4,64.5,0.0,7.0,0.19,21,13.5,0.00,0.00,0.22,0.43
566975,106.5,0,88.79,1251,2.256,0.501,44.681,16.12,46.5,0.18,0.14,3.41,1.48,99,99,99,99,20.00,106.4,64.5,0.0,7.4,0.19,21,13.5,0.00,0.00,0.22,0.43
567135,106.5,0,92.58,1245,2.484,0.501,45.980,16.12,46.5,0.18,0.14,3.85,1.92,99,99,99,99,20.75,106.4,64.5,0.0,7.8,0.18,21,13.5,0.00,0.00,0.22,0.43
567335,106.5,0,109.06,1184,2.764,0.501,49.484,15.00,46.5,0.18,0.12,4.40,2.47,99,99,99,99,23.25,106.4,64.5,0.0,9.4,0.18,21,13.5,0.00,0.00,0.22,0.43
567536,106.5,0,148.48,1169,3.748,0.501,59.076,14.62,46.5,0.18,0.12,5.01,3.08,99,99,99,99,31.25,106.4,64.5,0.0,11.7,0.17,19,13.5,0.00,0.00,0.22,0.43
567736,106.5,0,248.45,1129,5.460,0.501,73.509,12.00,46.5,0.20,0.12,5.67,3.74,99,99,99,99,50.50,106.4,64.5,0.0,14.5,0.16,19,13.4,0.00,0.00,0.22,0.43
567934,106.5,0,314.33,1184,8.184,0.501,85.439,10.88,46.5,0.25,0.12,6.72,4.79,99,99,99,99,67.00,106.4,64.5,1.6,16.0,0.16,19,13.5,0.00,0.00,0.22,0.43
568095,106.5,0,307.81,1191,9.236,0.501,88.320,10.88,46.5,0.25,0.14,6.98,5.66,99,99,99,99,66.00,106.4,64.5,2.0,16.0,0.17,19,13.4,0.00,0.00,0.22,0.43
568255,106.5,0,280.20,1244,9.396,0.501,89.430,12.00,46.5,0.27,0.16,6.98,5.66,99,99,99,99,62.75,106.4,63.8,2.0,16.0,0.18,19,13.5,0.00,0.00,0.22,0.43
568416,106.5,0,267.97,1280,9.328,0.501,90.084,11.62,46.5,0.33,0.20,6.98,5.66,99,99,99,99,61.75,106.4,63.8,2.3,16.0,0.17,19,13.4,0.00,0.00,0.22,0.43
568615,106.5,0,262.40,1323,8.748,0.501,90.493,10.88,47.2,0.37,0.20,3.42,2.96,99,99,99,99,62.50,106.4,63.8,2.3,16.0,0.16,17,13.5,0.00,0.00,0.22,0.43
568775,106.5,0,249.64,1374,8.300,0.501,88.842,11.62,47.2,0.39,0.21,2.10,1.64,99,99,99,99,61.75,106.4,63.8,2.0,15.6,0.16,17,13.5,0.00,0.00,0.22,0.43
568936,106.5,0,240.95,1412,7.852,0.501,86.721,12.75,47.2,0.39,0.21,0.81,0.35,99,99,99,99,61.25,106.4,63.8,2.0,14.8,0.15,17,13.5,0.00,0.00,0.22,0.43
569135,106.5,0,239.66,1466,7.452,0.501,86.985,13.50,47.2,0.39,0.21,-0.84,0.91,99,99,99,99,63.25,106.4,63.8,2.0,14.8,0.14,17,13.5,0.00,0.00,0.22,0.43
569297,106.5,0,230.21,1514,7.452,0.501,84.122,14.62,47.2,0.41,0.21,1.34,2.23,99,99,99,99,62.75,106.4,63.8,1.6,14.1,0.13,17,13.5,0.00,0.00,0.22,0.43
569495,106.5,0,205.06,1544,6.976,0.501,80.275,15.75,47.2,0.41,0.21,2.99,3.89,99,99,99,99,57.00,106.4,63.8,0.8,13.3,0.12,17,13.5,0.00,0.00,0.22,0.43
569655,106.5,0,201.62,1591,6.680,0.501,78.838,16.50,48.0,0.45,0.23,4.29,5.18,98,98,99,99,57.75,106.4,63.8,0.8,12.9,0.12,21,13.5,0.00,0.00,0.22,0.43
569855,106.5,0,195.71,1632,6.480,0.501,77.097,18.00,48.0,0.49,0.25,5.85,6.74,98,98,99,99,57.50,106.4,63.8,0.4,12.5,0.12,21,13.5,0.00,0.00,0.22,0.43
570015,106.5,0,191.60,1667,6.352,0.501,78.435,19.50,48.0,0.53,0.27,7.09,7.99,98,98,99,99,57.50,106.4,63.8,0.4,12.5,0.12,21,13.5,0.00,0.00,0.22,0.43
570175,106.5,0,184.88,1705,6.256,0.501,74.319,21.00,48.0,0.57,0.27,8.34,9.23,98,98,99,99,56.75,106.4,63.8,0.4,11.7,0.11,21,13.5,0.00,0.00,0.22,0.43
570334,106.5,0,167.17,1736,5.948,0.501,72.291,22.12,48.0,0.61,0.29,8.80,9.31,98,98,99,99,52.25,106.4,63.8,0.4,11.3,0.12,21,13.5,0.00,0.00,0.22,0.43
570534,106.5,0,168.99,1775,5.652,0.501,72.151,23.25,48.0,0.66,0.27,8.80,9.31,99,99,99,99,54.00,106.4,63.8,0.4,10.9,0.11,24,13.5,0.00,0.00,0.22,0.43
570694,106.5,0,163.27,1820,5.512,0.501,70.674,23.25,48.0,0.68,0.27,8.80,9.31,99,99,99,99,53.50,106.4,63.8,0.4,10.5,0.11,24,13.4,0.00,0.00,0.22,0.43
570855,106.5,0,146.44,1849,5.256,0.501,63.657,24.00,48.0,0.70,0.27,8.80,9.31,99,99,99,99,48.75,106.4,63.8,0.0,9.4,0.12,24,13.5,0.00,0.00,0.22,0.43
571055,106.5,0,127.63,1893,4.712,0.501,62.355,24.38,48.0,0.66,0.25,5.98,5.98,99,99,99,99,43.50,106.4,63.8,0.0,9.0,0.12,24,13.5,0.00,0.00,0.22,0.43
571254,106.5,0,116.25,1923,4.180,0.501,57.982,25.12,48.0,0.59,0.23,4.63,4.63,99,99,99,99,40.25,106.4,63.8,0.0,7.8,0.13,24,13.5,0.00,0.00,0.22,0.43
571414,106.5,0,106.97,1960,3.872,0.501,57.692,25.88,48.0,0.53,0.23,3.63,3.63,99,99,99,99,37.75,106.4,63.8,0.0,7.8,0.13,24,13.5,0.00,0.00,0.22,0.43
571574,106.5,0,106.39,1997,3.556,0.501,57.693,26.25,48.0,0.53,0.23,2.61,2.61,99,99,99,99,38.25,106.4,63.8,0.0,7.8,0.13,27,13.5,0.00,0.00,0.22,0.43
571734,106.5,0,104.21,2012,3.296,0.501,57.587,25.88,48.0,0.49,0.23,1.66,1.66,99,99,99,99,37.75,106.4,63.0,0.0,7.8,0.13,27,13.5,0.00,0.00,0.22,0.43
571894,106.5,0,105.55,2039,3.180,0.501,58.081,25.88,48.0,0.47,0.23,0.71,0.71,99,99,99,99,38.75,106.4,63.0,0.0,7.8,0.13,27,13.5,0.00,0.00,0.22,0.43
572054,106.5,0,118.37,2088,3.324,0.501,67.202,25.88,48.0,0.45,0.23,1.95,2.59,99,99,99,99,44.50,106.4,63.0,0.0,9.8,0.14,27,13.5,0.00,0.00,0.22,0.43
572215,106.5,0,144.05,2140,3.848,0.501,77.821,26.25,48.0,0.45,0.23,3.01,3.65,99,99,99,99,55.50,106.4,63.0,0.8,10.9,0.11,27,13.4,0.00,0.00,0.22,0.43
572375,106.5,0,184.37,2124,4.824,0.501,83.420,24.38,48.0,0.43,0.23,4.23,4.87,99,99,99,99,70.50,106.4,63.0,1.2,11.3,0.11,27,13.5,0.00,0.00,0.22,0.43
572575,106.5,0,177.78,2187,5.424,0.501,83.555,25.50,48.0,0.41,0.25,6.10,6.65,98,98,98,98,70.00,106.4,63.0,1.2,11.3,0.11,30,13.4,0.00,0.00,0.22,0.43
572735,106.5,0,173.10,2222,5.516,0.501,83.625,25.12,48.0,0.41,0.23,6.10,6.65,98,98,98,98,69.25,106.4,63.0,1.2,11.3,0.11,30,13.5,0.00,0.00,0.22,0.43
572895,106.5,0,171.81,2255,5.460,0.501,83.127,25.50,48.0,0.41,0.23,6.10,6.65,98,98,98,98,69.75,106.4,63.0,1.2,11.3,0.11,30,13.5,0.00,0.00,0.22,0.43
573055,106.5,0,165.18,2295,5.324,0.501,82.024,25.88,48.0,0.41,0.25,6.10,6.65,98,98,98,98,68.25,106.4,63.0,1.2,11.3,0.11,30,13.5,0.00,0.00,0.22,0.43
573215,106.5,0,161.36,2332,5.168,0.501,78.685,26.25,48.0,0.43,0.25,6.10,6.65,98,98,98,98,67.75,106.4,63.0,1.2,10.9,0.10,30,13.5,0.00,0.00,0.22,0.43
573375,106.5,0,152.59,2366,4.852,0.501,77.835,26.25,48.0,0.43,0.27,3.72,3.87,98,98,98,98,65.00,106.4,63.0,1.2,10.9,0.10,30,13.5,0.00,0.00,0.22,0.43
573534,106.5,0,146.63,2396,4.616,0.501,75.836,26.25,48.8,0.43,0.25,2.16,2.30,99,99,99,99,63.25,106.4,63.0,0.8,10.5,0.10,33,13.5,0.00,0.00,0.22,0.43
