Time (msec),* Coolant Temperature (°C),* Engine Load (mg/stroke),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Ignition Angle (° CRK),* Intake Air Temperature (°C),* Knock sensor 1 (V),* Knock sensor 2 (V),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Lambda post cat heating 1 (%),* Lambda post cat heating 2 (%),* Lambda pre cat heating 1 (%),* Lambda pre cat heating 2 (%),* Mass Airflow (kg/h),* Oil Temperature (°C),* Radiator outlet temperature (°C),* Throttle Position actual (°TPS),* Throttle Position pedal (°TPS),* Vehicle Speed (km/h),** Lambda Additive Adaptation - Bank 1 (ms),** Lambda Additive Adaptation - Bank 2 (ms),** Lambda Multiplicative Adaptation - Bank 1 (%),** Lambda Multiplicative Adaptation - Bank 2 (%)
161642,92.2,215.25,1845,7.004,19.50,65.2,0.53,0.21,2.49,0.87,98,98,99,99,71.50,86.5,72.0,2.7,16.8,24,0.00,0.00,0.00,0.00
161841,92.2,209.53,1902,6.460,20.62,65.2,0.61,0.23,-0.25,-1.13,98,98,99,99,71.75,86.5,72.0,2.7,16.8,24,0.00,0.00,0.00,0.00
162042,92.2,213.26,1973,6.224,20.62,65.2,0.64,0.25,-2.27,-3.15,98,98,99,99,75.75,86.5,72.0,3.1,16.8,24,0.00,0.00,0.00,0.00
162202,92.2,213.53,2016,6.352,20.62,65.2,0.66,0.27,-0.65,-0.27,98,98,99,99,77.50,86.5,72.0,3.5,16.8,24,0.00,0.00,0.00,0.00
162401,92.2,220.04,2070,6.600,20.62,65.2,0.70,0.29,1.48,1.86,98,98,99,99,82.00,86.5,72.0,3.9,16.8,24,0.00,0.00,0.00,0.00
162562,92.2,217.09,2130,6.652,21.00,65.2,0.78,0.33,2.17,2.09,98,98,99,99,83.25,86.5,72.0,4.3,16.8,24,0.00,0.00,0.00,0.00
162721,92.2,218.21,2170,6.464,21.00,64.5,0.84,0.33,-1.31,2.09,97,97,98,98,85.25,86.5,72.0,4.7,16.8,29,0.00,0.00,0.00,0.00
162882,92.2,219.32,2216,6.364,21.00,64.5,0.86,0.35,-3.20,2.09,97,97,98,98,87.50,86.5,72.0,4.7,16.8,29,0.00,0.00,0.00,0.00
163081,92.2,216.31,2279,6.204,21.00,64.5,0.84,0.33,-5.58,2.09,97,97,98,98,88.75,86.5,72.0,4.7,16.4,29,0.00,0.00,0.00,0.00
163241,92.2,212.94,2328,6.260,21.75,64.5,0.86,0.35,1.89,3.93,97,97,98,98,89.25,86.5,72.0,5.1,16.0,29,0.00,0.00,0.00,0.00
163402,92.2,213.76,2384,6.364,22.12,64.5,0.82,0.37,3.85,1.97,97,97,98,98,91.75,86.5,72.0,5.5,16.0,29,0.00,0.00,0.00,0.00
163562,92.2,217.49,2407,6.240,22.12,64.5,0.82,0.37,1.41,0.05,97,97,98,98,94.25,86.5,72.0,5.5,16.0,29,0.00,0.00,0.00,0.00
163722,92.2,220.99,2457,6.144,22.12,64.5,0.76,0.37,-0.59,-1.96,96,96,96,96,97.75,86.5,72.0,6.2,16.0,33,0.00,0.00,0.00,0.00
163882,92.2,221.99,2496,6.236,22.50,64.5,0.74,0.35,-0.69,0.51,96,96,96,96,99.75,86.5,72.0,6.2,16.0,33,0.00,0.00,0.00,0.00
164043,92.2,222.07,2545,6.324,22.88,64.5,0.72,0.35,1.39,2.59,96,96,96,96,101.75,86.5,72.0,6.6,16.0,33,0.00,0.00,0.00,0.00
164241,92.2,122.77,2590,4.904,24.38,64.5,0.66,0.33,3.25,1.50,96,96,96,96,57.25,86.5,72.0,0.0,0.0,33,0.00,0.00,0.00,0.00
164404,92.2,58.17,2578,2.732,20.25,64.5,0.59,0.37,-0.18,-0.23,96,96,96,96,27.00,86.5,72.0,0.0,0.0,33,0.00,0.00,0.00,0.00
164602,92.2,59.57,2541,2.112,-0.75,64.5,0.55,0.41,0.84,-1.60,96,96,96,96,27.25,86.5,72.0,0.0,0.0,33,0.00,0.00,0.00,0.00
164763,92.2,60.16,2308,1.924,-0.75,63.8,0.53,0.41,0.84,-1.60,97,97,97,97,25.00,86.5,71.2,0.0,0.0,38,0.00,0.00,0.00,0.00
164962,92.2,56.37,2020,1.776,-1.50,63.8,0.51,0.39,0.84,-1.60,97,97,97,97,20.50,86.5,71.2,0.0,0.0,38,0.00,0.00,0.00,0.00
165162,92.2,61.15,1748,1.792,0.75,63.0,0.49,0.35,1.36,0.87,97,97,97,97,19.25,86.5,71.2,0.0,6.6,38,0.00,0.00,0.00,0.00
165361,92.2,103.89,1724,2.396,14.25,63.0,0.45,0.33,2.18,1.69,97,97,97,97,32.25,86.5,71.2,0.0,13.7,38,0.00,0.00,0.00,0.00
165563,92.2,160.66,1746,3.852,26.25,63.0,0.41,0.29,2.83,2.58,97,97,97,97,50.50,86.5,71.2,0.0,14.8,38,0.00,0.00,0.00,0.00
165762,92.2,168.44,1756,4.480,25.12,63.0,0.39,0.29,2.83,3.16,96,96,95,95,53.25,86.5,71.2,0.4,15.2,39,0.00,0.00,0.00,0.00
165964,92.2,175.83,1761,4.912,24.75,63.0,0.39,0.27,2.83,3.16,96,96,95,95,55.75,86.5,71.2,0.4,16.0,39,0.00,0.00,0.00,0.00
166163,92.2,181.64,1766,5.052,24.38,63.8,0.39,0.25,2.83,3.16,96,96,95,95,57.75,86.5,71.2,0.4,16.0,39,0.00,0.00,0.00,0.00
166361,92.2,184.59,1783,5.068,24.38,63.8,0.39,0.25,-0.38,3.16,96,96,95,95,59.25,86.5,71.2,0.4,16.0,39,0.00,0.00,0.00,0.00
166561,92.2,184.69,1812,5.204,24.00,63.8,0.39,0.23,0.34,-0.57,96,96,95,95,60.25,86.5,71.2,0.8,16.0,39,0.00,0.00,0.00,0.00
166762,92.2,183.02,1821,5.284,24.00,63.8,0.39,0.23,1.89,1.86,96,96,96,96,60.00,86.5,71.2,0.8,15.6,39,0.00,0.00,0.00,0.00
166963,92.2,180.54,1846,5.412,23.25,63.8,0.41,0.23,3.48,3.45,96,96,96,96,60.00,86.5,71.2,0.8,15.2,39,0.00,0.00,0.00,0.00
167162,92.2,178.34,1861,5.316,24.38,63.8,0.41,0.23,4.63,4.85,96,96,96,96,59.75,86.5,71.2,0.8,14.5,39,0.00,0.00,0.00,0.00
167362,92.2,163.42,1878,5.100,24.75,63.8,0.41,0.23,4.63,4.85,96,96,96,96,55.25,86.5,71.2,0.4,13.3,39,0.00,0.00,0.00,0.00
167562,92.2,134.68,1897,4.536,25.12,63.8,0.39,0.23,4.63,4.85,96,96,96,96,46.00,86.5,71.2,0.0,11.7,39,0.00,0.00,0.00,0.00
167762,92.2,117.71,1911,4.036,25.50,63.8,0.37,0.21,4.63,4.85,97,97,97,97,40.50,87.3,70.5,0.0,9.8,41,0.00,0.00,0.00,0.00
167963,92.2,107.58,1923,3.552,25.88,63.8,0.37,0.21,1.76,1.97,97,97,97,97,37.25,87.3,70.5,0.0,9.0,41,0.00,0.00,0.00,0.00
168162,92.2,98.62,1929,3.076,25.50,63.8,0.35,0.23,0.62,0.83,97,97,97,97,34.25,87.3,70.5,0.0,8.6,41,0.00,0.00,0.00,0.00
168362,92.2,94.49,1940,2.784,25.50,63.8,0.33,0.21,-0.48,-0.27,97,97,97,97,33.00,87.3,70.5,0.0,7.8,41,0.00,0.00,0.00,0.00
168522,92.2,88.57,1944,2.592,24.75,63.8,0.35,0.21,-1.36,-1.15,97,97,97,97,31.00,87.3,70.5,0.0,7.0,41,0.00,0.00,0.00,0.00
168721,92.2,80.88,1940,2.408,24.00,63.8,0.33,0.23,-0.15,0.62,98,98,98,98,28.25,87.3,70.5,0.0,6.2,43,0.00,0.00,0.00,0.00
168922,92.2,74.93,1946,2.248,23.25,63.8,0.33,0.25,0.87,1.63,98,98,98,98,26.25,87.3,70.5,0.0,5.9,43,0.00,0.00,0.00,0.00
169122,92.2,62.66,1950,2.076,21.75,63.8,0.33,0.25,1.47,2.29,98,98,98,98,22.00,87.3,70.5,0.0,0.0,43,0.00,0.00,0.00,0.00
169321,93.0,49.50,1907,1.836,15.75,63.8,0.31,0.27,1.47,2.29,98,98,98,98,17.00,87.3,69.8,0.0,0.0,43,0.00,0.00,0.00,0.00
169522,93.0,49.29,1944,1.668,10.12,63.8,0.31,0.27,1.47,2.29,98,98,98,98,17.25,87.3,69.8,0.0,0.0,43,0.00,0.00,0.00,0.00
169722,93.0,48.27,1927,1.536,4.12,63.8,0.31,0.29,1.47,2.29,99,99,99,99,16.75,87.3,69.8,0.0,0.0,43,0.00,0.00,0.00,0.00
169922,93.0,49.18,1920,1.484,-1.88,63.8,0.31,0.27,1.47,2.29,99,99,99,99,17.00,87.3,69.8,0.0,0.0,43,0.00,0.00,0.00,0.00
170122,93.0,47.02,1890,1.412,-3.75,63.8,0.33,0.29,0.00,0.00,99,99,99,99,16.00,87.3,69.8,0.0,0.0,43,0.00,0.00,0.00,0.00
170282,93.0,47.55,1898,1.400,-3.75,63.8,0.33,0.27,0.00,0.00,99,99,99,99,16.25,87.3,69.8,0.0,0.0,43,0.00,0.00,0.00,0.00
170482,93.0,45.88,1876,1.368,-3.75,63.8,0.31,0.25,0.00,0.00,99,99,99,99,15.50,87.3,69.8,0.0,0.0,43,0.00,0.00,0.00,0.00
170682,93.0,46.41,1855,1.352,-3.75,63.8,0.31,0.23,0.00,0.00,99,99,99,99,15.50,87.3,69.8,0.0,0.0,42,0.00,0.00,0.00,0.00
170882,93.0,45.88,1846,1.336,-4.12,63.8,0.31,0.23,0.00,0.00,99,99,99,99,15.25,87.3,69.8,0.0,0.0,42,0.00,0.00,0.00,0.00
171082,93.0,45.39,1835,1.328,-4.12,63.8,0.31,0.23,0.00,0.00,99,99,99,99,15.00,87.3,69.8,0.0,0.0,42,0.00,0.00,0.00,0.00
171282,93.0,44.99,1821,1.308,-4.12,63.8,0.31,0.23,0.00,0.00,99,99,99,99,14.75,87.3,69.8,0.0,0.0,42,0.00,0.00,0.00,0.00
171482,93.0,44.71,1801,1.296,-4.12,63.8,0.31,0.21,0.00,0.00,99,99,99,99,14.50,87.3,69.8,0.0,0.0,42,0.00,0.00,0.00,0.00
171682,93.0,43.06,1773,1.276,-4.50,63.8,0.29,0.21,0.00,0.00,99,99,99,99,13.75,87.3,69.8,0.0,0.0,41,0.00,0.00,0.00,0.00
171884,93.0,43.14,1738,1.256,-4.50,63.8,0.29,0.21,0.00,0.00,99,99,99,99,13.50,87.3,69.0,0.0,0.0,41,0.00,0.00,0.00,0.00
172082,93.0,42.46,1700,1.236,-4.88,63.8,0.29,0.20,0.00,0.00,99,99,99,99,13.00,87.3,69.0,0.0,0.0,41,0.00,0.00,0.00,0.00
172243,93.0,41.53,1671,1.216,-4.88,63.8,0.31,0.20,0.00,0.00,99,99,99,99,12.50,87.3,69.0,0.0,0.0,41,0.00,0.00,0.00,0.00
172442,93.0,41.87,1625,1.196,-5.25,63.8,0.31,0.20,0.00,0.00,99,99,99,99,12.25,87.3,69.0,0.0,0.0,41,0.00,0.00,0.00,0.00
172601,93.0,41.07,1589,1.248,-5.25,63.8,0.31,0.20,0.00,0.00,99,99,99,99,11.75,87.3,69.0,0.0,0.0,41,0.00,0.00,0.00,0.00
172762,93.0,40.94,1560,1.244,-5.62,63.8,0.29,0.18,0.00,0.00,99,99,99,99,11.50,87.3,69.0,0.0,0.0,38,0.00,0.00,0.00,0.00
172923,93.0,41.72,1531,1.236,-6.00,63.8,0.29,0.18,0.00,0.00,99,99,99,99,11.50,87.3,69.0,0.0,0.0,38,0.00,0.00,0.00,0.00
173124,93.0,43.21,1478,1.204,-6.75,63.8,0.27,0.16,0.00,0.00,99,99,99,99,11.50,87.3,69.0,0.0,0.0,38,0.00,0.00,0.00,0.00
173322,93.0,43.86,1456,1.216,-7.12,63.8,0.27,0.16,0.00,0.00,99,99,99,99,11.50,87.3,69.0,0.0,0.0,38,0.00,0.00,0.00,0.00
173522,93.0,44.20,1445,1.268,-7.12,63.8,0.29,0.16,0.00,0.00,99,99,99,99,11.50,87.3,69.0,0.0,0.0,38,0.00,0.00,0.00,0.00
173721,93.0,44.80,1426,1.248,-7.50,63.8,0.27,0.14,0.00,0.00,99,99,99,99,11.50,87.3,69.0,0.0,0.0,33,0.00,0.00,0.00,0.00
173883,93.0,45.13,1415,1.296,-7.50,63.8,0.27,0.14,0.00,0.00,99,99,99,99,11.50,87.3,69.0,0.0,0.0,33,0.00,0.00,0.00,0.00
174082,93.0,45.62,1400,1.264,-7.88,63.8,0.27,0.14,0.00,0.00,99,99,99,99,11.50,87.3,69.0,0.0,0.4,33,0.00,0.00,0.00,0.00
174242,93.0,51.39,1378,1.332,-7.50,63.8,0.25,0.14,0.00,0.00,99,99,99,99,12.75,87.3,69.0,0.0,2.3,33,0.00,0.00,0.00,0.00
174402,93.0,65.31,1382,1.564,3.38,63.8,0.25,0.14,2.35,2.32,99,99,99,99,16.25,87.3,69.0,0.0,5.1,33,0.00,0.00,0.00,0.00
174603,93.0,92.58,1380,2.332,17.25,63.8,0.25,0.14,2.99,2.96,99,99,99,99,23.00,87.3,69.0,0.0,7.0,33,0.00,0.00,0.00,0.00
174802,93.0,106.82,1365,2.796,19.12,63.8,0.23,0.12,3.63,3.60,99,99,99,99,26.25,87.3,68.2,0.0,7.8,32,0.00,0.00,0.00,0.00
175002,93.0,125.49,1361,3.212,19.50,63.8,0.23,0.12,4.31,4.28,99,99,99,99,30.75,87.3,68.2,0.0,8.6,32,0.00,0.00,0.00,0.00
175202,93.0,157.34,1368,4.208,19.12,63.8,0.23,0.12,4.46,4.65,99,99,99,99,38.75,87.3,68.2,0.0,11.3,32,0.00,0.00,0.00,0.00
175402,93.0,235.84,1366,5.708,14.25,63.8,0.25,0.12,4.46,4.65,99,99,99,99,58.00,87.3,68.2,0.8,12.5,32,0.00,0.00,0.00,0.00
175602,93.0,263.01,1378,7.240,12.75,63.8,0.35,0.14,4.46,4.65,99,99,99,99,65.25,87.3,68.2,1.6,13.3,32,0.00,0.00,0.00,0.00
175803,93.0,270.60,1401,7.988,12.38,64.5,0.33,0.16,4.46,4.65,99,99,99,99,68.25,87.3,68.2,2.3,14.1,31,0.00,0.00,0.00,0.00
176002,93.0,257.44,1424,7.784,11.25,64.5,0.35,0.18,0.75,1.19,99,99,99,99,66.00,87.3,68.2,2.3,14.1,31,0.00,0.00,0.00,0.00
176162,93.0,252.39,1447,7.600,11.25,64.5,0.35,0.20,-0.57,-0.13,99,99,99,99,65.75,87.3,68.2,2.3,14.1,31,0.00,0.00,0.00,0.00
176322,93.8,245.93,1485,7.364,12.38,64.5,0.35,0.20,-1.91,-1.48,99,99,99,99,65.75,87.3,68.2,2.3,14.1,31,0.00,0.00,0.00,0.00
176523,93.8,246.08,1501,7.068,12.38,64.5,0.33,0.18,-3.65,-3.21,99,99,99,99,66.50,87.3,68.2,2.3,13.7,31,0.00,0.00,0.00,0.00
176722,93.8,202.39,1530,6.608,14.62,64.5,0.31,0.18,-2.27,-1.83,98,98,99,99,55.75,87.3,68.2,0.0,10.9,33,0.00,0.00,0.00,0.00
176924,93.8,156.19,1547,5.384,18.00,64.5,0.29,0.18,-0.69,-0.25,98,98,99,99,43.50,87.3,68.2,0.0,10.2,33,0.00,0.00,0.00,0.00
177122,93.8,142.06,1564,4.980,19.50,64.5,0.33,0.20,0.69,1.13,98,98,99,99,40.00,87.3,68.2,0.0,9.0,33,0.00,0.00,0.00,0.00
177283,93.0,111.23,1573,4.392,20.25,64.5,0.33,0.18,1.33,1.89,98,98,99,99,31.50,87.3,68.2,0.0,7.4,33,0.00,0.00,0.00,0.00
177483,93.0,85.14,1582,3.596,22.50,64.5,0.33,0.16,1.33,1.89,98,98,99,99,24.25,87.3,68.2,0.0,5.1,33,0.00,0.00,0.00,0.00
177681,93.0,56.98,1584,2.624,20.25,64.5,0.31,0.16,1.33,1.89,99,99,99,99,16.25,87.3,68.2,0.0,0.0,35,0.00,0.00,0.00,0.00
177882,93.8,40.62,1572,1.980,13.50,64.5,0.29,0.16,1.33,1.89,99,99,99,99,11.50,87.3,67.5,0.0,0.0,35,0.00,0.00,0.00,0.00
178082,93.8,40.37,1582,1.668,6.75,64.5,0.27,0.14,-0.92,-0.26,99,99,99,99,11.50,87.3,67.5,0.0,0.0,35,0.00,0.00,0.00,0.00
178282,93.8,40.85,1563,1.504,0.75,64.5,0.25,0.14,-1.65,-0.99,99,99,99,99,11.50,87.3,67.5,0.0,0.0,35,0.00,0.00,0.00,0.00
178482,93.8,41.13,1553,1.392,-6.00,64.5,0.23,0.14,-2.39,-1.72,99,99,99,99,11.50,87.3,67.5,0.0,0.0,35,0.00,0.00,0.00,0.00
178683,93.8,41.66,1533,1.424,-6.00,63.8,0.21,0.14,0.00,0.00,99,99,99,99,11.50,87.3,67.5,0.0,0.0,35,0.00,0.00,0.00,0.00
178842,93.8,41.05,1522,1.416,-6.38,63.8,0.21,0.14,0.00,0.00,99,99,99,99,11.25,87.3,67.5,0.0,0.0,35,0.00,0.00,0.00,0.00
179002,93.8,42.15,1515,1.336,-6.38,63.8,0.21,0.14,0.00,0.00,99,99,99,99,11.50,87.3,67.5,0.0,0.0,35,0.00,0.00,0.00,0.00
179162,93.8,42.97,1486,1.296,-6.75,63.8,0.21,0.12,0.00,0.00,99,99,99,99,11.50,87.3,67.5,0.0,0.0,35,0.00,0.00,0.00,0.00
179361,93.8,44.14,1447,1.272,-7.12,63.8,0.20,0.12,0.00,0.00,99,99,99,99,11.50,87.3,67.5,0.0,0.0,35,0.00,0.00,0.00,0.00
179562,93.8,46.11,1385,1.240,-8.25,63.8,0.18,0.12,0.00,0.00,99,99,99,99,11.50,87.3,67.5,0.0,0.0,35,0.00,0.00,0.00,0.00
179763,93.8,48.23,1324,1.240,-9.00,63.8,0.18,0.12,0.00,0.00,99,99,99,99,11.50,87.3,67.5,0.0,0.0,33,0.00,0.00,0.00,0.00
179962,93.8,58.68,1136,1.700,-12.00,63.8,0.18,0.12,0.00,0.00,99,99,99,99,12.00,87.3,67.5,0.0,0.0,33,0.00,0.00,0.00,0.00
180162,93.8,95.93,883,1.808,6.38,64.5,0.18,0.12,0.00,0.00,99,99,99,99,15.25,87.3,67.5,0.0,0.0,33,0.00,0.00,0.00,0.00
180361,93.8,105.89,813,2.764,4.88,64.5,0.16,0.10,1.96,1.98,99,99,99,99,15.50,87.3,67.5,0.0,0.0,33,0.00,0.00,0.00,0.00
180562,93.8,96.61,805,2.736,4.88,64.5,0.16,0.10,2.33,2.35,99,99,99,99,14.00,87.3,67.5,0.0,0.0,33,0.00,0.00,0.00,0.00
180762,93.8,89.53,791,2.608,4.88,64.5,0.14,0.10,2.69,2.71,99,99,99,99,12.75,87.3,67.5,0.0,0.0,27,0.00,0.00,0.00,0.00
180923,93.8,87.90,774,2.608,4.88,64.5,0.14,0.10,2.80,2.90,99,99,99,99,12.25,87.3,67.5,0.0,0.0,27,0.00,0.00,0.00,0.00
181121,93.8,89.17,763,2.576,4.88,64.5,0.14,0.10,2.80,2.90,99,99,99,99,12.25,87.3,67.5,0.0,0.0,27,0.00,0.00,0.00,0.00
181282,93.8,90.23,754,2.592,4.88,64.5,0.14,0.10,2.80,2.90,99,99,99,99,12.25,87.3,66.8,0.0,0.0,27,0.00,0.00,0.00,0.00
181482,93.8,90.84,749,2.608,4.88,64.5,0.12,0.10,2.80,2.90,99,99,99,99,12.25,87.3,66.8,0.0,0.0,27,0.00,0.00,0.00,0.00
181682,93.8,92.07,739,2.588,4.88,64.5,0.12,0.10,1.05,2.90,99,99,99,99,12.25,87.3,66.8,0.0,0.0,20,0.00,0.00,0.00,0.00
181882,93.8,88.91,734,2.556,4.88,64.5,0.12,0.10,0.77,0.88,99,99,99,99,11.75,87.3,66.8,0.0,0.0,20,0.00,0.00,0.00,0.00
182081,93.8,93.47,728,2.588,4.88,64.5,0.10,0.10,0.50,0.61,99,99,99,99,12.25,87.3,66.8,0.0,0.0,20,0.00,0.00,0.00,0.00
182242,93.8,92.96,717,2.608,5.25,64.5,0.10,0.10,0.28,0.39,99,99,99,99,12.00,87.3,66.8,0.0,0.0,20,0.00,0.00,0.00,0.00
182442,93.8,95.16,715,2.684,5.62,64.5,0.10,0.10,1.83,1.96,99,99,99,99,12.25,87.3,66.8,0.0,0.0,20,0.00,0.00,0.00,0.00
182643,93.8,92.18,723,2.704,4.50,64.5,0.10,0.10,2.10,2.24,99,99,99,99,12.00,87.3,66.8,0.0,0.0,12,0.00,0.00,0.00,0.00
182843,93.8,94.51,720,2.716,4.88,64.5,0.10,0.10,2.37,2.51,99,99,99,99,12.25,87.3,66.8,0.0,0.0,12,0.00,0.00,0.00,0.00
183042,93.8,95.29,714,2.780,5.62,64.5,0.10,0.10,2.65,2.79,99,99,99,99,12.25,87.3,66.8,0.0,0.8,12,0.00,0.00,0.00,0.00
183242,93.8,156.00,721,4.376,7.88,64.5,0.10,0.10,2.94,3.08,99,99,99,99,20.25,87.3,66.8,0.0,12.1,12,0.00,0.00,0.00,0.00
183403,93.8,535.45,791,7.108,5.25,64.5,0.10,0.10,3.28,3.41,99,99,99,99,76.25,87.3,66.8,4.3,19.1,12,0.00,0.00,0.00,0.00
183603,93.8,288.12,1311,10.328,10.88,64.5,0.12,0.10,3.46,3.55,99,99,99,99,68.00,87.3,66.8,3.5,20.3,12,0.00,0.00,0.00,0.00
183803,93.8,212.41,1811,7.884,19.88,64.5,0.35,0.23,3.46,3.55,99,99,99,99,69.25,87.3,66.8,2.7,20.3,6,0.00,0.00,0.00,0.00
184002,93.8,212.47,2000,6.588,20.25,64.5,0.55,0.29,0.02,-0.32,99,99,99,99,76.50,87.3,66.8,3.5,20.3,6,0.00,0.00,0.00,0.00
184162,93.8,214.80,2017,6.272,20.62,64.5,0.61,0.29,-1.74,-2.07,99,99,99,99,78.00,87.3,66.8,3.5,19.5,6,0.00,0.00,0.00,0.00
184322,93.8,214.68,1947,6.080,20.62,64.5,0.64,0.29,-0.80,-1.54,99,99,99,99,75.25,87.3,66.0,2.7,18.8,6,0.00,0.00,0.00,0.00
184482,93.8,220.82,1830,6.312,20.62,64.5,0.64,0.27,0.75,0.01,99,99,99,99,72.75,87.3,66.0,2.3,18.8,6,0.00,0.00,0.00,0.00
184643,93.8,224.59,1725,6.460,19.50,64.5,0.64,0.27,2.21,1.47,98,98,99,99,69.75,87.3,66.0,2.0,18.8,8,0.00,0.00,0.00,0.00
184842,93.8,228.30,1618,6.644,17.25,64.5,0.66,0.27,3.10,3.22,98,98,99,99,66.50,87.3,66.0,2.0,18.8,8,0.00,0.00,0.00,0.00
185042,93.8,236.69,1543,6.924,15.75,64.5,0.66,0.27,3.10,4.88,98,98,99,99,65.75,87.3,66.0,1.6,18.8,8,0.00,0.00,0.00,0.00
185243,93.8,236.78,1519,7.056,14.25,64.5,0.61,0.27,3.10,6.53,98,98,99,99,64.75,87.3,66.0,1.6,18.8,8,0.00,0.00,0.00,0.00
185443,93.8,219.13,1654,6.972,17.62,64.5,0.59,0.27,3.10,7.27,98,98,99,99,65.25,87.3,66.0,1.6,18.8,8,0.00,0.00,0.00,0.00
185641,93.8,213.70,1761,6.420,19.88,64.5,0.61,0.29,-0.18,7.27,97,97,99,99,67.75,87.3,66.0,2.0,18.8,14,0.00,0.00,0.00,0.00
185842,93.8,212.43,1863,6.144,20.62,64.5,0.62,0.27,-2.10,7.27,97,97,99,99,71.25,87.3,66.0,2.3,19.1,14,0.00,0.00,0.00,0.00
186002,93.8,212.28,1982,6.288,20.62,64.5,0.61,0.27,1.20,7.27,97,97,99,99,75.75,87.3,66.0,3.5,19.5,14,0.00,0.00,0.00,0.00
186202,93.8,224.15,2094,6.636,20.25,64.5,0.61,0.27,3.40,3.78,97,97,99,99,84.50,87.3,66.0,4.7,19.9,14,0.00,0.00,0.00,0.00
186402,93.8,223.09,2216,6.920,20.62,64.5,0.64,0.29,5.71,1.48,97,97,99,99,89.00,87.3,66.0,5.5,20.3,14,0.00,0.00,0.00,0.00
186602,93.8,224.78,2366,6.972,21.00,64.5,0.66,0.27,6.06,-0.94,97,97,99,99,95.75,87.3,66.0,6.2,20.7,14,0.00,0.00,0.00,0.00
186763,93.8,242.22,2471,7.244,21.75,64.5,0.66,0.29,6.06,0.84,96,96,98,98,107.75,87.3,66.0,7.8,21.5,19,0.00,0.00,0.00,0.00
186963,93.8,256.82,2617,7.584,21.75,64.5,0.68,0.31,6.06,3.61,96,96,98,98,121.00,87.3,66.0,9.8,22.3,19,0.00,0.00,0.00,0.00
187162,93.8,268.90,2768,7.928,22.12,63.8,0.68,0.35,6.06,4.79,96,96,98,98,134.00,87.3,66.0,11.7,23.8,19,0.00,0.00,0.00,0.00
187362,93.8,266.85,2935,7.692,22.12,63.8,0.68,0.37,1.09,4.79,96,96,98,98,141.00,87.3,65.2,12.9,23.8,19,0.00,0.00,0.00,0.00
187564,93.8,256.42,3076,7.720,22.88,63.8,0.64,0.35,2.41,4.79,96,96,98,98,142.00,87.3,65.2,12.9,23.8,19,0.00,0.00,0.00,0.00
187764,93.8,258.56,3244,7.876,23.62,63.0,0.62,0.31,6.03,1.16,95,95,96,96,151.00,87.3,65.2,13.3,23.8,25,0.00,0.00,0.00,0.00
187962,93.8,258.58,3394,7.896,23.25,63.0,0.62,0.33,5.58,1.32,95,95,96,96,158.00,87.3,65.2,14.1,23.8,25,0.00,0.00,0.00,0.00
188162,93.8,261.63,3556,7.580,23.62,62.2,0.59,0.31,1.67,5.23,95,95,96,96,167.50,87.3,65.2,14.5,23.4,25,0.00,0.00,0.00,0.00
188324,93.8,260.28,3676,7.788,24.38,62.2,0.64,0.31,4.09,3.58,95,95,96,96,172.25,87.3,65.2,14.8,23.4,25,0.00,0.00,0.00,0.00
188523,93.8,261.23,3822,7.900,24.38,62.2,0.68,0.33,4.53,-0.58,95,95,96,96,179.75,87.3,65.2,15.2,23.4,25,0.00,0.00,0.00,0.00
188722,93.8,111.63,3943,4.880,24.75,60.8,0.66,0.37,0.35,0.01,94,94,94,94,79.25,87.3,65.2,0.0,0.0,31,0.00,0.00,0.00,0.00
188883,93.8,74.59,3872,2.764,21.38,60.8,0.68,0.39,-2.08,-3.36,94,94,94,94,52.00,87.3,65.2,0.0,0.0,31,0.00,0.00,0.00,0.00
189082,93.8,77.62,3649,2.004,3.75,60.8,0.64,0.53,0.00,0.00,94,94,94,94,51.00,87.3,65.2,0.0,0.0,31,0.00,0.00,0.00,0.00
189283,93.8,75.25,3340,2.300,4.88,59.2,0.62,0.51,0.00,0.00,94,94,94,94,45.25,87.3,64.5,0.0,5.1,31,0.00,0.00,0.00,0.00
189482,93.8,147.38,3194,3.308,26.25,59.2,0.55,0.47,2.98,2.89,94,94,94,94,84.75,87.3,64.5,4.7,19.9,31,0.00,0.00,0.00,0.00
189643,93.8,223.36,2723,5.684,24.75,59.2,0.51,0.39,2.98,2.89,93,93,92,92,109.50,87.3,64.5,6.6,22.7,35,0.00,0.00,0.00,0.00
189842,93.8,248.43,2426,6.788,22.12,59.2,0.51,0.29,2.98,2.89,93,93,92,92,108.50,87.3,64.5,7.4,23.4,35,0.00,0.00,0.00,0.00
190042,93.8,266.10,2510,7.596,21.75,59.2,0.59,0.31,2.98,2.89,93,93,92,92,120.25,87.3,64.5,9.4,25.4,35,0.00,0.00,0.00,0.00
190201,93.8,279.22,2601,8.104,21.38,59.2,0.66,0.35,2.98,2.89,93,93,92,92,130.75,87.3,64.5,11.7,27.3,35,0.00,0.00,0.00,0.00
190402,93.8,283.73,2638,8.008,21.00,59.2,0.74,0.39,-1.46,-1.55,93,93,92,92,134.75,87.3,63.8,12.5,27.3,35,0.00,0.00,0.00,0.00
