Time (msec),* Coolant Temperature (°C),* Engine Load (mg/stroke),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Ignition Angle (° CRK),* Intake Air Temperature (°C),* Knock sensor 1 (V),* Knock sensor 2 (V),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Lambda post cat heating 1 (%),* Lambda post cat heating 2 (%),* Lambda pre cat heating 1 (%),* Lambda pre cat heating 2 (%),* Mass Airflow (kg/h),* Oil Temperature (°C),* Radiator outlet temperature (°C),* Throttle Position actual (°TPS),* Throttle Position pedal (°TPS),* Vehicle Speed (km/h),** Lambda Additive Adaptation - Bank 1 (ms),** Lambda Additive Adaptation - Bank 2 (ms),** Lambda Multiplicative Adaptation - Bank 1 (%),** Lambda Multiplicative Adaptation - Bank 2 (%)
323164,98.2,53.67,1992,2.236,20.25,56.2,0.37,0.18,-1.56,-2.25,93,93,91,82,19.25,96.9,62.2,0.0,0.0,45,0.00,0.00,0.37,0.25
323324,98.2,52.68,1977,1.988,15.38,56.2,0.37,0.18,-1.56,-1.89,93,93,91,82,18.75,96.9,62.2,0.0,0.0,45,0.00,0.00,0.37,0.25
323525,98.2,50.94,1881,1.756,9.00,56.2,0.35,0.20,-1.56,-1.89,93,93,91,82,17.25,96.9,62.2,0.0,0.0,45,0.00,0.00,0.37,0.25
323685,98.2,48.38,1751,1.548,4.12,55.5,0.35,0.18,-3.88,-1.89,94,94,93,83,15.25,96.9,62.2,0.0,0.0,44,0.00,0.00,0.37,0.25
323845,98.2,45.16,1568,1.396,-1.88,55.5,0.33,0.18,-4.50,-1.89,94,94,93,83,12.75,96.9,62.2,0.0,0.0,44,0.00,0.00,0.37,0.25
324045,98.2,44.97,1451,1.284,-7.12,55.5,0.29,0.16,0.00,0.00,94,94,93,83,11.75,96.9,62.2,0.0,0.4,44,0.00,0.00,0.37,0.25
324244,98.2,46.34,1468,1.356,-7.12,55.5,0.29,0.16,0.00,0.00,94,94,93,83,12.25,96.9,62.2,0.0,1.2,44,0.00,0.00,0.37,0.25
324405,98.2,44.69,1522,1.464,-6.38,55.5,0.25,0.14,0.00,0.00,94,94,93,83,12.25,96.9,62.2,0.0,1.2,44,0.00,0.00,0.37,0.25
324605,98.2,42.53,1632,1.360,-5.25,55.5,0.25,0.14,0.00,0.00,94,94,93,83,12.50,96.9,62.2,0.0,0.0,44,0.00,0.00,0.37,0.25
324804,98.2,40.60,1778,1.312,-4.50,55.5,0.27,0.16,0.00,0.00,95,95,93,84,13.00,96.9,62.2,0.0,0.0,42,0.00,0.00,0.37,0.25
324965,98.2,43.48,1916,1.340,-3.75,55.5,0.27,0.18,0.00,0.00,95,95,93,84,15.00,96.9,62.2,0.0,0.0,42,0.00,0.00,0.37,0.25
325125,98.2,48.84,2075,1.388,-2.62,55.5,0.31,0.20,0.00,0.00,95,95,93,84,18.25,96.9,62.2,0.0,0.0,42,0.00,0.00,0.37,0.25
325324,98.2,50.26,2293,1.368,-1.88,55.5,0.31,0.20,0.00,0.00,95,95,93,84,20.75,96.9,62.2,0.0,0.0,42,0.00,0.00,0.37,0.25
325524,98.2,53.27,2502,1.444,-0.75,55.5,0.35,0.23,0.00,0.00,95,95,93,84,24.00,96.9,62.2,0.0,0.0,42,0.00,0.00,0.37,0.25
325685,98.2,58.46,2375,1.552,-1.12,56.2,0.35,0.27,0.00,0.00,96,96,95,85,25.00,96.9,62.2,0.0,0.0,38,0.00,0.00,0.37,0.25
325845,98.2,56.64,2402,1.596,-1.12,56.2,0.39,0.29,0.00,0.00,96,96,95,85,24.50,96.9,62.2,0.0,0.0,38,0.00,0.00,0.37,0.25
326044,98.2,59.67,2327,1.720,0.75,56.2,0.37,0.31,0.00,0.00,96,96,95,85,25.00,96.9,62.2,0.0,4.3,38,0.00,0.00,0.37,0.25
326245,98.2,65.43,2292,1.848,19.12,56.2,0.37,0.31,2.96,1.01,96,96,95,85,27.00,96.9,62.2,0.0,4.3,38,0.00,0.00,0.37,0.25
326444,98.2,64.82,2292,1.904,22.50,56.2,0.39,0.27,3.44,2.20,96,96,95,85,26.75,96.9,62.2,0.0,4.3,38,0.00,0.00,0.37,0.25
326605,98.2,65.65,2263,1.900,22.50,56.2,0.41,0.27,3.44,2.56,96,96,95,85,26.75,96.9,62.2,0.0,4.3,38,0.00,0.00,0.37,0.25
326805,98.2,65.82,2257,1.900,22.50,56.2,0.41,0.29,3.44,2.56,96,96,96,86,26.75,96.9,62.2,0.0,4.3,34,0.00,0.00,0.37,0.25
327005,98.2,65.96,2231,1.948,22.50,56.2,0.43,0.29,1.15,2.56,96,96,96,86,26.50,96.9,62.2,0.0,6.6,34,0.00,0.00,0.37,0.25
327204,98.2,86.79,2224,2.040,23.62,56.2,0.43,0.27,0.06,2.56,96,96,96,86,34.75,96.9,62.2,0.0,9.4,34,0.00,0.00,0.37,0.25
327364,98.2,92.81,2229,2.340,24.38,56.2,0.41,0.25,-0.85,2.56,96,96,96,86,37.25,96.9,62.2,0.0,9.4,34,0.00,0.00,0.37,0.25
327524,98.2,98.09,2180,2.524,25.50,56.2,0.43,0.25,-1.80,2.92,96,96,96,86,38.50,96.9,62.2,0.0,10.2,34,0.00,0.00,0.37,0.25
327684,98.2,157.53,2195,3.352,26.25,56.2,0.47,0.25,-2.81,3.46,97,97,97,88,62.25,96.9,62.2,1.2,14.1,33,0.00,0.00,0.37,0.25
327845,98.2,181.45,2204,4.560,25.12,56.2,0.45,0.25,-4.09,3.46,97,97,97,88,72.00,96.9,62.2,1.2,14.5,33,0.00,0.00,0.37,0.25
328005,98.2,180.50,2231,4.800,25.50,56.2,0.43,0.25,-5.62,3.46,97,97,97,88,72.50,96.9,62.2,1.6,14.5,33,0.00,0.00,0.37,0.25
328206,98.2,182.51,2214,4.720,25.12,56.2,0.45,0.25,-7.63,3.46,97,97,97,88,72.75,96.9,62.2,1.6,14.1,33,0.00,0.00,0.37,0.25
328405,98.2,178.59,2255,4.880,25.50,56.2,0.45,0.27,-4.30,3.46,97,97,97,88,72.50,96.9,62.2,1.2,13.7,33,0.00,0.00,0.37,0.25
328605,98.2,165.62,2289,4.780,25.88,56.2,0.45,0.27,-2.22,-0.38,97,97,97,88,68.25,96.9,62.2,1.2,13.3,33,0.00,0.00,0.37,0.25
328764,98.2,163.01,2283,4.724,25.88,57.0,0.45,0.27,-0.61,-1.99,96,96,95,86,67.00,96.9,62.2,1.2,12.9,33,0.00,0.00,0.37,0.25
328925,98.2,159.84,2311,4.660,25.88,57.0,0.47,0.29,0.60,-3.60,96,96,95,86,66.50,96.9,62.2,0.8,12.5,33,0.00,0.00,0.37,0.25
329085,98.2,131.08,2320,4.236,26.25,57.0,0.47,0.31,0.60,-2.51,96,96,95,86,54.75,96.9,62.2,0.0,10.9,33,0.00,0.00,0.37,0.25
329286,98.2,122.12,2331,3.752,26.62,57.0,0.45,0.29,0.60,-0.82,96,96,95,86,51.25,96.9,62.2,0.0,9.4,33,0.00,0.00,0.37,0.25
329484,98.2,97.81,2328,3.236,26.62,57.0,0.45,0.29,0.60,0.74,96,96,95,86,41.00,96.9,62.2,0.0,4.3,33,0.00,0.00,0.37,0.25
329685,98.2,58.68,2319,2.260,21.75,56.2,0.43,0.27,-1.78,1.84,96,96,96,87,24.50,96.9,62.2,0.0,0.0,34,0.00,0.00,0.37,0.25
329884,98.2,58.00,2298,1.920,16.12,56.2,0.41,0.27,-3.02,1.84,96,96,96,87,24.00,96.9,61.5,0.0,0.0,34,0.00,0.00,0.37,0.25
330085,98.2,56.28,2294,1.752,10.12,56.2,0.43,0.27,-4.21,1.84,96,96,96,87,23.25,96.9,61.5,0.0,0.0,34,0.00,0.00,0.37,0.25
330285,98.2,55.79,2265,1.644,4.50,56.2,0.41,0.27,-5.40,1.84,96,96,96,87,22.75,96.9,61.5,0.0,0.0,34,0.00,0.00,0.37,0.25
330484,98.2,56.56,2234,1.580,-1.12,56.2,0.41,0.27,-6.53,1.84,96,96,96,87,22.75,96.9,61.5,0.0,0.0,34,0.00,0.00,0.37,0.25
330685,98.2,56.68,2180,1.776,-3.38,56.2,0.41,0.27,0.00,0.00,97,97,98,88,22.25,96.9,61.5,0.0,2.0,33,0.00,0.00,0.37,0.25
330885,98.2,64.18,2163,1.808,14.25,56.2,0.41,0.27,2.73,0.71,97,97,98,88,25.00,96.9,61.5,0.0,4.3,33,0.00,0.00,0.37,0.25
331085,98.2,83.51,2145,2.004,22.50,56.2,0.41,0.27,2.73,0.93,97,97,98,88,32.25,96.9,61.5,0.0,7.4,33,0.00,0.00,0.37,0.25
331285,98.2,99.78,2157,2.532,24.75,56.2,0.43,0.27,2.73,0.93,97,97,98,88,38.75,96.9,61.5,0.0,7.4,33,0.00,0.00,0.37,0.25
331444,98.2,102.50,2100,2.756,25.50,56.2,0.41,0.25,2.73,0.93,97,97,98,88,38.75,96.9,61.5,0.0,7.4,33,0.00,0.00,0.37,0.25
331605,98.2,100.82,2121,2.872,25.88,56.2,0.41,0.25,2.73,0.93,97,97,98,88,38.50,96.9,61.5,0.0,7.4,33,0.00,0.00,0.37,0.25
331805,98.2,102.16,2107,2.868,25.88,56.2,0.39,0.23,0.46,0.93,98,98,99,89,38.75,96.9,61.5,0.0,7.4,31,0.00,0.00,0.37,0.25
331966,98.2,102.43,2101,2.856,25.88,56.2,0.41,0.23,-0.57,-1.66,98,98,99,89,38.75,96.9,61.5,0.0,7.4,31,0.00,0.00,0.37,0.25
332164,98.2,103.05,2102,2.840,25.88,57.0,0.41,0.23,-1.85,-2.94,98,98,99,89,39.00,96.9,61.5,0.0,7.8,31,0.00,0.00,0.37,0.25
332325,98.2,102.94,2091,2.816,25.88,57.0,0.41,0.23,-2.88,-3.97,98,98,99,89,38.75,96.9,61.5,0.0,7.4,31,0.00,0.00,0.37,0.25
332525,98.2,103.85,2086,2.788,25.88,57.0,0.41,0.23,-4.16,-5.25,98,98,99,89,39.00,96.9,61.5,0.0,7.4,31,0.00,0.00,0.37,0.25
332726,98.2,102.56,2085,2.748,25.88,57.0,0.39,0.23,-5.44,-2.00,99,99,99,90,38.50,96.9,61.5,0.0,7.4,32,0.00,0.00,0.37,0.25
332924,98.2,104.09,2081,2.780,25.88,57.0,0.39,0.21,-3.85,-0.71,99,99,99,90,39.00,96.9,61.5,0.0,7.4,32,0.00,0.00,0.37,0.25
333126,98.2,105.67,2076,2.836,25.88,57.0,0.41,0.23,-2.57,0.57,99,99,99,90,39.50,96.9,61.5,0.0,7.8,32,0.00,0.00,0.37,0.25
333324,98.2,111.37,2082,2.940,25.88,57.0,0.39,0.23,-1.29,-1.84,99,99,99,90,41.75,96.9,61.5,0.0,9.0,32,0.00,0.00,0.37,0.25
333485,98.2,157.40,2082,3.708,26.25,57.0,0.41,0.23,-0.84,-2.87,99,99,99,90,59.00,96.9,61.5,1.2,11.7,32,0.00,0.00,0.37,0.25
333685,98.2,215.25,2116,5.416,21.75,57.0,0.39,0.23,-0.84,-4.54,98,98,98,88,82.00,96.9,61.5,2.7,13.3,31,0.00,0.00,0.37,0.25
333884,98.2,223.53,2137,6.000,21.75,57.0,0.39,0.23,-0.84,-6.61,98,98,98,88,86.00,96.9,61.5,3.9,13.3,31,0.00,0.00,0.37,0.25
334045,98.2,215.46,2172,6.108,21.75,57.0,0.45,0.23,-0.84,-5.92,98,98,98,88,84.25,96.9,61.5,3.9,13.3,31,0.00,0.00,0.37,0.25
334205,98.2,212.51,2202,5.884,22.12,57.0,0.47,0.23,-3.41,-4.14,98,98,98,88,84.25,96.9,61.5,3.5,13.3,31,0.00,0.00,0.37,0.25
334364,98.2,208.85,2234,5.856,22.12,57.0,0.53,0.27,-2.50,-2.31,98,98,98,88,84.00,96.9,61.5,3.5,13.3,31,0.00,0.00,0.37,0.25
334525,98.2,204.12,2279,5.952,22.50,57.0,0.55,0.29,-0.67,-0.48,98,98,98,88,83.75,96.9,61.5,3.5,13.3,31,0.00,0.00,0.37,0.25
334725,98.2,200.35,2315,6.008,22.88,57.0,0.57,0.29,1.62,1.82,96,96,96,86,83.50,96.9,61.5,3.5,13.3,33,0.00,0.00,0.37,0.25
334926,98.2,197.87,2358,5.940,23.62,57.0,0.59,0.29,2.45,-0.17,96,96,96,86,84.00,96.9,61.5,3.5,13.3,33,0.00,0.00,0.37,0.25
335124,98.2,191.85,2403,5.560,24.38,57.0,0.61,0.31,-1.65,-2.52,96,96,96,86,83.00,96.9,61.5,3.1,12.9,33,0.00,0.00,0.37,0.25
335326,98.2,175.64,2443,5.012,25.88,57.0,0.55,0.31,-3.93,0.17,96,96,96,86,77.25,96.9,62.2,2.0,11.7,33,0.00,0.00,0.37,0.25
335525,98.2,166.96,2487,4.860,26.62,57.0,0.51,0.31,-1.18,-1.30,96,96,96,86,74.75,96.9,62.2,1.6,11.7,33,0.00,0.00,0.37,0.25
335724,98.2,166.34,2521,4.824,26.62,57.0,0.49,0.33,0.91,-3.50,95,95,94,84,75.50,96.9,62.2,2.0,11.7,35,0.00,0.00,0.37,0.25
335886,98.2,164.88,2552,4.648,27.00,57.0,0.47,0.33,-1.79,0.15,95,95,94,84,75.75,96.9,62.2,2.0,11.7,35,0.00,0.00,0.37,0.18
336085,98.2,169.73,2577,4.564,27.38,57.0,0.43,0.33,-2.07,1.76,95,95,94,84,78.75,96.9,62.2,2.3,12.1,35,0.00,0.00,0.37,0.18
336284,98.2,196.94,2630,5.388,27.38,56.2,0.39,0.33,0.25,-2.10,95,95,94,84,93.25,96.9,61.5,5.1,14.8,35,0.00,0.00,0.37,0.18
336445,98.2,244.45,2670,6.360,24.38,56.2,0.39,0.31,1.53,-4.18,95,95,94,84,117.50,96.9,61.5,8.6,16.4,35,0.00,0.00,0.37,0.18
336644,98.2,288.21,2732,7.864,22.12,56.2,0.49,0.33,2.43,0.10,94,94,92,82,141.75,96.9,61.5,12.9,18.8,38,0.00,0.00,0.37,0.18
336805,98.2,284.96,2763,8.484,21.38,56.2,0.57,0.39,4.39,2.72,94,94,92,82,141.75,96.9,61.5,13.3,19.1,38,0.00,0.00,0.37,0.18
336965,98.2,289.77,2837,8.300,21.38,56.2,0.68,0.41,0.51,1.15,94,94,92,82,148.00,96.9,61.5,14.1,19.5,38,0.00,0.00,0.37,0.18
337164,98.2,275.72,2901,7.932,21.75,56.2,0.78,0.45,-0.85,-2.25,94,94,92,82,144.00,96.9,61.5,13.7,19.5,38,0.00,0.00,0.37,0.18
337324,98.2,272.93,2951,8.056,22.50,56.2,0.90,0.47,1.93,1.87,94,94,92,82,145.00,96.9,61.5,13.7,19.5,38,0.00,0.00,0.37,0.18
337525,98.2,267.61,3046,8.128,22.88,56.2,0.96,0.49,5.13,5.43,94,94,92,82,146.75,96.9,61.5,13.7,19.5,38,0.00,0.00,0.37,0.18
337725,98.2,265.91,3123,7.684,22.88,54.8,0.88,0.53,0.06,0.72,93,93,90,80,149.50,96.9,61.5,13.7,19.5,42,0.00,0.00,0.37,0.18
337926,98.2,255.55,3168,7.700,23.62,54.8,0.82,0.51,2.77,0.86,93,93,90,80,145.75,96.9,61.5,12.9,18.8,42,0.00,0.00,0.37,0.18
338125,98.2,246.42,3246,7.332,25.12,54.8,0.76,0.51,2.67,4.51,93,93,90,80,144.00,96.9,61.5,11.7,17.6,42,0.00,0.00,0.37,0.18
338325,98.2,233.47,3289,6.740,25.50,54.0,0.70,0.57,-0.87,0.43,93,93,90,80,138.25,98.5,61.5,11.3,17.6,42,0.00,0.00,0.37,0.18
338525,98.2,232.35,3353,6.888,25.50,54.0,0.66,0.55,2.87,1.08,93,93,90,80,140.25,98.5,61.5,10.9,17.6,42,0.00,0.00,0.46,0.18
338725,98.2,227.67,3373,6.808,25.88,53.2,0.64,0.59,3.73,4.12,92,92,88,79,138.25,98.5,61.5,10.2,16.4,48,0.00,0.00,0.46,0.18
338926,98.2,218.60,3443,6.256,27.00,53.2,0.64,0.66,0.25,-0.90,92,92,88,79,135.50,98.5,61.5,9.8,16.4,48,0.00,0.00,0.46,0.24
339125,98.2,216.60,3481,6.132,27.00,53.2,0.61,0.68,0.61,-0.19,92,92,88,79,135.75,98.5,61.5,9.8,16.4,48,0.00,0.00,0.46,0.24
339324,98.2,216.12,3489,6.364,27.00,52.5,0.57,0.70,4.09,3.29,92,92,88,79,135.75,98.5,61.5,9.8,16.4,48,0.00,0.00,0.46,0.24
339485,98.2,214.29,3551,6.212,27.00,52.5,0.61,0.68,1.54,-0.31,92,92,88,79,137.00,98.5,61.5,9.8,16.4,48,0.00,0.00,0.46,0.24
339685,98.2,214.91,3586,6.004,27.75,51.8,0.68,0.66,-0.25,-0.67,91,91,86,77,138.75,98.5,61.5,9.8,16.4,52,0.00,0.00,0.46,0.24
339884,98.2,211.67,3641,6.156,27.38,51.8,0.68,0.68,3.32,2.90,91,91,86,77,138.75,98.5,61.5,9.8,16.4,52,0.00,0.00,0.46,0.24
340045,98.2,214.42,3646,6.048,27.38,51.8,0.72,0.70,1.35,1.11,91,91,86,77,140.75,98.5,61.5,9.8,16.4,52,0.00,0.00,0.46,0.24
340245,98.2,209.70,3695,5.768,27.75,51.0,0.78,0.74,-2.24,-2.48,91,91,86,77,139.50,98.5,61.5,10.2,16.4,52,0.00,0.00,0.46,0.24
340406,98.2,212.98,3723,6.004,27.75,51.0,0.80,0.72,1.62,1.04,91,91,86,77,142.75,98.5,61.5,10.2,16.4,52,0.00,0.00,0.46,0.26
340604,98.2,105.63,3720,4.076,28.12,51.0,0.80,0.76,0.91,3.74,91,91,86,77,70.75,98.5,61.5,0.0,0.0,52,0.00,0.00,0.46,0.26
340766,98.2,73.34,3673,2.208,5.25,51.0,0.80,0.88,0.00,0.00,89,89,84,75,48.50,98.5,61.5,0.0,0.0,55,0.00,0.00,0.46,0.26
340964,98.2,74.76,3362,2.028,4.88,51.0,0.84,0.92,0.00,0.00,89,89,84,75,45.25,98.5,61.5,0.0,0.0,55,0.00,0.00,0.46,0.26
341125,98.2,75.86,3221,2.336,12.75,51.0,0.84,0.86,0.00,0.00,89,89,84,75,44.00,98.5,61.5,0.0,8.2,55,0.00,0.00,0.46,0.26
341285,98.2,214.38,2850,4.784,28.12,49.5,0.90,0.78,2.70,2.53,89,89,84,75,110.00,98.5,61.5,7.4,15.6,55,0.00,0.00,0.46,0.26
341445,98.2,278.86,2480,7.304,5.25,49.5,0.64,0.70,2.70,2.53,89,89,84,75,124.50,98.5,61.5,9.0,16.8,55,0.00,0.00,0.46,0.26
341646,98.2,293.61,2535,8.788,20.62,50.2,0.53,0.66,2.70,2.53,88,88,82,73,134.00,98.5,61.5,11.7,18.0,55,0.00,0.00,0.46,0.26
341845,98.2,277.08,2561,8.340,21.38,50.2,0.74,0.68,2.70,2.53,88,88,82,73,127.75,98.5,61.5,11.7,18.0,55,0.00,0.00,0.46,0.26
342005,98.2,273.86,2581,8.028,21.75,50.2,0.86,0.72,0.38,0.52,88,88,82,73,127.25,98.5,61.5,11.7,18.0,55,0.00,0.00,0.46,0.26
342164,98.2,273.46,2605,7.724,22.12,50.2,0.90,0.66,-2.04,-1.91,88,88,82,73,128.25,98.5,61.5,11.7,18.4,55,0.00,0.00,0.46,0.26
342326,98.2,271.59,2623,7.748,22.12,50.2,0.92,0.68,-0.88,0.19,88,88,82,73,128.25,98.5,61.5,11.7,18.0,55,0.00,0.00,0.46,0.26
342525,98.2,248.07,2659,7.720,22.50,50.2,0.92,0.68,2.19,3.11,88,88,82,73,118.75,98.5,61.5,9.8,16.4,55,0.00,0.00,0.46,0.26
342685,98.2,230.40,2676,7.276,23.62,49.5,0.96,0.68,3.41,3.11,87,87,80,71,111.00,98.5,61.5,7.8,15.2,58,0.00,0.00,0.46,0.26
342887,98.2,196.24,2696,6.176,25.12,49.5,0.94,0.64,-1.16,3.11,87,87,80,71,95.25,98.5,62.2,4.7,14.1,58,0.00,0.00,0.46,0.26
343085,98.2,190.63,2710,5.284,27.00,49.5,0.80,0.57,-3.83,3.11,87,87,80,71,93.00,98.5,62.2,5.1,14.1,58,0.00,0.00,0.46,0.26
343245,98.2,192.26,2723,5.432,27.38,49.5,0.68,0.49,-0.55,-0.35,87,87,80,71,94.25,98.5,62.2,5.1,14.1,58,0.00,0.00,0.46,0.26
343405,98.2,188.46,2741,5.488,27.75,49.5,0.59,0.47,1.58,0.02,87,87,80,71,93.00,98.5,62.2,4.7,13.7,58,0.00,0.00,0.46,0.26
343565,98.2,185.12,2753,5.564,28.12,49.5,0.55,0.43,3.57,2.14,87,87,80,71,91.75,98.5,62.2,4.7,13.7,58,0.00,0.00,0.46,0.26
343765,98.2,181.92,2771,5.212,28.88,48.8,0.51,0.41,0.11,-0.39,86,86,78,69,90.75,98.5,62.2,4.3,13.3,61,0.00,0.00,0.46,0.26
343965,98.2,182.32,2780,4.992,28.88,48.8,0.49,0.39,-2.45,-1.00,86,86,78,69,91.25,98.5,62.2,4.3,13.3,61,0.00,0.00,0.46,0.26
344165,98.2,181.30,2788,5.208,28.88,48.8,0.49,0.35,1.79,1.58,86,86,78,69,91.00,98.5,62.2,4.3,12.9,61,0.00,0.00,0.48,0.25
344325,98.2,175.07,2808,5.156,29.25,48.8,0.47,0.37,3.25,3.30,86,86,78,69,88.50,98.5,62.2,3.9,12.9,61,0.00,0.00,0.48,0.25
344484,98.2,164.94,2812,4.840,29.25,48.8,0.47,0.33,-0.35,-0.03,86,86,78,69,83.50,98.5,62.2,2.3,11.7,61,0.00,0.00,0.48,0.25
344645,98.2,80.39,2815,3.680,27.75,48.8,0.45,0.33,-2.30,-1.98,85,85,79,70,40.75,98.5,62.2,0.0,0.0,62,0.00,0.00,0.48,0.25
344805,98.2,64.99,2799,2.368,23.62,48.8,0.41,0.31,-3.82,-3.50,85,85,79,70,32.75,98.5,62.2,0.0,0.0,62,0.00,0.00,0.48,0.25
345006,98.2,63.95,2801,2.072,18.00,48.8,0.41,0.31,-1.66,-1.95,85,85,79,70,32.25,98.5,62.2,0.0,0.0,62,0.00,0.00,0.48,0.25
345205,98.2,62.64,2793,1.844,12.75,48.8,0.41,0.31,-4.07,-1.24,85,85,79,70,31.50,98.5,62.2,0.0,0.0,62,0.00,0.00,0.48,0.25
345365,98.2,61.64,2793,1.772,8.25,48.8,0.39,0.35,-5.17,-4.07,85,85,79,70,31.00,98.5,62.2,0.0,0.0,62,0.00,0.00,0.48,0.25
345564,98.2,63.17,2770,1.712,2.62,48.8,0.39,0.31,-6.54,-5.44,85,85,79,70,31.50,98.5,62.2,0.0,0.0,62,0.00,0.00,0.48,0.25
345725,98.2,62.74,2744,1.656,0.00,48.8,0.43,0.33,0.00,0.00,85,85,80,70,31.00,98.5,62.2,0.0,0.0,62,0.00,0.00,0.48,0.25
345925,98.2,61.94,2735,1.628,0.00,48.8,0.43,0.35,0.00,0.00,85,85,80,70,30.50,98.5,62.2,0.0,0.0,62,0.00,0.00,0.48,0.25
346125,98.2,63.23,2723,2.008,1.50,48.8,0.47,0.39,0.00,0.00,85,85,80,70,31.00,98.5,62.2,0.0,5.5,62,0.00,0.00,0.48,0.25
346325,99.0,123.54,2720,3.104,19.12,48.8,0.47,0.35,2.69,0.83,85,85,80,70,60.50,98.5,63.0,0.4,9.8,62,0.00,0.00,0.48,0.25
346526,99.0,121.40,2688,3.460,27.75,48.8,0.49,0.37,2.69,0.83,85,85,80,70,58.75,98.5,63.0,0.4,9.8,62,0.00,0.00,0.48,0.25
346725,99.0,117.03,2705,3.436,27.75,49.5,0.49,0.35,2.69,0.83,85,85,80,70,57.00,98.5,63.0,0.4,9.8,61,0.00,0.00,0.48,0.25
346925,99.0,118.88,2710,3.432,27.75,49.5,0.45,0.37,2.69,0.83,85,85,80,70,58.00,98.5,63.0,0.4,9.8,61,0.00,0.00,0.48,0.25
347086,99.0,116.78,2723,3.320,28.12,49.5,0.45,0.35,-0.00,-1.40,85,85,80,70,57.25,98.5,63.0,0.4,9.8,61,0.00,0.00,0.48,0.25
347246,99.0,118.30,2723,3.268,28.12,49.5,0.45,0.37,-1.47,-2.87,85,85,80,70,58.00,98.5,63.0,0.4,9.4,61,0.00,0.00,0.48,0.25
347445,99.0,115.85,2721,3.172,28.12,49.5,0.45,0.39,-3.30,-4.70,85,85,80,70,56.75,98.5,63.0,0.4,9.4,61,0.00,0.00,0.48,0.25
347646,99.0,114.19,2724,3.084,28.12,49.5,0.43,0.39,-5.13,-1.73,85,85,80,70,56.00,98.5,63.0,0.4,9.4,61,0.00,0.00,0.48,0.25
347844,99.0,114.07,2727,3.148,27.75,49.5,0.45,0.43,-2.34,0.10,85,85,80,70,56.00,98.5,63.0,0.0,9.0,61,0.00,0.00,0.48,0.25
348045,99.0,107.75,2732,3.068,27.75,49.5,0.49,0.39,-0.77,0.37,85,85,80,70,53.00,98.5,63.0,0.0,8.6,61,0.00,0.00,0.48,0.25
348205,99.0,104.28,2730,2.988,27.75,50.2,0.49,0.43,-0.77,0.37,85,85,80,70,51.25,98.5,63.0,0.0,8.2,61,0.00,0.00,0.48,0.25
348366,99.0,102.26,2729,2.932,27.75,50.2,0.62,0.43,-0.77,0.37,85,85,80,70,50.25,98.5,63.8,0.0,8.2,61,0.00,0.00,0.48,0.25
348566,99.0,100.72,2730,2.876,27.38,50.2,0.68,0.43,-0.77,0.37,85,85,80,70,49.50,98.5,63.8,0.0,7.8,61,0.00,0.00,0.48,0.25
348766,99.0,98.70,2729,2.808,27.38,50.2,0.74,0.41,-0.77,-2.60,85,85,80,70,48.50,98.5,63.8,0.0,7.8,61,0.00,0.00,0.48,0.25
348965,99.0,99.85,2726,2.696,27.38,50.2,0.72,0.43,-4.15,-4.25,85,85,80,70,49.00,98.5,63.8,0.0,7.8,61,0.00,0.00,0.48,0.25
349125,99.0,98.70,2729,2.652,27.38,50.2,0.70,0.39,-5.47,-2.66,85,85,80,70,48.50,98.5,63.8,0.0,7.4,61,0.00,0.00,0.48,0.25
349287,99.0,96.16,2729,2.632,27.38,51.0,0.66,0.41,-4.37,-1.34,85,85,80,70,47.25,98.5,63.8,0.0,7.4,61,0.00,0.00,0.48,0.25
349484,99.0,97.77,2727,2.676,27.38,51.0,0.68,0.39,-2.80,0.07,85,85,80,70,48.00,98.5,63.8,0.0,7.4,61,0.00,0.00,0.48,0.25
349645,99.0,97.69,2729,2.712,27.38,51.0,0.70,0.39,-1.52,0.07,85,85,80,70,48.00,98.5,63.8,0.0,7.0,61,0.00,0.00,0.48,0.25
349806,99.0,90.16,2726,2.636,27.00,51.0,0.72,0.39,-1.37,0.07,85,85,80,70,44.25,98.5,64.5,0.0,5.9,61,0.00,0.00,0.48,0.25
349967,99.0,83.64,2723,2.448,26.25,51.0,0.64,0.39,-1.37,0.07,85,85,80,70,41.00,98.5,64.5,0.0,0.8,61,0.00,0.00,0.48,0.25
350165,99.0,62.49,2711,2.164,21.38,51.0,0.57,0.37,-1.37,0.07,85,85,80,70,30.50,98.5,64.5,0.0,0.0,61,0.00,0.00,0.48,0.25
350325,99.0,62.43,2691,1.896,17.25,51.0,0.53,0.39,-1.37,-2.38,85,85,80,70,30.25,98.5,64.5,0.0,0.0,61,0.00,0.00,0.48,0.25
350486,99.0,62.17,2702,1.752,13.12,51.0,0.51,0.39,-3.68,-3.48,85,85,80,70,30.25,98.5,64.5,0.0,0.0,61,0.00,0.00,0.48,0.25
350645,99.0,62.13,2682,1.712,9.00,51.0,0.49,0.39,-4.78,-4.57,85,85,80,70,30.00,98.5,64.5,0.0,0.0,61,0.00,0.00,0.48,0.25
350805,99.0,60.73,2675,1.664,4.88,51.0,0.47,0.37,-5.88,-2.57,85,85,80,70,29.25,98.5,64.5,0.0,0.0,61,0.00,0.00,0.48,0.25
