Time (msec),* Coolant Temperature (°C),* Engine Load (mg/stroke),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Intake Air Temperature (°C),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Oil Temperature (°C),* Throttle Position pedal (°TPS),* Throttle Position actual (°TPS),* Vehicle Speed (km/h),** Lambda Additive Adaptation - Bank 1 (ms),** Lambda Additive Adaptation - Bank 2 (ms),** Lambda Multiplicative Adaptation - Bank 1 (%),** Lambda Multiplicative Adaptation - Bank 2 (%)
188724,105.0,167.74,1697,4.628,44.2,6.90,4.16,98.5,15.6,0.4,38,0.00,0.00,0.00,0.00
188885,105.0,173.06,1701,5.116,44.2,7.90,5.16,98.5,15.6,0.4,38,0.00,0.00,0.00,0.00
189044,105.0,173.89,1709,5.372,45.0,7.96,6.24,98.5,16.0,0.4,38,0.00,0.00,0.00,0.00
189206,105.0,179.86,1714,5.564,45.0,7.96,7.06,98.5,16.4,0.4,38,0.00,0.00,0.00,0.00
189367,105.0,183.02,1730,5.704,45.0,7.96,7.06,98.5,16.4,0.4,38,0.00,0.00,0.00,0.00
189564,105.0,187.11,1744,5.912,45.0,7.96,7.06,98.5,16.4,0.8,38,0.00,0.00,0.00,0.00
189725,105.0,185.62,1758,5.808,45.0,4.70,7.06,98.5,15.6,0.8,38,0.00,0.00,0.00,0.00
189884,105.0,169.18,1773,5.624,45.0,3.47,4.59,98.5,14.5,0.4,38,0.00,0.00,0.00,0.00
190044,105.0,158.76,1793,5.260,45.0,2.28,3.40,98.5,13.3,0.0,38,0.00,0.00,0.00,0.00
190204,105.0,140.79,1805,4.744,45.0,1.12,2.25,98.5,12.1,0.0,38,0.00,0.00,0.00,0.00
190364,105.0,132.65,1811,4.308,45.0,0.06,1.18,98.5,11.7,0.0,38,0.00,0.00,0.00,0.00
190524,105.0,120.55,1820,3.976,45.0,2.77,3.12,98.5,9.4,0.0,38,0.00,0.00,0.00,0.00
190684,105.0,102.43,1830,3.820,45.0,3.70,4.06,98.5,9.0,0.0,39,0.00,0.00,0.00,0.00
190844,105.0,97.52,1837,3.532,45.0,4.58,4.94,98.5,9.0,0.0,39,0.00,0.00,0.00,0.00
191004,105.0,96.86,1835,3.312,45.0,4.95,5.41,98.5,9.0,0.0,39,0.00,0.00,0.00,0.00
191164,105.0,96.97,1833,3.160,45.0,4.95,5.41,98.5,8.6,0.0,39,0.00,0.00,0.00,0.00
191324,105.0,96.99,1847,3.040,45.0,4.95,5.41,98.5,8.2,0.0,39,0.00,0.00,0.00,0.00
191486,105.0,88.91,1843,2.952,45.0,4.95,5.41,98.5,7.0,0.0,39,0.00,0.00,0.00,0.00
191684,105.0,80.76,1840,2.720,45.0,4.95,5.41,98.5,6.6,0.0,41,0.00,0.00,0.00,0.00
191844,105.0,76.90,1842,2.508,45.0,2.28,2.94,98.5,6.6,0.0,41,0.00,0.00,0.00,0.00
192005,105.0,77.72,1840,2.388,45.0,1.55,2.21,98.5,6.6,0.0,41,0.00,0.00,0.00,0.00
192164,105.0,77.98,1834,2.320,45.0,0.82,1.48,98.5,6.6,0.0,41,0.00,0.00,0.00,0.00
192324,105.0,77.98,1834,2.284,45.0,0.08,0.74,98.5,6.6,0.0,41,0.00,0.00,0.00,0.00
192485,105.0,78.91,1830,2.328,45.0,1.98,2.92,98.5,7.4,0.0,41,0.00,0.00,0.00,0.00
192644,105.0,98.91,1825,2.516,45.0,2.72,3.65,98.5,9.4,0.0,41,0.00,0.00,0.00,0.00
192805,105.0,118.77,1824,3.028,45.0,3.51,4.45,98.5,9.4,0.0,41,0.00,0.00,0.00,0.00
192964,105.0,126.31,1825,3.476,45.0,4.32,5.25,98.5,9.4,0.0,41,0.00,0.00,0.00,0.00
193125,105.0,129.13,1828,3.760,45.0,5.20,6.13,98.5,9.4,0.0,41,0.00,0.00,0.00,0.00
193284,105.0,129.26,1837,3.924,45.0,5.97,7.01,98.5,9.4,0.0,41,0.00,0.00,0.00,0.00
193444,105.0,132.92,1828,4.024,45.0,5.97,7.23,98.5,9.4,0.0,41,0.00,0.00,0.00,0.00
193605,105.0,130.76,1837,4.092,45.8,5.97,7.23,98.5,9.4,0.0,41,0.00,0.00,0.00,0.00
193764,105.0,130.64,1839,4.108,45.8,5.97,7.23,98.5,9.0,0.0,41,0.00,0.00,0.00,0.00
193924,105.0,121.50,1840,3.912,45.8,3.72,7.23,98.5,8.2,0.0,41,0.00,0.00,0.00,0.00
194085,105.0,111.50,1843,3.680,45.8,2.84,4.32,98.5,7.8,0.0,41,0.00,0.00,0.00,0.00
194245,105.0,105.55,1842,3.400,45.8,1.96,3.44,98.5,7.4,0.0,41,0.00,0.00,0.00,0.00
194406,105.0,100.25,1842,3.152,45.8,1.16,2.64,98.5,6.6,0.0,41,0.00,0.00,0.00,0.00
194604,105.0,83.15,1837,2.884,45.8,3.85,3.92,98.5,5.5,0.0,41,0.00,0.00,0.00,0.00
194764,105.0,76.31,1838,2.628,45.8,4.65,4.72,98.5,5.5,0.0,41,0.00,0.00,0.00,0.00
194925,105.0,73.00,1826,2.472,45.8,5.39,5.46,98.5,5.1,0.0,41,0.00,0.00,0.00,0.00
195084,105.0,69.40,1821,2.332,45.8,6.12,6.19,98.5,4.7,0.0,41,0.00,0.00,0.00,0.00
195245,105.8,64.27,1815,2.196,45.8,6.62,6.56,98.5,3.5,0.0,41,0.00,0.00,0.00,0.00
195406,105.8,61.75,1799,2.072,45.8,6.62,6.56,98.5,3.5,0.0,41,0.00,0.00,0.00,0.00
195605,105.8,61.07,1796,1.980,45.8,6.62,6.56,98.5,3.5,0.0,40,0.00,0.00,0.00,0.00
195764,105.8,60.82,1781,1.940,45.8,6.62,6.56,98.5,3.5,0.0,40,0.00,0.00,0.00,0.00
195925,105.8,60.33,1772,1.912,45.8,6.62,6.56,98.5,3.5,0.0,40,0.00,0.00,0.00,0.00
196125,105.8,59.82,1764,1.852,45.8,4.40,4.17,98.5,3.5,0.0,40,0.00,0.00,0.00,0.00
196285,105.8,60.96,1754,1.832,45.8,3.74,3.51,98.5,3.5,0.0,40,0.00,0.00,0.00,0.00
196484,105.8,59.99,1736,1.812,45.8,2.91,2.68,98.5,3.5,0.0,40,0.00,0.00,0.00,0.00
196685,105.8,60.65,1717,1.796,45.8,2.09,4.07,98.5,3.5,0.0,39,0.00,0.00,0.00,0.00
196844,105.8,59.20,1712,1.784,45.8,1.43,4.72,98.5,3.5,0.0,39,0.00,0.00,0.00,0.00
197004,105.8,60.43,1700,1.768,45.8,0.77,5.38,98.5,3.5,0.0,39,0.00,0.00,0.00,0.00
197165,105.8,50.20,1687,1.716,45.8,0.11,6.04,98.5,0.0,0.0,39,0.00,0.00,0.00,0.00
197325,105.8,42.27,1675,1.612,45.8,-0.55,6.08,98.5,0.0,0.0,39,0.00,0.00,0.00,0.00
197485,105.8,41.00,1659,1.456,45.8,-1.21,6.08,98.5,0.0,0.0,39,0.00,0.00,0.00,0.00
197685,105.8,40.39,1616,1.300,45.8,-1.94,6.08,98.5,0.0,0.0,38,0.00,0.00,0.00,0.00
197845,105.8,39.39,1621,1.272,45.8,-0.31,6.08,98.5,0.0,0.0,38,0.00,0.00,0.00,0.00
198004,105.8,39.65,1576,1.240,45.8,0.00,0.00,98.5,0.0,0.0,38,0.00,0.00,0.00,0.00
198165,105.8,40.01,1562,1.216,45.8,0.00,0.00,98.5,0.0,0.0,38,0.00,0.00,0.00,0.00
198325,105.8,40.39,1547,1.268,45.8,0.00,0.00,98.5,2.0,0.0,38,0.00,0.00,0.00,0.00
198484,105.8,53.93,1545,1.464,45.8,0.26,0.22,98.5,5.9,0.0,38,0.00,0.00,0.00,0.00
198645,105.8,72.41,1515,1.616,45.8,0.84,0.81,98.5,6.2,0.0,35,0.00,0.00,0.00,0.00
198806,105.8,80.69,1497,1.852,45.8,1.43,1.39,98.5,6.2,0.0,35,0.00,0.00,0.00,0.00
199005,105.8,80.20,1506,2.124,45.8,2.16,2.12,98.5,6.2,0.0,35,0.00,0.00,0.00,0.00
199205,105.8,81.90,1475,2.292,45.8,2.89,2.86,98.5,6.2,0.0,35,0.00,0.00,0.00,0.00
199405,105.8,82.68,1461,2.392,45.8,3.54,3.51,98.5,6.2,0.0,35,0.00,0.00,0.00,0.00
199605,105.8,84.61,1444,2.452,45.8,3.83,4.15,98.5,6.2,0.0,33,0.00,0.00,0.00,0.00
199804,105.8,84.53,1429,2.464,45.8,3.83,4.79,98.5,6.2,0.0,33,0.00,0.00,0.00,0.00
199964,105.8,83.30,1417,2.488,45.8,3.83,4.98,98.5,6.2,0.0,33,0.00,0.00,0.00,0.00
200166,105.8,57.45,1402,2.316,46.5,3.83,4.98,98.5,0.0,0.0,33,0.00,0.00,0.00,0.00
200364,105.8,44.56,1371,1.696,46.5,1.44,4.98,98.5,0.0,0.0,33,0.00,0.00,0.00,0.00
200525,105.8,44.65,1306,1.516,46.5,0.93,4.98,98.5,0.0,0.0,33,0.00,0.00,0.00,0.00
200684,105.8,50.62,1152,1.584,46.5,0.48,2.68,98.5,0.0,0.0,31,0.00,0.00,0.00,0.00
200844,105.8,56.34,1035,1.748,46.5,2.50,4.15,98.5,0.0,0.0,31,0.00,0.00,0.00,0.00
201004,105.8,57.11,1021,1.784,46.5,2.87,4.51,98.5,0.0,0.0,31,0.00,0.00,0.00,0.00
201165,105.8,55.22,1081,1.712,46.5,3.24,4.88,98.5,0.4,0.0,31,0.00,0.00,0.00,0.00
201364,105.8,49.84,1226,1.064,46.5,3.33,4.95,98.5,0.8,0.0,31,0.00,0.00,0.00,0.00
201525,105.8,50.09,1275,1.524,46.5,3.33,4.95,98.5,1.6,0.0,31,0.00,0.00,0.00,0.00
201684,105.8,48.95,1418,1.672,46.5,3.33,4.95,98.5,4.3,0.0,29,0.00,0.00,0.00,0.00
201845,105.8,50.50,1622,1.708,46.5,3.33,4.95,98.5,6.2,0.0,29,0.00,0.00,0.00,0.00
202004,105.8,58.91,1768,1.720,46.5,1.22,5.03,98.5,7.8,0.0,29,0.00,0.00,0.00,0.00
202165,105.8,72.68,1662,1.772,46.5,0.56,5.69,98.5,8.6,0.0,29,0.00,0.00,0.00,0.00
202365,105.8,86.73,1665,2.220,46.5,1.98,6.43,98.5,12.1,0.0,29,0.00,0.00,0.00,0.00
202565,105.8,127.69,1653,2.832,46.5,2.82,7.27,98.5,14.1,0.0,25,0.00,0.00,0.00,0.00
202764,105.8,158.12,1651,4.172,46.5,3.69,8.13,98.5,14.8,0.0,25,0.00,0.00,0.00,0.00
202964,105.8,180.48,1562,4.940,46.5,4.52,8.58,98.5,14.8,0.0,25,0.00,0.00,0.00,0.00
203165,105.8,180.41,1601,5.344,46.5,4.52,8.58,98.5,14.8,0.0,25,0.00,0.00,0.00,0.00
203325,105.8,179.50,1640,5.540,46.5,4.52,5.96,98.5,14.8,0.4,25,0.00,0.00,0.00,0.00
203484,105.8,180.39,1655,5.376,46.5,1.93,4.86,98.5,14.8,0.4,25,0.00,0.00,0.00,0.00
203644,105.8,155.22,1673,5.112,47.2,0.83,3.76,98.5,11.3,0.0,24,0.00,0.00,0.00,0.00
203804,105.8,127.73,1674,4.648,47.2,-0.21,2.72,98.5,10.9,0.0,24,0.00,0.00,0.00,0.00
203965,105.8,121.25,1695,4.212,47.2,-1.15,1.77,98.5,10.5,0.0,24,0.00,0.00,0.00,0.00
204164,105.8,118.58,1698,3.832,47.2,-2.28,0.65,98.5,10.5,0.0,24,0.00,0.00,0.00,0.00
204325,105.8,116.46,1717,3.644,47.2,-1.04,-0.20,98.5,10.5,0.0,24,0.00,0.00,0.00,0.00
204486,105.8,118.01,1718,3.568,47.2,-0.23,1.69,98.5,10.5,0.0,24,0.00,0.00,0.00,0.00
204685,105.8,120.36,1719,3.544,47.2,0.78,2.70,98.5,10.5,0.0,25,0.00,0.00,0.00,0.00
204844,105.8,120.83,1747,3.588,47.2,1.58,3.50,98.5,10.2,0.0,25,0.00,0.00,0.00,0.00
205004,105.8,122.12,1751,3.636,47.2,2.39,4.31,98.5,10.2,0.0,25,0.00,0.00,0.00,0.00
205166,105.8,124.51,1762,3.672,47.2,3.19,5.11,98.5,10.2,0.0,25,0.00,0.00,0.00,0.00
205365,105.8,123.90,1782,3.744,47.2,4.20,6.12,98.5,10.2,0.0,25,0.00,0.00,0.00,0.00
205525,105.8,123.64,1797,3.816,47.2,5.01,6.93,98.5,10.2,0.0,25,0.00,0.00,0.00,0.00
205685,105.8,121.86,1823,3.780,47.2,5.89,7.81,99.3,8.6,0.0,25,0.00,0.00,0.00,0.00
205845,105.8,109.64,1849,3.752,47.2,6.44,8.25,99.3,8.2,0.0,25,0.00,0.00,0.00,0.00
206004,105.8,99.30,1860,3.556,47.2,6.44,8.25,99.3,7.4,0.0,25,0.00,0.00,0.00,0.00
206164,105.8,91.05,1891,3.296,47.2,6.44,8.25,99.3,6.6,0.0,25,0.00,0.00,0.00,0.00
206325,105.8,82.54,1901,3.028,47.2,6.44,8.25,99.3,6.2,0.0,25,0.00,0.00,0.00,0.00
206524,105.8,80.16,1940,2.740,47.2,6.44,5.97,99.3,6.2,0.0,25,0.00,0.00,0.00,0.00
206685,105.8,81.52,1942,2.552,47.2,3.59,5.13,99.3,6.2,0.0,27,0.00,0.00,0.00,0.00
206844,105.8,81.65,1973,2.488,47.2,2.76,4.30,99.3,6.2,0.0,27,0.00,0.00,0.00,0.00
207005,105.8,82.01,2015,2.448,47.2,1.88,3.42,99.3,6.2,0.0,27,0.00,0.00,0.00,0.00
207164,105.8,82.24,2043,2.420,47.2,1.00,2.54,99.3,6.2,0.0,27,0.00,0.00,0.00,0.00
207324,105.8,83.68,2008,2.472,47.2,2.57,4.34,99.3,6.2,0.0,27,0.00,0.00,0.00,0.00
207486,105.8,81.96,2050,2.492,47.2,3.45,5.22,99.3,6.2,0.0,27,0.00,0.00,0.00,0.00
207685,105.8,82.05,2048,2.496,47.2,4.17,5.99,99.3,6.2,0.0,29,0.00,0.00,0.00,0.00
207844,105.8,82.58,2068,2.492,47.2,4.17,5.99,99.3,6.2,0.0,29,0.00,0.00,0.00,0.00
208004,105.8,81.71,2073,2.484,47.2,4.17,5.99,99.3,5.9,0.0,29,0.00,0.00,0.00,0.00
208165,105.8,78.57,2085,2.472,47.2,4.17,5.99,99.3,5.5,0.0,29,0.00,0.00,0.00,0.00
208324,105.8,78.32,2092,2.432,47.2,4.17,5.99,99.3,5.5,0.0,29,0.00,0.00,0.00,0.00
208485,105.8,77.22,2104,2.336,47.2,1.94,5.99,99.3,5.5,0.0,29,0.00,0.00,0.00,0.00
208685,105.8,75.56,2113,2.256,47.2,0.84,3.10,99.3,5.1,0.0,30,0.00,0.00,0.00,0.00
208845,105.8,75.54,2114,2.212,47.2,-0.04,2.22,99.3,5.1,0.0,30,0.00,0.00,0.00,0.00
209005,105.8,73.59,2132,2.160,47.2,-0.92,1.34,99.3,5.1,0.0,30,0.00,0.00,0.00,0.00
209164,105.8,72.36,2130,2.120,47.2,-1.80,2.59,99.3,5.1,0.0,30,0.00,0.00,0.00,0.00
209325,105.8,73.70,2129,2.168,47.2,0.77,3.46,99.3,5.1,0.0,30,0.00,0.00,0.00,0.00
209525,105.8,73.04,2148,2.168,47.2,1.87,4.56,99.3,5.1,0.0,30,0.00,0.00,0.00,0.00
209725,105.8,73.47,2136,2.200,47.2,2.96,5.66,99.3,5.1,0.0,31,0.00,0.00,0.00,0.00
209885,105.8,71.62,2152,2.204,47.2,3.40,6.16,99.3,5.5,0.0,31,0.00,0.00,0.00,0.00
210084,105.8,76.71,2172,2.212,47.2,3.40,6.16,99.3,5.9,0.0,31,0.00,0.00,0.00,0.00
210244,105.8,80.67,2117,2.296,47.2,3.40,6.16,99.3,6.2,0.0,31,0.00,0.00,0.00,0.00
210405,105.8,79.57,2164,2.364,47.2,3.40,6.16,99.3,6.2,0.0,31,0.00,0.00,0.00,0.00
210564,105.8,82.54,2170,2.408,47.2,3.40,6.16,99.3,6.6,0.0,32,0.00,0.00,0.00,0.00
210724,105.8,85.44,2145,2.436,47.2,0.99,6.16,99.3,6.6,0.0,32,0.00,0.00,0.00,0.00
210886,105.8,84.12,2179,2.444,47.2,0.04,3.27,99.3,6.6,0.0,32,0.00,0.00,0.00,0.00
211085,105.8,85.27,2166,2.452,47.2,0.98,2.08,99.3,6.6,0.0,32,0.00,0.00,0.00,0.00
211245,105.8,86.26,2173,2.524,47.2,1.93,3.85,99.3,6.6,0.0,32,0.00,0.00,0.00,0.00
211445,105.8,86.62,2180,2.580,47.2,3.12,5.04,99.3,6.6,0.0,32,0.00,0.00,0.00,0.00
211606,105.8,85.27,2166,2.600,47.2,4.07,5.99,99.3,6.6,0.0,32,0.00,0.00,0.00,0.00
211805,105.8,85.95,2181,2.628,47.2,4.49,6.65,99.3,6.6,0.0,32,0.00,0.00,0.00,0.00
211965,105.8,85.67,2188,2.628,47.2,4.49,6.65,99.3,6.6,0.0,32,0.00,0.00,0.00,0.00
212124,105.8,87.07,2201,2.648,47.2,4.49,6.65,99.3,6.6,0.0,32,0.00,0.00,0.00,0.00
212324,105.8,84.78,2211,2.636,47.2,4.49,6.65,99.3,6.2,0.0,32,0.00,0.00,0.00,0.00
212484,105.8,83.68,2207,2.568,47.2,4.49,6.65,99.3,4.3,0.0,32,0.00,0.00,0.00,0.00
212645,105.8,72.07,2216,2.420,47.2,1.54,4.29,99.3,0.0,0.0,32,0.00,0.00,0.00,0.00
212805,105.8,59.73,2208,2.220,47.2,0.64,3.39,99.3,0.0,0.0,32,0.00,0.00,0.00,0.00
212965,105.8,56.41,2191,1.976,47.2,-0.24,2.51,99.3,0.0,0.0,32,0.00,0.00,0.00,0.00
213166,105.8,53.74,2196,1.748,47.2,-1.34,1.41,99.3,0.0,0.0,32,0.00,0.00,0.00,0.00
213365,105.8,53.06,2172,1.640,47.2,-2.44,0.31,99.3,0.0,0.0,32,0.00,0.00,0.00,0.00
213524,105.8,53.27,2163,1.600,47.2,-3.32,1.56,99.3,0.0,0.0,32,0.00,0.00,0.00,0.00
213685,105.8,53.61,2124,1.560,47.2,0.00,0.00,99.3,0.0,0.0,32,0.00,0.00,0.00,0.00
213845,105.8,52.95,2124,1.544,47.2,0.00,0.00,99.3,0.0,0.0,32,0.00,0.00,0.00,0.00
214044,105.8,53.17,2089,1.544,47.2,0.00,0.00,99.3,0.0,0.0,32,0.00,0.00,0.00,0.00
214205,105.8,53.19,2062,1.544,47.2,0.00,0.00,99.3,0.0,0.0,32,0.00,0.00,0.00,0.00
214366,105.8,53.57,2048,1.540,47.2,0.00,0.00,99.3,0.0,0.0,32,0.00,0.00,0.00,0.00
214565,105.8,53.17,2011,1.528,47.2,0.00,0.00,99.3,0.0,0.0,31,0.00,0.00,0.00,0.00
214725,105.8,52.17,1996,1.528,47.2,0.00,0.00,99.3,0.0,0.0,31,0.00,0.00,0.00,0.00
214886,105.8,52.25,1966,1.512,47.2,0.00,0.00,99.3,0.0,0.0,31,0.00,0.00,0.00,0.00
215085,105.8,51.85,1955,1.500,47.2,0.00,0.00,99.3,0.0,0.0,31,0.00,0.00,0.00,0.00
215245,105.8,49.90,1920,1.472,47.2,0.00,0.00,99.3,0.0,0.0,31,0.00,0.00,0.00,0.00
215404,105.8,49.61,1903,1.448,47.2,0.00,0.00,99.3,0.0,0.0,31,0.00,0.00,0.00,0.00
215565,105.8,47.44,1873,1.412,47.2,0.00,0.00,99.3,0.0,0.0,29,0.00,0.00,0.00,0.00
215765,105.8,46.79,1840,1.368,47.2,0.00,0.00,99.3,0.0,0.0,29,0.00,0.00,0.00,0.00
215925,105.8,44.67,1834,1.360,47.2,0.00,0.00,99.3,0.0,0.0,29,0.00,0.00,0.00,0.00
216085,105.8,45.54,1799,1.320,47.2,0.00,0.00,99.3,0.0,0.0,29,0.00,0.00,0.00,0.00
216245,105.8,43.84,1773,1.300,47.2,0.00,0.00,99.3,0.0,0.0,29,0.00,0.00,0.00,0.00
216404,105.8,42.93,1746,1.280,47.2,0.00,0.00,99.3,0.0,0.0,29,0.00,0.00,0.00,0.00
216565,105.8,42.80,1719,1.248,47.2,0.00,0.00,99.3,0.0,0.0,26,0.00,0.00,0.00,0.00
216765,105.8,42.68,1692,1.220,47.2,0.00,0.00,99.3,0.0,0.0,26,0.00,0.00,0.00,0.00
216926,105.8,41.64,1667,1.224,47.2,0.00,0.00,99.3,0.0,0.0,26,0.00,0.00,0.00,0.00
217085,105.8,41.51,1639,1.204,47.2,0.00,0.00,99.3,0.0,0.0,26,0.00,0.00,0.00,0.00
217245,105.8,40.11,1627,1.180,47.2,0.00,0.00,99.3,0.0,0.0,26,0.00,0.00,0.00,0.00
217405,105.8,40.11,1592,1.216,47.2,0.00,0.00,99.3,0.0,0.0,26,0.00,0.00,0.00,0.00
217564,105.8,39.56,1579,1.224,47.2,0.00,0.00,99.3,0.0,0.0,24,0.00,0.00,0.00,0.00
217724,105.8,40.28,1551,1.236,47.2,0.00,0.00,99.3,0.0,0.0,24,0.00,0.00,0.00,0.00
217885,105.8,40.79,1532,1.212,47.2,0.00,0.00,99.3,0.0,0.0,24,0.00,0.00,0.00,0.00
218046,105.8,40.41,1512,1.232,47.2,0.00,0.00,99.3,0.0,0.0,24,0.00,0.00,0.00,0.00
218206,105.8,41.28,1480,1.060,47.2,0.00,0.00,99.3,0.0,0.0,24,0.00,0.00,0.00,0.00
218404,105.8,41.70,1465,1.160,47.2,0.00,0.00,99.3,0.0,0.0,24,0.00,0.00,0.00,0.00
218565,105.8,41.87,1426,1.060,47.2,0.00,0.00,99.3,0.0,0.0,22,0.00,0.00,0.00,0.00
218764,105.8,42.42,1407,1.128,47.2,0.00,0.00,99.3,0.0,0.0,22,0.00,0.00,0.00,0.00
218925,105.8,47.76,1250,0.840,47.2,0.00,0.00,99.3,0.0,0.0,22,0.00,0.00,0.00,0.00
219126,105.8,63.25,966,2.452,47.2,0.00,0.00,99.3,0.0,0.0,22,0.00,0.00,0.00,0.00
219324,105.8,87.79,854,1.680,47.2,1.83,0.18,99.3,0.0,0.0,22,0.00,0.00,0.00,0.00
219484,105.8,94.55,793,2.292,47.2,2.12,0.48,99.3,0.0,0.0,22,0.00,0.00,0.00,0.00
219644,105.8,94.51,764,2.488,47.2,2.36,0.71,99.3,0.0,0.0,20,0.00,0.00,0.00,0.00
219804,105.8,87.35,763,2.520,47.2,2.58,0.93,99.3,0.0,0.0,20,0.00,0.00,0.00,0.00
219965,105.8,84.27,758,2.460,47.2,2.80,1.15,99.3,0.0,0.0,20,0.00,0.00,0.00,0.00
220165,105.8,83.53,748,2.448,48.0,3.08,1.43,99.3,0.0,0.0,20,0.00,0.00,0.00,0.00
220326,105.8,82.34,742,2.460,48.0,3.19,1.65,99.3,0.0,0.0,20,0.00,0.00,0.00,0.00
220525,105.8,83.81,729,2.440,48.0,3.19,1.92,99.3,0.0,0.0,20,0.00,0.00,0.00,0.00
220685,105.8,86.90,719,2.476,48.0,3.19,2.14,99.3,0.0,0.0,20,0.00,0.00,0.00,0.00
220846,105.8,85.80,712,2.508,48.0,3.19,2.36,99.3,0.0,0.0,20,0.00,0.00,0.00,0.00
221046,105.8,85.80,712,2.532,48.0,3.19,2.64,99.3,0.0,0.0,20,0.00,0.00,0.00,0.00
221206,105.8,88.26,708,2.540,48.0,3.19,2.86,99.3,0.0,0.0,20,0.00,0.00,0.00,0.00
221405,105.8,86.05,710,2.560,48.0,3.30,3.13,99.3,0.0,0.0,20,0.00,0.00,0.00,0.00
221565,105.8,87.77,712,2.576,48.0,3.52,3.35,99.3,0.0,0.0,18,0.00,0.00,0.00,0.00
221764,105.8,88.13,709,2.600,48.0,3.79,3.63,99.3,0.0,0.0,18,0.00,0.00,0.00,0.00
221966,105.8,87.64,713,2.612,48.0,4.07,3.90,99.3,0.0,0.0,18,0.00,0.00,0.00,0.00
222166,105.8,88.00,710,2.628,48.0,4.34,4.18,99.3,0.0,0.0,18,0.00,0.00,0.00,0.00
222365,105.8,88.64,705,2.648,48.0,4.62,4.45,99.3,0.0,0.0,18,0.00,0.00,0.00,0.00
222525,105.8,88.38,707,2.656,48.0,4.83,4.67,99.3,0.0,0.0,18,0.00,0.00,0.00,0.00
222686,105.8,88.13,709,2.664,48.0,5.05,4.89,99.3,0.0,0.0,16,0.00,0.00,0.00,0.00
222845,105.8,88.26,708,2.672,48.0,5.27,5.11,99.3,0.0,0.0,16,0.00,0.00,0.00,0.00
223005,105.8,88.38,707,2.676,48.0,5.49,5.33,99.3,0.0,0.0,16,0.00,0.00,0.00,0.00
223167,105.8,88.26,708,2.684,48.0,5.71,5.55,99.3,0.0,0.0,16,0.00,0.00,0.00,0.00
223364,105.8,88.89,703,2.656,48.0,5.99,5.82,99.3,0.0,0.0,16,0.00,0.00,0.00,0.00
223526,105.8,89.15,701,2.676,48.0,6.21,6.04,99.3,0.0,0.0,16,0.00,0.00,0.00,0.00
223685,105.8,89.27,700,2.692,48.0,6.43,6.26,99.3,0.0,0.0,10,0.00,0.00,0.00,0.00
223844,105.8,89.40,699,2.716,48.0,6.65,6.48,99.3,0.0,0.0,10,0.00,0.00,0.00,0.00
224005,105.8,89.02,702,2.728,48.0,6.87,6.70,99.3,0.0,0.0,10,0.00,0.00,0.00,0.00
224166,105.8,87.87,711,2.764,48.0,7.09,6.92,99.3,0.0,0.0,10,0.00,0.00,0.00,0.00
224365,105.8,86.54,722,2.756,48.0,7.36,7.20,99.3,0.0,0.0,10,0.00,0.00,0.00,0.00
224524,105.8,85.82,728,2.744,48.0,7.58,7.42,99.3,0.0,0.0,10,0.00,0.00,0.00,0.00
224686,105.8,85.82,728,2.736,48.0,7.80,7.64,99.3,0.0,0.0,4,0.00,0.00,0.00,0.00
224885,105.8,85.71,729,2.720,48.0,8.08,7.91,99.3,0.0,0.0,4,0.00,0.00,0.00,0.00
225084,105.8,85.12,734,2.712,48.0,8.35,8.19,99.3,0.0,0.0,4,0.00,0.00,0.00,0.00
225245,105.8,85.12,734,2.704,48.0,8.57,8.41,99.3,0.0,0.0,4,0.00,0.00,0.00,0.00
225405,105.8,84.89,736,2.720,48.0,8.79,8.63,99.3,0.0,0.0,4,0.00,0.00,0.00,0.00
225605,105.8,85.48,731,2.696,48.0,9.06,8.90,99.3,0.0,0.0,1,0.00,0.00,0.00,0.00
225767,105.8,85.35,732,2.700,48.0,9.28,9.12,99.3,0.0,0.0,1,0.00,0.00,0.00,0.00
225966,105.8,85.12,734,2.700,48.0,9.56,9.39,99.3,0.0,0.0,1,0.00,0.00,0.00,0.00
226165,105.8,85.01,735,2.704,48.0,9.83,9.67,99.3,0.0,0.0,1,0.00,0.00,0.00,0.00
226325,105.8,85.48,731,2.716,48.0,10.05,9.89,99.3,0.0,0.0,1,0.00,0.00,0.00,0.00
226485,105.8,85.01,735,2.716,48.0,10.27,10.11,99.3,0.0,0.0,1,0.00,0.00,0.00,0.00
226645,105.8,85.48,731,2.720,48.0,10.49,10.33,99.3,0.0,0.0,0,0.00,0.00,0.00,0.00
226805,105.8,86.18,725,2.732,48.0,10.71,10.55,99.3,0.0,0.0,0,0.00,0.00,0.00,0.00
226964,105.8,87.85,727,2.748,48.0,10.93,10.77,99.3,0.0,0.0,0,0.00,0.00,0.00,0.00
227126,105.8,89.40,730,2.772,48.0,11.15,10.99,99.3,1.6,0.0,0,0.00,0.00,0.00,0.00
227326,105.8,114.00,743,3.388,48.0,11.43,11.26,99.3,7.4,0.0,0,0.00,0.00,0.00,0.00
227484,105.8,153.69,786,3.908,48.0,11.68,11.52,99.3,9.4,0.0,0,0.00,0.00,0.00,0.00
227645,105.8,166.26,877,4.572,48.0,12.05,11.88,99.3,10.5,0.0,0,0.00,0.00,0.00,0.00
