Time (msec),* Coolant Temperature (°C),* Engine Load (mg/stroke),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Intake Air Temperature (°C),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Oil Temperature (°C),* Throttle Position pedal (°TPS),* Throttle Position actual (°TPS),* Vehicle Speed (km/h),** Lambda Additive Adaptation - Bank 1 (ms),** Lambda Additive Adaptation - Bank 2 (ms),** Lambda Multiplicative Adaptation - Bank 1 (%),** Lambda Multiplicative Adaptation - Bank 2 (%)
420970,102.8,43.95,1390,1.360,49.5,5.19,9.31,104.1,0.0,0.0,32,0.00,0.00,0.20,0.42
421128,102.8,44.33,1378,1.336,49.5,5.70,9.83,104.1,0.0,0.0,32,0.00,0.00,0.20,0.42
421290,102.8,44.46,1374,1.344,49.5,6.21,10.34,104.1,0.0,0.0,32,0.00,0.00,0.20,0.42
421489,102.8,44.86,1362,1.380,49.5,6.85,10.98,104.1,0.0,0.0,32,0.00,0.00,0.20,0.42
421649,102.8,45.49,1343,1.400,49.5,7.37,11.49,104.1,0.0,0.0,31,0.00,0.00,0.20,0.42
421850,102.8,45.79,1334,1.388,49.5,8.01,12.13,104.1,0.0,0.0,31,0.00,0.00,0.20,0.42
422049,102.8,45.94,1330,1.404,49.5,8.65,12.78,104.1,0.0,0.0,31,0.00,0.00,0.20,0.42
422208,102.8,46.11,1325,1.448,49.5,9.16,13.29,104.1,0.0,0.0,31,0.00,0.00,0.20,0.42
422368,102.8,47.95,1303,1.468,49.5,9.67,13.80,104.1,0.0,0.0,31,0.00,0.00,0.20,0.42
422528,102.8,48.59,1286,1.496,49.5,10.16,14.18,104.1,0.0,0.0,31,0.00,0.00,0.20,0.42
422690,102.8,48.74,1282,1.500,49.5,10.49,14.18,104.1,0.0,0.0,29,0.00,0.00,0.20,0.42
422888,102.8,49.54,1261,1.516,49.5,10.49,14.18,104.1,0.0,0.0,29,0.00,0.00,0.20,0.42
423048,102.8,49.86,1253,1.536,49.5,10.49,14.18,104.1,0.0,0.0,29,0.00,0.00,0.20,0.42
423208,102.8,50.09,1247,1.540,49.5,10.49,14.18,104.1,0.0,0.0,29,0.00,0.00,0.20,0.42
423369,102.8,50.83,1229,1.584,49.5,10.49,14.18,104.1,0.0,0.0,29,0.00,0.00,0.20,0.42
423528,102.8,52.13,1225,1.516,49.5,8.41,14.18,104.1,0.0,0.0,29,0.00,0.00,0.20,0.42
423690,102.8,52.70,1212,1.608,50.2,7.97,11.91,104.1,0.0,0.0,28,0.00,0.00,0.20,0.42
423850,102.8,53.63,1191,1.592,50.2,7.53,11.47,104.1,0.0,0.0,28,0.00,0.00,0.20,0.42
424010,102.8,53.76,1188,1.616,50.2,7.09,11.03,104.1,0.0,0.0,28,0.00,0.00,0.20,0.42
424169,102.8,53.99,1183,1.644,50.2,6.65,10.59,104.1,0.0,0.0,28,0.00,0.00,0.20,0.42
424329,102.8,54.78,1166,1.616,50.2,6.21,10.15,104.1,0.0,0.0,28,0.00,0.00,0.20,0.42
424488,102.8,55.16,1158,1.660,50.2,5.77,9.71,104.1,0.0,0.0,28,0.00,0.00,0.20,0.42
424648,102.8,55.98,1141,1.680,50.2,5.33,9.27,104.1,0.0,0.0,27,0.00,0.00,0.20,0.42
424810,102.8,58.38,1094,1.700,50.2,4.90,8.84,104.1,0.0,0.0,27,0.00,0.00,0.20,0.42
425010,102.8,73.70,942,1.844,50.2,4.45,8.38,104.1,0.0,0.0,27,0.00,0.00,0.20,0.42
425169,102.8,85.37,862,1.928,50.2,4.15,8.09,104.1,0.0,0.0,27,0.00,0.00,0.20,0.42
425369,102.8,90.80,780,2.176,50.2,3.79,7.73,104.1,0.4,0.0,27,0.00,0.00,0.20,0.42
425529,102.8,92.69,749,2.368,50.2,3.57,7.51,104.1,2.7,0.0,27,0.00,0.00,0.20,0.42
425689,102.8,90.25,800,2.528,50.2,3.33,7.27,104.1,3.1,0.0,25,0.00,0.00,0.20,0.42
425850,102.8,78.74,917,2.672,50.2,5.04,6.98,104.1,3.1,0.0,25,0.00,0.00,0.20,0.42
426050,102.8,63.10,1166,2.408,50.2,5.47,6.51,104.1,3.9,0.0,25,0.00,0.00,0.20,0.42
426209,102.8,55.41,1403,2.284,50.2,5.47,6.04,104.1,4.7,0.0,25,0.00,0.00,0.20,0.42
426370,102.8,52.66,1635,2.080,50.2,5.47,5.48,104.1,5.5,0.0,25,0.00,0.00,0.20,0.42
426530,102.8,61.75,1529,1.944,50.2,5.47,4.89,104.1,5.5,0.0,25,0.00,0.00,0.20,0.42
426689,102.8,62.53,1532,1.932,50.2,5.47,4.31,104.1,7.4,0.0,24,0.00,0.00,0.20,0.42
426848,102.8,74.72,1561,2.000,50.2,5.47,6.09,104.1,9.0,0.0,24,0.00,0.00,0.20,0.42
427009,102.8,84.08,1536,2.152,50.2,2.92,6.67,104.1,9.4,0.0,24,0.00,0.00,0.20,0.42
427169,102.8,89.27,1540,2.456,50.2,5.44,7.26,104.1,10.5,0.0,24,0.00,0.00,0.20,0.42
427331,102.8,106.54,1538,2.736,50.2,6.02,7.85,104.1,11.7,0.0,24,0.00,0.00,0.20,0.42
427530,102.8,123.60,1539,3.320,50.2,6.81,8.63,104.1,12.5,0.0,24,0.00,0.00,0.20,0.42
427729,102.8,158.46,1551,3.992,51.0,7.66,9.39,104.1,14.8,0.0,22,0.00,0.00,0.20,0.42
427929,102.8,184.61,1542,5.172,51.0,7.80,9.39,104.1,14.8,0.0,22,0.00,0.00,0.20,0.42
428088,102.8,186.05,1545,5.604,51.0,7.80,9.39,104.1,15.2,0.0,22,0.00,0.00,0.20,0.42
428249,102.8,195.84,1560,5.968,51.0,7.80,6.99,104.1,15.6,0.4,22,0.00,0.00,0.20,0.42
428450,102.8,218.55,1671,6.244,51.0,4.27,5.54,104.1,16.8,2.0,22,0.00,0.00,0.20,0.42
428649,102.8,223.26,1667,6.424,51.0,2.66,3.94,104.1,16.8,2.0,23,0.00,0.00,0.20,0.42
428810,102.8,231.44,1704,6.756,51.0,1.33,2.60,104.1,16.8,2.3,23,0.00,0.00,0.20,0.42
429010,102.8,223.96,1761,7.004,51.0,2.66,0.78,104.1,16.8,2.7,23,0.00,0.00,0.20,0.42
429208,102.8,221.08,1809,7.064,51.0,4.56,2.87,104.1,16.8,3.1,23,0.00,0.00,0.20,0.42
429370,102.8,220.88,1842,7.032,51.0,4.94,4.41,104.1,16.8,3.1,23,0.00,0.00,0.20,0.42
429530,102.8,218.41,1901,6.988,51.0,4.94,5.61,104.1,16.4,3.5,23,0.00,0.00,0.20,0.42
429689,102.8,219.04,1940,6.956,51.8,4.94,5.61,104.1,16.4,3.5,26,0.00,0.00,0.20,0.42
429849,102.8,219.08,1984,6.916,51.8,4.94,5.61,104.1,16.0,3.9,26,0.00,0.00,0.20,0.42
430009,102.8,216.37,2028,6.856,51.8,4.94,5.61,104.1,16.0,3.9,26,0.00,0.00,0.20,0.42
430209,102.8,215.08,2079,6.840,51.0,4.09,5.61,104.1,15.2,3.5,26,0.00,0.00,0.20,0.42
430368,102.8,194.78,2096,6.592,51.0,5.88,2.06,104.1,13.7,2.3,26,0.00,0.00,0.20,0.42
430530,102.8,188.25,2176,6.336,51.0,6.10,0.33,104.1,13.7,2.3,26,0.00,0.00,0.20,0.42
430730,102.8,180.94,2195,5.976,51.0,6.10,3.84,104.1,12.9,1.6,29,0.00,0.00,0.20,0.42
430888,102.8,180.28,2226,5.804,51.0,6.10,5.53,104.1,12.9,1.6,29,0.00,0.00,0.20,0.42
431049,102.8,180.33,2264,5.756,51.0,6.10,5.84,104.1,12.9,1.6,29,0.00,0.00,0.20,0.42
431210,102.8,179.88,2285,5.600,51.0,3.61,5.84,104.1,12.9,2.0,29,0.00,0.00,0.20,0.42
431368,102.8,177.17,2320,5.448,51.0,1.92,5.84,104.1,12.5,2.0,29,0.00,0.00,0.20,0.42
431529,102.8,181.20,2345,5.368,51.0,0.24,5.84,104.1,12.5,2.0,29,0.00,0.00,0.20,0.42
431689,102.8,180.03,2368,5.548,51.0,2.76,3.44,104.1,12.5,2.3,33,0.00,0.00,0.20,0.42
431850,102.8,180.98,2394,5.552,51.0,3.53,1.68,104.1,12.5,2.3,33,0.00,0.00,0.20,0.42
432009,102.8,181.32,2443,5.624,51.0,3.53,-0.08,104.1,12.5,2.7,33,0.00,0.00,0.20,0.42
432169,102.8,179.50,2460,5.572,51.0,3.53,-1.88,104.1,12.5,2.7,33,0.00,0.00,0.20,0.42
432329,102.8,182.57,2472,5.584,51.0,3.53,0.05,104.1,12.5,2.7,33,0.00,0.00,0.20,0.42
432529,102.8,178.08,2511,5.348,51.0,1.16,0.05,104.1,12.5,2.7,33,0.00,0.00,0.20,0.42
432689,102.8,175.64,2530,5.216,51.0,-0.67,0.05,104.1,12.5,2.7,36,0.00,0.00,0.20,0.42
432850,102.8,174.33,2549,5.068,51.0,-2.54,0.05,104.1,12.5,2.7,36,0.00,0.00,0.20,0.42
433049,102.8,175.60,2578,5.236,51.0,1.42,1.84,104.1,12.5,2.7,36,0.00,0.00,0.20,0.42
433210,102.8,171.64,2597,5.296,51.0,3.32,2.91,104.1,12.5,2.7,36,0.00,0.00,0.20,0.42
433409,102.8,172.13,2630,5.244,51.0,3.32,2.91,104.1,12.5,2.7,36,0.00,0.00,0.20,0.42
433570,102.8,85.67,2658,4.020,51.0,3.32,2.91,104.1,0.0,0.0,38,0.00,0.00,0.20,0.42
433731,102.8,63.97,2648,2.116,51.0,0.00,0.00,104.1,0.0,0.0,38,0.00,0.00,0.20,0.42
433930,102.8,64.25,2377,2.088,51.0,0.00,0.00,104.1,0.0,0.0,38,0.00,0.00,0.20,0.42
434089,102.8,63.42,2189,2.160,50.2,0.00,0.00,104.1,5.5,0.0,38,0.00,0.00,0.20,0.42
434249,102.8,72.70,2158,2.208,50.2,0.60,0.66,104.1,11.7,0.0,38,0.00,0.00,0.20,0.42
434410,102.8,117.82,1980,2.452,50.2,1.47,1.52,104.1,14.1,0.0,38,0.00,0.00,0.20,0.42
434570,102.8,158.46,1630,3.788,50.2,1.47,2.28,104.1,14.5,0.0,38,0.00,0.00,0.20,0.42
434734,102.8,144.83,1764,4.180,50.2,1.47,3.09,104.1,14.5,0.0,38,0.00,0.00,0.20,0.42
434929,102.8,151.17,1727,4.428,50.2,1.47,3.52,104.1,14.5,0.0,38,0.00,0.00,0.20,0.42
435089,102.8,150.66,1705,4.508,50.2,1.47,3.52,104.1,14.5,0.0,38,0.00,0.00,0.20,0.42
435250,102.8,153.01,1697,4.412,50.2,-1.00,3.52,104.1,14.5,0.0,38,0.00,0.00,0.20,0.42
435450,102.8,154.75,1705,4.416,50.2,-2.23,3.52,104.1,14.5,0.0,38,0.00,0.00,0.00,0.42
435609,102.8,156.83,1709,4.612,51.0,0.38,1.24,104.1,14.5,0.0,38,0.00,0.00,0.00,0.42
435769,102.8,162.89,1722,4.748,51.0,1.40,0.22,104.1,14.5,0.0,38,0.00,0.00,0.00,0.00
435930,102.8,160.45,1731,4.880,51.0,2.43,2.19,104.1,14.1,0.0,38,0.00,0.00,0.00,0.00
436089,102.8,153.50,1737,4.904,51.0,3.46,3.21,104.1,12.9,0.0,38,0.00,0.00,0.00,0.00
436249,102.8,141.80,1743,4.708,51.0,4.16,4.17,104.1,12.5,0.0,38,0.00,0.00,0.00,0.00
436409,102.8,135.91,1747,4.460,51.0,4.16,4.17,104.1,12.1,0.0,38,0.00,0.00,0.00,0.00
436569,102.8,122.63,1744,4.060,51.0,4.16,4.17,104.1,8.2,0.0,38,0.00,0.00,0.00,0.00
436730,103.5,90.76,1744,3.740,51.0,4.16,4.17,104.1,7.4,0.0,38,0.00,0.00,0.00,0.00
436891,103.5,79.65,1743,3.272,51.0,4.16,4.17,104.1,6.6,0.0,38,0.00,0.00,0.00,0.00
437088,103.5,73.66,1753,2.788,51.0,1.16,1.36,104.1,6.6,0.0,38,0.00,0.00,0.00,0.00
437250,103.5,72.15,1751,2.548,51.0,0.43,0.62,104.1,6.2,0.0,38,0.00,0.00,0.00,0.00
437450,103.5,69.14,1747,2.264,51.0,-0.42,-0.22,104.1,6.2,0.0,38,0.00,0.00,0.00,0.00
437648,103.5,70.99,1741,2.100,51.0,-1.24,-1.05,104.1,5.9,0.0,39,0.00,0.00,0.00,0.00
437809,103.5,69.67,1734,2.004,51.0,-1.90,-1.71,104.1,5.9,0.0,39,0.00,0.00,0.00,0.00
437969,103.5,68.66,1739,1.956,51.0,-2.56,-2.36,104.1,5.9,0.0,39,0.00,0.00,0.00,0.00
438130,103.5,67.96,1737,1.984,51.0,-0.52,0.25,104.1,6.2,0.0,39,0.00,0.00,0.00,0.00
438329,103.5,81.43,1722,2.088,51.0,0.30,1.08,104.1,7.8,0.0,39,0.00,0.00,0.00,0.00
438489,103.5,88.09,1734,2.300,51.0,0.96,1.74,104.1,7.8,0.0,39,0.00,0.00,0.00,0.00
438650,103.5,94.02,1713,2.496,51.0,1.62,2.40,104.1,7.8,0.0,39,0.00,0.00,0.00,0.00
438850,103.5,94.02,1728,2.676,51.0,2.52,3.30,104.1,8.2,0.0,39,0.00,0.00,0.00,0.00
439010,103.5,122.44,1724,3.016,51.0,3.26,4.03,104.1,10.5,0.0,39,0.00,0.00,0.00,0.00
439170,103.5,149.26,1721,3.728,51.0,3.39,4.21,104.1,10.5,0.0,39,0.00,0.00,0.00,0.00
439330,103.5,158.86,1722,4.252,51.0,3.39,4.21,104.1,10.5,0.0,39,0.00,0.00,0.00,0.00
439490,103.5,158.04,1731,4.580,51.0,3.39,4.21,104.1,10.5,0.0,39,0.00,0.00,0.00,0.00
439690,103.5,159.98,1736,4.696,51.0,0.89,4.92,104.1,10.5,0.0,38,0.00,0.00,0.00,0.00
439889,103.5,164.12,1743,4.764,51.0,-0.39,4.92,104.1,10.5,0.0,38,0.00,0.00,0.00,0.00
440049,103.5,162.38,1736,4.916,51.0,1.99,4.92,104.1,10.5,0.0,38,0.00,0.00,0.00,0.00
440210,103.5,164.73,1745,4.984,51.0,3.09,2.40,104.1,10.2,0.0,38,0.00,0.00,0.00,0.00
440369,103.5,149.71,1753,4.872,51.0,4.15,1.34,104.1,9.8,0.0,38,0.00,0.00,0.00,0.00
440530,103.5,138.22,1758,4.600,51.0,4.21,0.33,104.1,9.4,0.0,38,0.00,0.00,0.00,0.00
440689,103.5,131.84,1759,4.324,51.8,4.21,-0.62,104.1,8.6,0.0,39,0.00,0.00,0.00,0.00
440850,103.5,83.02,1756,3.780,51.8,4.21,1.56,104.1,0.0,0.0,39,0.00,0.00,0.00,0.00
441010,103.5,42.93,1746,2.588,51.8,4.21,2.35,104.1,0.0,0.0,39,0.00,0.00,0.00,0.00
441209,103.5,43.29,1732,1.996,51.8,1.48,2.44,104.1,0.0,0.0,39,0.00,0.00,0.00,0.00
441369,103.5,40.66,1707,1.792,51.8,0.82,2.44,104.1,0.0,0.0,39,0.00,0.00,0.00,0.00
441529,103.5,41.43,1709,1.640,51.8,0.16,2.44,104.1,0.0,0.0,39,0.00,0.00,0.00,0.00
441691,103.5,40.85,1699,1.440,51.0,-0.50,2.44,104.1,0.0,0.0,39,0.00,0.00,0.00,0.00
441890,103.5,40.49,1680,1.352,51.0,-0.50,2.44,104.1,0.0,0.0,39,0.00,0.00,0.00,0.00
442049,103.5,40.20,1658,1.288,51.0,-0.50,2.44,104.1,0.0,0.0,39,0.00,0.00,0.00,0.00
442249,103.5,38.78,1647,1.264,51.0,-0.50,2.44,104.1,0.0,0.0,39,0.00,0.00,0.00,0.00
442410,103.5,39.82,1604,1.208,51.0,-0.50,2.44,104.1,0.0,0.0,39,0.00,0.00,0.00,0.00
442611,103.5,43.44,1438,0.652,51.0,-0.50,2.44,104.1,0.0,0.0,36,0.00,0.00,0.00,0.00
442810,103.5,51.96,1149,1.004,51.0,-0.50,2.44,104.1,0.0,0.0,36,0.00,0.00,0.00,0.00
442969,103.5,70.10,931,1.852,51.0,1.35,2.57,104.1,0.0,0.0,36,0.00,0.00,0.00,0.00
443130,103.5,88.87,875,1.700,51.0,1.64,2.87,104.1,0.0,0.0,36,0.00,0.00,0.00,0.00
443289,103.5,95.23,802,2.216,51.0,1.93,3.16,104.1,0.0,0.0,36,0.00,0.00,0.00,0.00
443449,103.5,82.24,878,2.520,51.0,2.23,3.45,104.1,0.0,0.0,36,0.00,0.00,0.00,0.00
443610,103.5,60.14,1085,2.220,51.0,2.57,3.80,104.1,0.0,0.0,33,0.00,0.00,0.00,0.00
443770,103.5,48.95,1305,1.884,51.0,2.97,4.17,104.1,0.0,0.0,33,0.00,0.00,0.00,0.00
443929,103.5,40.47,1509,1.900,51.0,2.97,4.17,104.1,0.0,0.0,33,0.00,0.00,0.00,0.00
444089,103.5,35.79,1707,1.636,51.0,2.97,4.17,104.1,0.0,0.0,33,0.00,0.00,0.00,0.00
444249,103.5,37.89,1869,1.480,51.0,2.97,4.17,104.1,0.0,0.0,33,0.00,0.00,0.00,0.00
444410,103.5,44.58,1900,1.380,51.0,2.97,4.17,104.1,0.4,0.0,33,0.00,0.00,0.00,0.00
444569,103.5,47.87,1827,1.396,51.0,2.97,4.17,104.1,3.1,0.0,29,0.00,0.00,0.00,0.00
444730,103.5,54.42,1837,1.532,51.0,3.34,4.17,104.1,5.1,0.0,29,0.00,0.00,0.00,0.00
444889,103.5,58.23,1788,1.624,51.0,4.02,4.63,104.1,5.9,0.0,29,0.00,0.00,0.00,0.00
445049,103.5,62.36,1781,1.720,51.0,4.68,5.28,104.1,6.6,0.0,29,0.00,0.00,0.00,0.00
445210,103.5,65.03,1751,1.900,51.0,5.34,5.94,104.1,8.2,0.0,29,0.00,0.00,0.00,0.00
445369,103.5,78.87,1743,2.004,51.0,5.58,6.60,104.1,10.2,0.0,29,0.00,0.00,0.00,0.00
445529,103.5,92.90,1734,2.292,51.0,5.58,7.26,104.1,11.3,0.0,29,0.00,0.00,0.00,0.00
445689,103.5,106.33,1737,2.676,51.0,5.58,7.93,104.1,11.7,0.0,26,0.00,0.00,0.00,0.00
445850,103.5,122.20,1693,3.180,51.0,5.58,8.66,104.1,12.9,0.0,26,0.00,0.00,0.00,0.00
446049,103.5,141.63,1706,3.792,51.8,5.68,9.62,104.1,13.7,0.0,26,0.00,0.00,0.00,0.00
446210,103.5,154.75,1678,4.320,51.8,6.47,9.96,104.1,13.7,0.0,26,0.00,0.00,0.00,0.00
446369,103.5,165.45,1687,4.748,51.8,6.95,9.96,104.1,14.5,0.4,26,0.00,0.00,0.00,0.00
446529,103.5,194.97,1752,5.332,51.8,6.95,9.96,104.1,16.4,1.2,26,0.00,0.00,0.00,0.00
446690,104.2,215.18,1723,5.908,51.8,6.95,9.96,104.1,16.8,2.0,25,0.00,0.00,0.00,0.00
446850,104.2,260.53,1743,7.232,51.8,4.56,7.49,104.1,19.1,4.3,25,0.00,0.00,0.00,0.00
447009,104.2,282.25,1786,7.948,51.8,3.06,5.99,104.1,19.5,7.0,25,0.00,0.00,0.00,0.00
447170,104.2,267.31,1813,8.116,51.8,1.38,4.31,104.1,19.5,6.6,25,0.00,0.00,0.00,0.00
447329,104.2,259.85,1865,7.896,51.8,-0.32,2.60,104.1,19.5,7.0,25,0.00,0.00,0.00,0.00
447490,104.2,269.16,1878,8.060,51.8,0.80,0.84,104.1,19.5,7.4,25,0.00,0.00,0.00,0.00
447650,104.2,266.97,1935,8.248,51.8,2.64,3.78,104.1,19.1,7.8,26,0.00,0.00,0.00,0.00
447810,104.2,267.91,1980,8.436,51.8,4.56,5.69,104.1,19.1,7.8,26,0.00,0.00,0.00,0.00
448009,104.2,255.61,2021,8.508,51.8,7.00,8.13,104.1,18.4,7.4,26,0.00,0.00,0.00,0.00
448170,104.2,253.64,2064,8.468,51.8,8.82,9.09,104.1,18.0,7.4,26,0.00,0.00,0.00,0.00
448330,104.2,245.40,2105,8.268,51.8,8.82,9.09,104.1,17.6,7.0,26,0.00,0.00,0.00,0.00
448489,104.2,245.93,2140,8.120,51.8,8.82,9.09,104.1,17.6,7.0,26,0.00,0.00,0.00,0.00
448650,104.2,249.36,2183,8.164,51.8,8.82,9.09,104.1,17.6,7.4,29,0.00,0.00,0.00,0.00
448809,104.2,246.23,2222,8.160,51.8,8.82,6.79,104.1,17.2,7.4,29,0.00,0.00,0.00,0.00
448969,104.2,248.37,2270,7.872,51.8,5.63,4.74,104.1,16.8,7.4,29,0.00,0.00,0.00,0.00
449129,104.2,243.96,2311,7.708,51.0,3.58,2.69,104.1,16.8,7.4,29,0.00,0.00,0.00,0.00
449289,104.2,246.04,2348,7.488,51.0,1.53,0.64,104.1,16.8,7.8,29,0.00,0.00,0.00,0.00
449450,104.2,242.46,2394,7.548,51.0,2.39,3.90,104.1,16.4,7.8,29,0.00,0.00,0.00,0.00
449611,104.2,233.51,2444,7.580,51.0,4.52,6.02,104.1,15.6,7.0,34,0.00,0.00,0.00,0.00
449810,104.2,207.90,2478,6.936,51.0,5.58,6.15,104.1,14.5,5.5,34,0.00,0.00,0.00,0.00
449969,104.2,191.30,2526,6.408,51.0,5.58,6.15,104.1,13.7,4.3,34,0.00,0.00,0.00,0.00
450130,104.2,178.67,2557,5.852,50.2,5.58,6.15,104.1,12.5,3.1,34,0.00,0.00,0.00,0.00
450289,104.2,170.28,2577,5.492,50.2,5.58,6.15,104.1,12.5,2.7,34,0.00,0.00,0.00,0.00
450449,104.2,169.24,2609,5.192,50.2,3.02,2.42,104.1,12.5,2.7,34,0.00,0.00,0.00,0.00
450610,104.2,164.82,2637,5.036,50.2,1.17,0.57,104.1,12.5,2.3,37,0.00,0.00,0.00,0.00
450769,104.2,165.22,2656,5.040,50.2,2.71,3.52,104.1,12.5,2.3,37,0.00,0.00,0.00,0.00
450930,104.2,165.11,2683,5.116,50.2,4.61,5.42,104.1,12.1,2.7,37,0.00,0.00,0.00,0.00
451089,104.2,156.74,2702,4.888,49.5,5.33,5.78,104.1,10.2,1.6,37,0.00,0.00,0.00,0.00
451250,104.2,78.91,2710,3.764,49.5,5.33,5.78,104.1,0.0,0.0,37,0.00,0.00,0.00,0.00
451409,104.2,65.54,2754,2.248,49.5,5.33,5.78,104.1,0.0,0.0,37,0.00,0.00,0.00,0.00
451569,104.2,66.81,2556,2.224,49.5,5.33,5.78,104.1,0.0,0.0,40,0.00,0.00,0.00,0.00
451729,104.2,63.40,2343,2.064,49.5,5.33,5.78,104.1,0.0,0.0,40,0.00,0.00,0.00,0.00
451888,104.2,62.76,2124,2.128,49.5,5.38,5.78,104.1,3.1,0.0,40,0.00,0.00,0.00,0.00
452049,104.2,67.30,2022,2.196,49.5,6.20,6.60,104.1,10.2,0.0,40,0.00,0.00,0.00,0.00
452209,104.2,111.99,1711,2.340,49.5,6.90,7.34,104.1,12.9,0.0,40,0.00,0.00,0.00,0.00
452370,104.2,133.67,1818,3.480,49.5,6.90,7.38,104.1,15.2,0.0,40,0.00,0.00,0.00,0.00
452569,104.2,171.32,1767,4.756,49.5,6.90,7.38,104.1,15.6,0.4,39,0.00,0.00,0.00,0.00
452729,104.2,172.11,1759,5.084,49.5,6.90,7.38,104.1,15.6,0.4,39,0.00,0.00,0.00,0.00
452890,104.2,174.16,1778,5.232,49.5,6.90,7.38,104.1,15.6,0.4,39,0.00,0.00,0.00,0.00
453049,104.2,169.90,1798,5.212,49.5,4.51,5.06,104.1,15.6,0.4,39,0.00,0.00,0.00,0.00
453211,104.2,170.52,1808,5.240,49.5,3.34,3.89,104.1,15.6,0.4,39,0.00,0.00,0.00,0.00
453410,104.2,175.39,1813,5.264,49.5,1.85,2.40,104.1,15.6,0.8,39,0.00,0.00,0.00,0.00
453609,104.2,155.39,1814,5.036,50.2,3.17,4.03,104.1,12.9,0.0,40,0.00,0.00,0.00,0.00
453769,104.2,132.61,1822,4.808,50.2,4.33,5.19,104.1,12.1,0.0,40,0.00,0.00,0.00,0.00
453930,104.2,129.28,1826,4.448,50.2,4.67,5.26,104.1,11.7,0.0,40,0.00,0.00,0.00,0.00
454090,104.2,127.33,1832,4.276,50.2,4.67,5.26,104.1,11.7,0.0,40,0.00,0.00,0.00,0.00
454249,104.2,126.50,1833,4.104,50.2,4.67,5.26,104.1,10.9,0.0,40,0.00,0.00,0.00,0.00
454410,104.2,120.38,1834,3.912,50.2,4.67,5.26,104.1,10.5,0.0,40,0.00,0.00,0.00,0.00
454570,104.2,114.38,1833,3.812,50.2,4.67,2.84,104.1,9.8,0.0,40,0.00,0.00,0.00,0.00
454729,104.2,107.05,1829,3.484,50.2,1.65,1.97,104.1,9.4,0.0,40,0.00,0.00,0.00,0.00
454889,104.2,102.43,1830,3.328,50.2,3.51,4.45,104.1,9.0,0.0,40,0.00,0.00,0.00,0.00
455050,104.2,99.02,1823,3.188,50.2,4.31,5.26,104.1,9.0,0.0,40,0.00,0.00,0.00,0.00
455210,104.2,100.17,1816,3.104,50.2,5.12,6.07,104.1,9.0,0.0,40,0.00,0.00,0.00,0.00
455369,104.2,97.98,1814,3.080,50.2,5.92,6.87,104.1,8.6,0.0,40,0.00,0.00,0.00,0.00
455529,104.2,98.30,1808,3.084,50.2,6.73,7.02,104.1,8.6,0.0,40,0.00,0.00,0.00,0.00
455690,104.2,100.17,1802,3.084,50.2,6.83,7.02,104.1,8.2,0.0,41,0.00,0.00,0.00,0.00
455850,104.2,98.75,1800,3.072,50.2,6.83,7.02,104.1,8.2,0.0,41,0.00,0.00,0.00,0.00
456011,104.2,98.30,1794,3.044,50.2,6.83,7.02,104.1,8.2,0.0,41,0.00,0.00,0.00,0.00
456169,104.2,98.91,1797,3.044,50.2,6.83,7.02,104.1,8.2,0.0,41,0.00,0.00,0.00,0.00
456330,104.2,99.68,1797,3.048,50.2,6.83,4.19,104.1,8.2,0.0,41,0.00,0.00,0.00,0.00
456489,104.2,99.78,1795,2.984,50.2,3.90,3.39,104.1,8.2,0.0,41,0.00,0.00,0.00,0.00
456650,104.2,101.95,1798,2.988,50.2,3.09,2.58,104.1,8.2,0.0,40,0.00,0.00,0.00,0.00
456850,104.2,119.13,1795,3.416,50.2,2.09,5.57,104.1,10.9,0.0,40,0.00,0.00,0.00,0.00
457010,104.2,171.94,1793,4.360,50.2,4.30,6.35,104.1,11.7,0.8,40,0.00,0.00,0.00,0.00
457169,104.2,182.42,1804,5.156,51.0,5.33,6.35,104.1,11.7,0.8,40,0.00,0.00,0.00,0.00
457330,104.2,180.62,1822,5.476,51.0,5.84,6.35,104.1,11.7,0.8,40,0.00,0.00,0.00,0.00
457490,104.2,185.82,1831,5.616,51.0,5.84,6.35,104.1,11.7,0.8,40,0.00,0.00,0.00,0.00
457689,104.2,186.96,1842,5.752,51.0,5.84,3.38,104.1,11.7,0.8,40,0.00,0.00,0.00,0.00
457850,104.2,183.02,1859,5.788,51.0,5.84,2.07,104.1,11.7,0.8,40,0.00,0.00,0.00,0.00
458009,104.2,183.02,1874,5.620,51.0,2.60,3.70,104.1,11.7,0.8,40,0.00,0.00,0.00,0.00
458171,104.2,170.45,1882,5.596,51.0,4.19,5.01,104.1,10.5,0.4,40,0.00,0.00,0.00,0.00
458369,104.2,135.93,1900,4.960,51.0,5.70,6.14,104.1,8.2,0.0,40,0.00,0.00,0.00,0.00
458529,104.2,114.87,1910,4.236,51.0,5.70,6.14,104.1,7.8,0.0,40,0.00,0.00,0.00,0.00
458690,104.2,104.47,1914,3.836,51.0,5.70,6.14,104.1,7.4,0.0,42,0.00,0.00,0.00,0.00
458850,104.2,94.10,1918,3.476,51.0,5.70,6.14,104.1,6.6,0.0,42,0.00,0.00,0.00,0.00
459049,104.2,89.36,1927,3.072,51.0,5.70,6.14,104.1,6.6,0.0,42,0.00,0.00,0.00,0.00
