Time (msec),* Coolant Temperature (°C),* Engine Load (mg/stroke),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Intake Air Temperature (°C),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Oil Temperature (°C),* Radiator outlet temperature (°C),* Throttle Position actual (°TPS),* Throttle Position pedal (°TPS),* Vehicle Speed (km/h),** Lambda Additive Adaptation - Bank 1 (ms),** Lambda Additive Adaptation - Bank 2 (ms),** Lambda Multiplicative Adaptation - Bank 1 (%),** Lambda Multiplicative Adaptation - Bank 2 (%)
671407,91.5,42.04,1750,1.176,39.0,0.00,0.00,88.1,58.5,0.0,0.0,27,0.00,0.00,-2.65,-2.21
671607,91.5,41.98,1720,1.132,39.0,0.00,0.00,88.1,57.8,0.0,0.0,27,0.00,0.00,-2.65,-2.21
671767,91.5,40.64,1708,1.132,39.0,0.00,0.00,88.1,57.8,0.0,0.0,27,0.00,0.00,-2.65,-2.21
671928,91.5,40.56,1712,1.132,39.0,0.00,0.00,88.1,57.8,0.0,0.0,27,0.00,0.00,-2.65,-2.21
672127,91.5,41.49,1673,1.104,39.0,0.00,0.00,88.1,57.8,0.0,0.0,27,0.00,0.00,-2.65,-2.21
672288,91.5,41.32,1646,1.088,39.0,0.00,0.00,88.1,57.8,0.0,0.0,27,0.00,0.00,-2.65,-2.21
672448,91.5,40.83,1632,1.104,39.0,0.00,0.00,88.1,57.8,0.0,0.0,24,0.00,0.00,-2.65,-2.21
672648,91.5,39.69,1609,1.084,39.0,0.00,0.00,88.1,57.8,0.0,0.0,24,0.00,0.00,-2.65,-2.21
672848,91.5,40.35,1583,1.136,39.0,0.00,0.00,88.1,57.8,0.0,0.0,24,0.00,0.00,-2.65,-2.21
673007,91.5,39.71,1573,1.128,39.0,0.00,0.00,88.1,57.8,0.0,0.0,24,0.00,0.00,-2.65,-2.21
673167,91.5,39.24,1557,1.120,39.0,0.00,0.00,88.1,57.8,0.0,0.0,24,0.00,0.00,-2.65,-2.21
673328,91.5,39.77,1536,1.128,39.0,0.00,0.00,88.1,57.8,0.0,0.0,24,0.00,0.00,-2.65,-2.21
673528,91.5,39.54,1510,1.088,39.0,0.00,0.00,88.1,57.8,0.0,0.8,23,0.00,0.00,-2.65,-2.21
673688,91.5,43.33,1506,1.148,39.0,0.00,0.04,88.1,57.8,0.0,2.7,23,0.00,0.00,-2.65,-2.21
673887,91.5,54.99,1490,1.352,39.0,0.73,0.77,88.1,57.8,0.0,5.5,23,0.00,0.00,-2.65,-2.21
674048,91.5,75.18,1459,1.516,39.0,1.30,1.33,88.1,57.8,0.0,7.0,23,0.00,0.00,-2.65,-2.21
674248,91.5,89.04,1497,2.356,39.0,1.96,2.00,88.1,57.8,0.0,7.4,23,0.00,0.00,-2.65,-2.21
674447,91.5,100.12,1484,2.656,39.0,2.70,2.73,88.1,57.8,0.0,7.8,21,0.00,0.00,-2.65,-2.21
674608,91.5,112.18,1473,3.328,39.0,3.28,3.32,88.1,57.8,0.0,9.4,21,0.00,0.00,-2.65,-2.21
674808,91.5,141.08,1506,3.616,39.0,3.85,3.84,88.1,57.8,0.0,9.8,21,0.00,0.00,-2.65,-2.21
675009,91.5,157.23,1519,4.256,39.0,3.85,3.84,88.1,57.8,0.0,10.5,21,0.00,0.00,-2.65,-2.21
675207,91.5,173.59,1544,4.924,39.0,3.85,3.84,88.1,57.8,0.0,10.9,21,0.00,0.00,-2.65,-2.21
675368,91.5,179.20,1573,5.244,39.0,3.85,3.84,88.1,57.8,0.0,10.9,21,0.00,0.00,-2.65,-2.21
675528,91.5,173.69,1607,5.424,39.0,4.10,4.29,88.1,57.8,0.0,10.9,21,0.00,0.00,-2.65,-2.21
675687,91.5,174.01,1628,5.420,39.0,4.55,5.35,88.1,57.8,0.0,10.9,21,0.00,0.00,-2.65,-2.21
675847,91.5,174.10,1667,5.472,39.8,4.55,5.76,88.1,57.8,0.0,10.9,21,0.00,0.00,-2.65,-2.21
676008,91.5,172.66,1697,5.436,39.8,4.55,5.76,88.1,57.8,0.0,10.9,21,0.00,0.00,-2.65,-2.21
676207,91.5,170.28,1737,5.388,39.8,4.55,5.76,88.1,57.8,0.4,10.9,21,0.00,0.00,-2.65,-2.21
676367,91.5,164.69,1779,5.184,39.8,1.41,3.45,88.1,57.8,0.4,10.9,24,0.00,0.00,-2.65,-2.21
676567,91.5,160.11,1804,5.148,39.8,3.53,1.99,88.1,57.8,0.4,10.5,24,0.00,0.00,-2.65,-2.21
676729,91.5,160.11,1830,5.088,39.8,4.70,3.37,88.1,57.8,0.0,10.2,24,0.00,0.00,-2.65,-2.21
676927,91.5,148.39,1881,4.960,39.8,6.14,4.81,88.1,57.8,0.0,10.2,24,0.00,0.00,-2.65,-2.21
677088,91.5,141.72,1891,4.840,39.8,7.31,5.98,88.1,58.5,0.0,9.0,24,0.00,0.00,-2.65,-2.21
677248,91.5,130.38,1917,4.580,39.8,7.96,7.11,88.1,58.5,0.0,9.0,24,0.00,0.00,-2.65,-2.21
677408,91.5,121.95,1947,4.276,39.8,7.96,7.18,88.1,58.5,0.0,8.6,27,0.00,0.00,-2.65,-2.21
677607,91.5,119.13,1970,4.008,39.8,7.96,7.18,88.1,58.5,0.0,8.6,27,0.00,0.00,-2.65,-2.21
677768,91.5,114.79,1984,3.832,39.8,7.96,7.18,88.1,58.5,0.0,7.8,27,0.00,0.00,-2.65,-2.21
677967,91.5,92.16,2004,3.404,39.8,5.69,7.18,88.1,58.5,0.0,2.7,27,0.00,0.00,-2.65,-2.21
678167,91.5,62.24,2008,2.808,39.8,4.52,4.28,88.1,58.5,0.0,1.6,27,0.00,0.00,-2.65,-2.21
678327,91.5,56.70,2008,2.448,39.8,3.64,3.40,88.1,58.5,0.0,1.6,27,0.00,0.00,-2.65,-2.21
678488,91.5,53.93,2008,2.128,39.8,2.84,2.60,88.1,58.5,0.0,1.6,29,0.00,0.00,-2.65,-2.21
678688,91.5,55.39,1980,1.788,39.8,1.83,1.59,88.1,58.5,0.0,1.6,29,0.00,0.00,-2.65,-2.21
678849,91.5,53.31,2005,1.672,39.0,1.03,0.78,88.1,58.5,0.0,1.6,29,0.00,0.00,-2.65,-2.21
679048,91.5,56.05,1982,1.588,39.0,0.02,-0.22,88.1,58.5,0.0,4.3,29,0.00,0.00,-2.65,-2.21
679247,91.5,62.91,1964,1.656,39.0,-0.99,-1.23,88.1,58.5,0.0,4.7,29,0.00,0.00,-2.65,-2.21
679408,91.5,67.72,1968,1.808,39.0,1.33,1.29,88.1,58.5,0.0,4.7,29,0.00,0.00,-2.65,-2.21
679568,92.2,68.42,1948,1.888,39.0,2.14,2.10,88.1,58.5,0.0,4.7,29,0.00,0.00,-2.65,-2.21
679728,92.2,69.04,1931,1.960,39.0,2.93,2.89,88.1,58.5,0.0,4.7,29,0.00,0.00,-2.65,-2.21
679888,92.2,68.21,1934,2.008,39.0,3.66,3.62,88.1,58.5,0.0,4.7,29,0.00,0.00,-2.65,-2.21
680048,92.2,68.32,1931,2.036,39.0,4.43,4.39,88.1,58.5,0.0,4.7,29,0.00,0.00,-2.65,-2.21
680208,92.2,68.66,1921,2.060,39.0,4.85,4.99,88.1,58.5,0.0,4.7,29,0.00,0.00,-2.65,-2.21
680407,92.2,67.64,1909,2.048,39.0,4.85,4.99,88.1,58.5,0.0,4.7,28,0.00,0.00,-2.65,-2.21
680567,92.2,68.49,1906,2.052,39.0,4.85,4.99,88.1,58.5,0.0,5.1,28,0.00,0.00,-2.65,-2.21
680728,92.2,69.50,1898,2.064,39.0,4.85,4.99,88.1,58.5,0.0,5.1,28,0.00,0.00,-2.65,-2.21
680887,92.2,70.41,1893,2.100,39.0,4.85,4.99,88.1,58.5,0.0,6.2,28,0.00,0.00,-2.65,-2.21
681088,92.2,84.12,1898,2.208,39.0,2.57,4.99,88.1,58.5,0.0,7.0,28,0.00,0.00,-2.65,-2.21
681247,92.2,88.93,1905,2.392,39.0,3.92,2.34,88.1,58.5,0.0,7.0,28,0.00,0.00,-2.65,-2.21
681408,92.2,91.10,1890,2.620,39.8,4.72,4.93,88.1,58.5,0.0,7.0,28,0.00,0.00,-2.65,-2.21
681608,92.2,93.26,1891,2.756,39.8,5.73,5.94,88.1,58.5,0.0,7.0,28,0.00,0.00,-2.65,-2.21
681809,92.2,92.52,1891,2.824,39.8,6.53,6.59,88.1,58.5,0.0,7.0,28,0.00,0.00,-2.65,-2.21
682009,92.2,90.57,1901,2.844,39.8,6.53,6.59,88.1,58.5,0.0,7.0,28,0.00,0.00,-2.65,-2.21
682207,92.2,92.03,1901,2.860,39.8,6.53,6.59,88.1,58.5,0.0,7.0,28,0.00,0.00,-2.65,-2.21
682368,92.2,91.73,1892,2.856,39.8,6.53,6.59,88.1,58.5,0.0,7.0,28,0.00,0.00,-2.65,-2.21
682568,92.2,92.37,1894,2.852,39.8,6.53,4.37,88.1,58.5,0.0,7.0,28,0.00,0.00,-2.65,-2.21
682769,92.2,91.69,1908,2.756,39.8,3.40,3.36,88.1,58.5,0.0,7.0,28,0.00,0.00,-2.65,-2.21
682969,92.2,91.65,1909,2.732,39.8,2.39,2.35,88.1,58.5,0.0,7.0,28,0.00,0.00,-2.65,-2.21
683167,92.2,90.18,1909,2.776,39.8,3.88,1.35,88.1,58.5,0.0,7.0,28,0.00,0.00,-2.65,-2.21
683327,92.2,90.18,1909,2.792,39.8,4.68,3.23,88.1,58.5,0.0,7.0,28,0.00,0.00,-2.65,-2.21
683488,92.2,89.65,1905,2.804,39.8,5.49,4.04,88.1,58.5,0.0,7.0,28,0.00,0.00,-2.65,-2.21
683649,92.2,90.99,1923,2.824,39.8,5.84,4.84,88.1,58.5,0.0,7.0,28,0.00,0.00,-2.65,-2.21
683847,92.2,89.61,1937,2.816,39.8,5.84,5.09,88.1,58.5,0.0,7.0,28,0.00,0.00,-2.65,-2.21
684008,92.2,92.05,1931,2.804,39.8,5.84,5.09,88.1,58.5,0.0,7.0,28,0.00,0.00,-2.65,-2.21
684169,92.2,90.18,1940,2.808,39.8,5.84,5.09,88.1,58.5,0.0,7.0,28,0.00,0.00,-2.65,-2.21
684369,92.2,88.60,1959,2.796,39.8,3.66,5.09,88.1,58.5,0.0,7.0,28,0.00,0.00,-2.65,-2.21
684567,92.2,87.71,1963,2.692,39.8,2.57,2.81,88.1,58.5,0.0,6.2,28,0.00,0.00,-2.65,-2.21
684728,92.2,83.55,1961,2.604,39.8,1.69,1.93,88.1,58.5,0.0,5.9,28,0.00,0.00,-2.65,-2.21
684888,92.2,80.29,1954,2.496,39.8,0.85,1.09,88.1,58.5,0.0,5.5,28,0.00,0.00,-2.65,-2.21
685088,92.2,77.03,1947,2.440,39.8,3.37,0.08,88.1,58.5,0.0,5.1,28,0.00,0.00,-2.65,-2.21
685247,92.2,73.72,1940,2.360,39.8,4.13,-0.72,88.1,58.5,0.0,4.7,28,0.00,0.00,-2.65,-2.21
685408,92.2,69.72,1932,2.244,39.8,4.13,1.91,88.1,58.5,0.0,3.9,28,0.00,0.00,-2.65,-2.21
685568,92.2,65.77,1921,2.132,39.8,4.13,2.64,88.1,58.5,0.0,3.5,28,0.00,0.00,-2.65,-2.21
685768,92.2,64.08,1907,2.016,39.8,4.13,2.87,88.1,58.5,0.0,3.5,28,0.00,0.00,-2.65,-2.21
685928,92.2,62.47,1934,1.948,39.8,4.13,2.87,88.1,58.5,0.0,3.5,28,0.00,0.00,-2.65,-2.21
686089,92.2,62.85,1900,1.896,39.8,4.13,2.87,88.1,58.5,0.0,3.5,28,0.00,0.00,-2.65,-2.21
686287,92.2,61.43,1921,1.836,39.8,1.25,2.87,88.1,58.5,0.0,3.5,28,0.00,0.00,-2.65,-2.21
686447,92.2,62.26,1896,1.836,39.8,2.79,2.87,88.1,58.5,0.0,3.5,28,0.00,0.00,-2.65,-2.21
686608,92.2,62.26,1896,1.848,39.8,3.52,3.10,88.1,58.5,0.0,3.5,28,0.00,0.00,-2.65,-2.21
686768,92.2,61.73,1912,1.852,39.8,4.25,3.83,88.1,58.5,0.0,3.5,28,0.00,0.00,-2.65,-2.21
686927,92.2,62.55,1887,1.844,39.8,4.98,4.56,88.1,58.5,0.0,3.5,28,0.00,0.00,-2.65,-2.21
687088,92.2,62.30,1872,1.872,39.8,5.72,5.30,88.1,58.5,0.0,3.5,28,0.00,0.00,-2.65,-2.21
687247,92.2,61.92,1861,1.880,39.8,6.08,5.43,88.1,58.5,0.0,3.5,28,0.00,0.00,-2.65,-2.21
687407,92.2,62.47,1845,1.872,39.8,6.08,5.43,88.1,58.5,0.0,3.5,27,0.00,0.00,-2.65,-2.21
687568,92.2,60.60,1833,1.872,39.8,6.08,5.43,88.1,58.5,0.0,3.5,27,0.00,0.00,-2.65,-2.21
687768,92.2,60.50,1813,1.864,39.8,6.08,5.43,88.1,58.5,0.0,3.5,27,0.00,0.00,-2.65,-2.21
687929,92.2,60.88,1802,1.860,39.8,6.08,5.43,88.1,58.5,0.0,3.5,27,0.00,0.00,-2.65,-2.21
688128,92.2,60.48,1814,1.792,39.8,3.71,3.06,88.1,58.5,0.0,3.5,27,0.00,0.00,-2.65,-2.21
688287,92.2,60.56,1811,1.780,39.8,3.04,2.40,88.1,58.5,0.0,3.5,27,0.00,0.00,-2.65,-2.21
688448,92.2,61.41,1786,1.760,39.8,2.39,1.74,88.1,58.5,0.0,3.5,27,0.00,0.00,-2.65,-2.21
688648,92.2,60.39,1793,1.800,39.8,4.02,4.19,88.1,58.5,0.0,3.5,27,0.00,0.00,-2.65,-2.21
688848,92.2,60.16,1777,1.812,39.8,4.84,5.01,88.1,58.5,0.0,3.5,27,0.00,0.00,-2.65,-2.21
689008,92.2,60.50,1767,1.824,39.8,5.50,5.67,88.1,58.5,0.0,3.5,27,0.00,0.00,-2.65,-2.21
689167,92.2,60.82,1758,1.812,39.8,6.03,6.33,88.1,58.5,0.0,3.5,27,0.00,0.00,-2.65,-2.21
689328,92.2,59.78,1742,1.812,39.8,6.03,6.66,88.1,58.5,0.0,3.5,27,0.00,0.00,-2.65,-2.21
689529,92.2,60.58,1719,1.800,39.8,6.03,6.66,88.1,58.5,0.0,3.5,26,0.00,0.00,-2.65,-2.21
689727,92.2,59.44,1705,1.796,39.8,6.03,6.66,88.1,58.5,0.0,3.5,26,0.00,0.00,-2.65,-2.21
689888,92.2,59.63,1700,1.792,39.8,6.03,6.66,88.1,58.5,0.0,3.5,26,0.00,0.00,-2.65,-2.21
690088,92.2,58.82,1676,1.744,39.8,3.60,4.43,88.1,58.5,0.0,3.5,26,0.00,0.00,-2.65,-2.21
690287,92.2,58.00,1652,1.712,39.8,2.80,3.64,88.1,58.5,0.0,3.5,26,0.00,0.00,-2.65,-2.21
690447,92.2,57.15,1652,1.680,39.8,2.22,5.27,88.1,58.5,0.0,3.5,25,0.00,0.00,-2.65,-2.21
690608,92.2,57.47,1643,1.684,39.8,3.93,5.86,88.1,58.5,0.0,3.5,25,0.00,0.00,-2.65,-2.21
690769,92.2,58.10,1625,1.700,39.8,4.51,6.44,88.1,58.5,0.0,3.5,25,0.00,0.00,-2.65,-2.21
690927,92.2,56.37,1626,1.704,39.8,5.10,7.03,88.1,58.5,0.0,3.5,25,0.00,0.00,-2.65,-2.21
691088,92.2,57.42,1596,1.696,39.8,5.68,7.58,88.1,58.5,0.0,3.5,25,0.00,0.00,-2.65,-2.21
691249,92.2,55.81,1617,1.724,39.8,6.27,7.58,88.1,58.5,0.0,3.5,25,0.00,0.00,-2.65,-2.21
691448,92.2,55.92,1589,1.736,39.8,6.64,7.58,88.1,58.5,0.0,3.1,24,0.00,0.00,-2.65,-2.21
691609,92.2,54.27,1586,1.688,39.8,6.64,7.58,88.1,58.5,0.0,2.3,24,0.00,0.00,-2.65,-2.21
691808,92.2,48.29,1581,1.616,39.8,6.64,7.58,88.1,58.5,0.0,1.6,24,0.00,0.00,-2.65,-2.21
691968,92.2,46.98,1537,1.508,39.8,6.64,5.18,88.1,58.5,0.0,1.6,24,0.00,0.00,-2.65,-2.21
692168,92.2,46.22,1532,1.448,39.8,6.64,4.45,88.1,58.5,0.0,1.6,24,0.00,0.00,-2.65,-2.21
692378,92.2,47.11,1474,1.332,39.8,3.95,5.79,88.9,58.5,0.0,1.6,23,0.00,0.00,-2.65,-2.21
692568,92.2,46.47,1464,1.336,39.8,6.24,6.44,88.9,58.5,0.0,1.6,23,0.00,0.00,-2.65,-2.21
692729,92.2,48.27,1438,1.312,39.8,6.76,6.95,88.9,58.5,0.0,1.6,23,0.00,0.00,-2.65,-2.21
692927,92.2,42.68,1399,1.268,39.8,7.40,7.59,88.1,58.5,0.0,0.0,23,0.00,0.00,-2.65,-2.21
693128,92.2,40.30,1378,1.280,39.8,8.04,8.23,88.1,58.5,0.0,0.0,23,0.00,0.00,-2.65,-2.21
693328,92.2,41.34,1343,1.160,39.8,8.68,8.88,88.1,58.5,0.0,0.0,23,0.00,0.00,-2.65,-2.21
693528,92.2,42.17,1317,1.160,39.8,9.32,9.52,88.9,58.5,0.0,0.0,21,0.00,0.00,-2.65,-2.21
693688,92.2,43.42,1279,1.096,39.8,9.80,9.99,88.9,58.5,0.0,0.0,21,0.00,0.00,-2.65,-2.21
693887,92.2,47.08,1209,1.596,39.8,10.34,10.54,88.9,58.5,0.0,0.0,21,0.00,0.00,-2.65,-2.21
694047,92.2,49.33,1154,1.468,39.8,10.78,10.98,88.9,59.2,0.0,0.0,21,0.00,0.00,-2.65,-2.21
694208,92.2,54.59,1043,1.836,39.8,11.18,11.38,88.9,59.2,0.0,0.0,21,0.00,0.00,-2.65,-2.21
694408,92.2,71.86,889,1.680,39.8,11.49,11.75,88.9,59.2,0.0,0.0,19,0.00,0.00,-2.65,-2.21
694608,92.2,88.70,767,1.884,39.8,11.49,11.75,88.9,59.2,0.0,0.0,19,0.00,0.00,-2.65,-2.21
694768,92.2,97.30,685,2.188,39.8,11.49,11.75,88.9,59.2,0.0,0.0,19,0.00,0.00,-2.65,-2.21
694968,92.2,101.03,646,2.820,39.8,11.49,11.75,88.9,59.2,0.0,0.0,19,0.00,0.00,-2.65,-2.21
695127,92.2,100.86,647,2.876,39.8,11.49,11.75,88.9,59.2,0.0,0.0,19,0.00,0.00,-2.65,-2.21
695288,92.2,98.87,660,2.920,39.8,9.68,9.93,88.9,59.2,0.0,0.0,19,0.00,0.00,-2.65,-2.21
695449,92.2,95.69,682,2.868,39.8,9.46,9.71,88.9,59.2,0.0,0.0,14,0.00,0.00,-2.65,-2.21
695649,92.2,90.21,708,2.856,39.8,9.18,9.44,88.9,59.2,0.0,0.0,14,0.00,0.00,-2.65,-2.21
695848,92.2,86.18,725,2.788,39.8,8.91,9.16,88.9,59.2,0.0,0.0,14,0.00,0.00,-2.65,-2.21
696049,92.2,86.90,719,2.732,39.8,8.63,8.89,88.9,59.2,0.0,0.0,14,0.00,0.00,-2.65,-2.21
696247,92.2,87.51,714,2.752,39.8,10.15,10.35,88.9,59.2,0.0,0.0,14,0.00,0.00,-2.65,-2.21
696409,92.2,87.39,715,2.736,39.8,10.37,10.57,88.9,59.2,0.0,0.0,10,0.00,0.00,-2.65,-2.21
696608,92.2,86.54,722,2.724,39.8,10.65,10.84,88.9,58.5,0.0,0.0,10,0.00,0.00,-2.65,-2.21
696808,92.2,86.43,723,2.708,39.8,10.92,11.12,88.9,58.5,0.0,0.0,10,0.00,0.00,-2.65,-2.21
697008,92.2,87.15,717,2.712,39.8,11.20,11.39,88.9,58.5,0.0,0.0,10,0.00,0.00,-2.65,-2.21
697169,92.2,87.77,712,2.720,39.8,11.42,11.61,88.9,58.5,0.0,0.0,10,0.00,0.00,-2.65,-2.21
697367,92.2,86.18,709,2.720,39.8,11.69,11.89,88.9,58.5,0.0,0.0,9,0.00,0.00,-2.65,-2.21
697528,92.2,86.79,704,2.736,39.8,11.91,12.11,88.9,58.5,0.0,0.0,9,0.00,0.00,-2.65,-2.21
697728,92.2,90.04,694,2.724,39.8,12.19,12.38,88.9,58.5,0.0,0.0,9,0.00,0.00,-2.65,-2.21
697928,92.2,87.66,697,2.736,39.8,12.46,12.66,88.9,58.5,0.0,0.0,9,0.00,0.00,-2.65,-2.21
698127,92.2,86.67,705,2.784,39.8,12.73,12.93,88.9,58.5,0.0,0.0,9,0.00,0.00,-2.65,-2.21
698289,92.2,85.69,713,2.776,39.8,12.95,13.15,88.9,58.5,0.0,0.0,9,0.00,0.00,-2.65,-2.21
698488,92.2,84.27,725,2.760,39.8,13.23,13.43,88.9,58.5,0.0,0.0,6,0.00,0.00,-2.65,-2.21
698688,92.2,84.27,725,2.744,39.8,13.50,13.70,88.9,58.5,0.0,0.0,6,0.00,0.00,-2.65,-2.21
698848,92.2,85.57,714,2.740,39.8,13.72,13.92,88.9,58.5,0.0,0.0,6,0.00,0.00,-2.65,-2.21
699010,92.2,85.69,713,2.744,39.8,13.94,14.14,88.9,58.5,0.0,0.0,6,0.00,0.00,-2.65,-2.21
699207,92.2,84.74,721,2.748,39.8,14.22,14.41,88.9,58.5,0.0,0.0,6,0.00,0.00,-2.65,-2.21
699369,92.2,84.74,721,2.740,39.8,14.44,14.63,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
699569,92.2,85.44,715,2.748,39.8,14.71,14.91,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
699768,92.2,89.40,699,2.764,39.8,14.99,15.18,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
699928,92.2,88.00,710,2.812,40.5,15.21,15.40,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
700088,92.2,86.31,724,2.820,40.5,15.43,15.62,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
700288,92.2,85.12,734,2.804,40.5,15.70,15.90,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
700447,93.0,85.12,734,2.800,39.8,15.92,16.12,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
700608,93.0,85.01,735,2.764,39.8,16.14,16.34,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
700810,93.0,84.78,737,2.800,39.8,16.41,16.61,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
701008,93.0,84.55,739,2.792,39.8,16.69,16.89,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
701208,93.0,85.01,735,2.756,39.8,16.96,17.16,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
701409,93.0,83.13,735,2.744,40.5,17.24,17.44,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
701568,93.0,85.71,729,2.760,40.5,17.46,17.66,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
701728,93.0,84.15,726,2.768,40.5,17.68,17.88,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
701888,93.0,84.04,727,2.780,40.5,17.90,18.09,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
702087,93.0,83.91,728,2.788,40.5,18.17,18.37,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
702247,93.0,83.57,731,2.796,40.5,18.39,18.59,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
702408,93.0,83.23,734,2.800,40.5,18.61,18.81,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
702608,93.0,83.23,734,2.800,40.5,18.89,19.08,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
702768,93.0,83.23,734,2.800,40.5,19.11,19.30,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
702927,93.0,83.13,735,2.808,40.5,19.33,19.52,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
703090,93.0,83.00,736,2.828,40.5,19.55,19.74,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
703287,93.0,83.23,734,2.804,40.5,19.82,20.02,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
703449,93.0,83.23,734,2.808,40.5,20.04,20.24,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
703648,93.0,83.81,729,2.816,40.5,20.31,20.51,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
703848,93.0,83.34,733,2.820,40.5,20.59,20.79,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
704048,93.0,83.23,734,2.824,40.5,20.86,21.06,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
704208,93.0,83.34,733,2.832,40.5,21.08,21.28,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
704369,93.0,81.24,735,2.820,40.5,21.30,21.50,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
704527,93.0,82.68,739,2.844,40.5,21.52,21.72,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
704687,93.0,82.56,740,2.832,40.5,21.74,21.94,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
704849,93.0,79.82,748,2.812,40.5,21.96,22.16,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
705009,93.0,80.25,744,2.804,40.5,22.18,22.38,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
705169,93.0,79.93,747,2.792,40.5,22.40,22.60,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
705328,93.0,80.03,746,2.776,40.5,22.62,22.82,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
705488,93.0,80.25,744,2.780,40.5,22.84,23.04,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
705648,93.0,80.35,743,2.780,40.5,23.06,23.26,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
705807,93.0,79.93,747,2.788,40.5,23.28,23.48,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
705968,93.0,80.69,740,2.792,40.5,23.50,23.70,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
706128,93.0,80.46,742,2.796,40.5,23.72,23.92,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
706288,93.0,78.91,739,2.796,40.5,23.94,24.14,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
706448,93.0,79.57,733,2.756,40.5,24.16,24.36,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
706608,93.0,80.10,728,2.772,40.5,24.38,24.58,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
706808,93.0,80.67,723,2.792,40.5,24.65,24.85,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
706969,93.0,80.44,725,2.792,40.5,24.87,25.07,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
707128,93.0,80.78,722,2.800,40.5,25.09,25.29,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
707329,93.0,80.10,728,2.804,40.5,25.37,25.57,88.9,58.5,0.0,0.0,0,0.00,0.00,-2.65,-2.21
707527,93.0,79.89,730,2.808,40.5,25.64,25.84,88.9,57.8,0.0,0.0,0,0.00,0.00,-2.65,-2.21
707688,93.0,80.10,728,2.816,40.5,25.86,26.06,88.9,57.8,0.0,0.0,0,0.00,0.00,-2.65,-2.21
707848,93.0,80.23,727,2.820,40.5,26.08,26.28,88.9,57.8,0.0,0.0,0,0.00,0.00,-2.65,-2.21
708010,93.0,80.10,728,2.824,40.5,26.30,26.50,88.9,57.8,0.0,0.0,0,0.00,0.00,-2.65,-2.21
